matrix_index,drug_name,stitch_id,stitch_found,stitch_row_count,distinct_inchikey_count,inchikeys
339,terbinafine,CIDm01549007,false,0,0,[]
340,penicillamine,CIDm00005852,false,0,0,[]
341,vardenafil,CIDm00110634,true,38,36,"[""ACLSEHDEBRFBFC-UHFFFAOYSA-N"",""ARPXFXGZHQZJFF-BTJKTKAUSA-N"",""ASBMIEADOKQDHL-UHFFFAOYSA-N"",""BEEDZRAMMFTEMI-LVEZLNDCSA-N"",""CTULBZMCANLYQM-UHFFFAOYSA-N"",""FBCDRHDULQYRTB-UHFFFAOYSA-N"",""FFLCBRKFZRWTKH-UHFFFAOYSA-N"",""GCSWGQYUHVHMDB-UHFFFAOYSA-N"",""GDGUCSOHMQKUDO-UHFFFAOYSA-N"",""INUHTHQFRSKRKC-UHFFFAOYSA-N"",""IWZBUVXIPHRHJK-UHFFFAOYSA-N"",""KAKXPLCBXAEBPI-UHFFFAOYSA-N"",""KRRAUGJKMHOFMD-UHFFFAOYSA-N"",""KRVFZDHDNJQLDW-UHFFFAOYSA-N"",""LQSAFNLBTYLYKG-UHFFFAOYSA-M"",""NJVDOGDFNZAGEC-UHFFFAOYSA-N"",""NLKQKPPHMJLNON-UHFFFAOYSA-M"",""NOIHTGOGFDFCBN-UHFFFAOYSA-N"",""QFZQMLRUFMYZJG-UHFFFAOYSA-N"",""RMPUQWRSJOCXBW-UHFFFAOYSA-L"",""RMPUQWRSJOCXBW-UHFFFAOYSA-N"",""SECKRCOLJRRGGV-FSEIIBCTSA-N"",""SECKRCOLJRRGGV-QKLSXCJMSA-N"",""SECKRCOLJRRGGV-UHFFFAOYSA-N"",""SECKRCOLJRRGGV-UHFFFAOYSA-O"",""SECKRCOLJRRGGV-VPHBPMBWSA-N"",""SHVSAKBPWRLQJI-UHFFFAOYSA-M"",""SKQGNLZNOFQRDR-UHFFFAOYSA-M"",""SYQLCCGRGBSVLZ-UHFFFAOYSA-N"",""VEZWLXDMGQKAPG-UHFFFAOYSA-N"",""VRGIGZQZBZFZGC-UHFFFAOYSA-M"",""WOCTWXYRVULBTF-UHFFFAOYSA-N"",""WOUQWAZUFWBRLY-UHFFFAOYSA-N"",""XCMULUAPJXCOHI-UHFFFAOYSA-M"",""XCMULUAPJXCOHI-UHFFFAOYSA-N"",""YXMNYAKBGMMJHE-UHFFFAOYSA-N""]"
342,tacrolimus,CIDm00445643,false,0,0,[]
343,terbutaline,CIDm00005403,true,35,34,"[""AHWMQWSDMGGVRN-UHFFFAOYSA-N"",""ATSQOMSNYNAPMR-UHFFFAOYSA-N"",""AZOSNOGJJXQJKB-UHFFFAOYSA-K"",""BPZKHKAYOKSXAK-FGYXOPSTSA-N"",""BPZKHKAYOKSXAK-UHFFFAOYSA-N"",""FMEOFUKNYGGGPD-UHFFFAOYSA-N"",""GAOKDWPVAAYXKP-UHFFFAOYSA-N"",""IXSHTMQOKDZTPR-UHFFFAOYSA-N"",""JYSNLNJZOHAFNG-UHFFFAOYSA-N"",""KDSDGDRKKSQCGB-UHFFFAOYSA-N"",""KFVSLSTULZVNPG-ISAZSYCMSA-N"",""KFVSLSTULZVNPG-UHFFFAOYSA-N"",""KFVSLSTULZVNPG-ZVRYYDNZSA-N"",""KOWBENJECFIHSW-UHFFFAOYSA-M"",""MUPQZWGSBCWCAV-UHFFFAOYSA-L"",""MUPQZWGSBCWCAV-UHFFFAOYSA-N"",""NTYAENKNKQFLBI-UHFFFAOYSA-M"",""OPCRMUVBHSQBMB-UHFFFAOYSA-N"",""RATWGHAYWYVOBQ-UHFFFAOYSA-N"",""RMXXLCXFBCXCKX-UHFFFAOYSA-M"",""SYXWYEGSNBUKAR-UHFFFAOYSA-M"",""VZNQUUXQWUMXRQ-UHFFFAOYSA-N"",""XWTYSIMOBUGWOL-GQALSZNTSA-N"",""XWTYSIMOBUGWOL-LLVKDONJSA-N"",""XWTYSIMOBUGWOL-LLVKDONJSA-O"",""XWTYSIMOBUGWOL-NSHDSACASA-N"",""XWTYSIMOBUGWOL-NSHDSACASA-O"",""XWTYSIMOBUGWOL-UHFFFAOYSA-N"",""XWTYSIMOBUGWOL-UHFFFAOYSA-O"",""YEEMIJDLFDKGBE-UHFFFAOYSA-N"",""YGMYFBDPNDEJEC-UHFFFAOYSA-N"",""YUDPEQPLTRKPHY-UHFFFAOYSA-N"",""ZDJGADFJYJILEO-UHFFFAOYSA-M"",""ZNESYGUQZUUWNX-UHFFFAOYSA-N""]"
344,conivaptan,CIDm00151171,true,24,22,"[""BTYHAFSDANBVMJ-UHFFFAOYSA-N"",""IKENVDNFQMCRTR-AXCCEXPOSA-N"",""IKENVDNFQMCRTR-CPDJKGNMSA-N"",""IKENVDNFQMCRTR-DDBPTTCKSA-N"",""IKENVDNFQMCRTR-DWMGOYLTSA-N"",""IKENVDNFQMCRTR-FCLBBQIASA-N"",""IKENVDNFQMCRTR-FIBGUPNXSA-N"",""IKENVDNFQMCRTR-FKUWIZNHSA-N"",""IKENVDNFQMCRTR-GIXJBAGXSA-N"",""IKENVDNFQMCRTR-IGKSHBBPSA-N"",""IKENVDNFQMCRTR-MICDWDOJSA-N"",""IKENVDNFQMCRTR-OCOLLXALSA-N"",""IKENVDNFQMCRTR-PSWFASSTSA-N"",""IKENVDNFQMCRTR-RPPGGTDXSA-N"",""IKENVDNFQMCRTR-RYHLRWBWSA-N"",""IKENVDNFQMCRTR-RZCYILSQSA-N"",""IKENVDNFQMCRTR-SKIVKWGGSA-N"",""IKENVDNFQMCRTR-STTKHHCASA-N"",""IKENVDNFQMCRTR-UHFFFAOYSA-N"",""IKENVDNFQMCRTR-UHFFFAOYSA-O"",""IKENVDNFQMCRTR-ZSJDYOACSA-N"",""IKENVDNFQMCRTR-ZZRPVTOQSA-N""]"
345,eprosartan,CIDm05281037,false,0,0,[]
346,sirolimus,CIDm05284616,false,0,0,[]
347,emtricitabine,CIDm00060877,true,30,29,"[""HAUYLGOLSPBIKE-RIHPBJNCSA-N"",""HAUYLGOLSPBIKE-UHFFFAOYSA-N"",""IHZFISVMYFRDBN-RIHPBJNCSA-N"",""LAGVSZQYJZPFLR-IBTYICNHSA-N"",""LAGVSZQYJZPFLR-QFWZMSBNSA-N"",""LAGVSZQYJZPFLR-RIHPBJNCSA-N"",""LAGVSZQYJZPFLR-UHFFFAOYSA-N"",""LBOWESVGIQVXHN-RIHPBJNCSA-N"",""MSEQJZGXBTXXRD-RIHPBJNCSA-N"",""MSEQJZGXBTXXRD-UHFFFAOYSA-N"",""OGNQAEMJHOQFOS-HMOFGSSPSA-N"",""OGNQAEMJHOQFOS-JUKSSJACSA-N"",""OGNQAEMJHOQFOS-UHFFFAOYSA-N"",""RTTFRRBALUCMNU-RIHPBJNCSA-N"",""RTTFRRBALUCMNU-UHFFFAOYSA-N"",""VFPRUCWNMIYSHA-KXSOTYCDSA-N"",""XQSPYNMVSIKCOC-GDVGLLTNSA-N"",""XQSPYNMVSIKCOC-HSXWVZGPSA-N"",""XQSPYNMVSIKCOC-KXIRRDMUSA-N"",""XQSPYNMVSIKCOC-LWOQYNTDSA-N"",""XQSPYNMVSIKCOC-NTSWFWBYSA-N"",""XQSPYNMVSIKCOC-PHDIDXHHSA-N"",""XQSPYNMVSIKCOC-PRJDIBJQSA-N"",""XQSPYNMVSIKCOC-RITPCOANSA-N"",""XQSPYNMVSIKCOC-SJLFXUEQSA-N"",""XQSPYNMVSIKCOC-UHFFFAOYSA-N"",""XQSPYNMVSIKCOC-UHFFFAOYSA-O"",""XQSPYNMVSIKCOC-WDSKDSINSA-N"",""XQSPYNMVSIKCOC-ZBHICJROSA-N""]"
348,quinapril,CIDm00054891,false,0,0,[]
349,clomifene,CIDm01548954,false,0,0,[]
350,risedronic.acid,CIDm00005245,true,54,49,"[""AGPRGIDBSPGPOE-UHFFFAOYSA-N"",""AKTGFDLTOBBOCD-UHFFFAOYSA-N"",""ARGHCEVMLACPSI-UHFFFAOYSA-L"",""AUOQJLLGDKMRDH-UHFFFAOYSA-M"",""BNTRWISMLDGFOE-UHFFFAOYSA-N"",""BUEFFQAULCECBA-UHFFFAOYSA-M"",""BULMSQBMCQXNIA-UHFFFAOYSA-N"",""CTPUNHLLCHUTRD-UHFFFAOYSA-N"",""DRFDPXKCEWYIAW-UHFFFAOYSA-M"",""DRFDPXKCEWYIAW-UHFFFAOYSA-N"",""DSTCRCARRBIKOU-UHFFFAOYSA-J"",""DUZUSEIVEXNRCQ-UHFFFAOYSA-M"",""FSZLVWCRGZOSEG-UHFFFAOYSA-N"",""GCQHNZOMWXHMRO-UHFFFAOYSA-N"",""GMIPYZRGQWNFGH-UHFFFAOYSA-N"",""GSYAHNOOFNKVKM-UHFFFAOYSA-K"",""HAZILTUQAYJLIV-UHFFFAOYSA-N"",""HYFDYHPNTXOPPO-UHFFFAOYSA-L"",""HYFDYHPNTXOPPO-UHFFFAOYSA-N"",""IIDJRNMFWXDHID-CBWXHQCLSA-N"",""IIDJRNMFWXDHID-CBYSEHNBSA-N"",""IIDJRNMFWXDHID-RZIJKAHPSA-N"",""IIDJRNMFWXDHID-UHFFFAOYSA-J"",""IIDJRNMFWXDHID-UHFFFAOYSA-K"",""IIDJRNMFWXDHID-UHFFFAOYSA-L"",""IIDJRNMFWXDHID-UHFFFAOYSA-M"",""IIDJRNMFWXDHID-UHFFFAOYSA-N"",""IIDJRNMFWXDHID-UHFFFAOYSA-O"",""IIDJRNMFWXDHID-VTMSBFHVSA-N"",""IIYRWTFCSQYRAX-UHFFFAOYSA-N"",""IYMDXYQKMDWSGQ-UHFFFAOYSA-N"",""JAROYDNJQWMRAM-UHFFFAOYSA-N"",""KGCXEACGWYUDNL-UHFFFAOYSA-L"",""KLQNARDFMJRXSF-UHFFFAOYSA-M"",""KLQNARDFMJRXSF-UHFFFAOYSA-N"",""LMVCNSNAPIOPAK-UHFFFAOYSA-N"",""LYQQRDVKMPPSFO-UHFFFAOYSA-N"",""LYQQRDVKMPPSFO-UHFFFAOYSA-O"",""MNDYLFDSBGQQDJ-UHFFFAOYSA-N"",""MOVKUYGIIPGKDH-UHFFFAOYSA-N"",""QKHKVOAOFBYFCM-UHFFFAOYSA-N"",""QSBCEAJXPMFSSC-UHFFFAOYSA-N"",""SAIHZXSRZFIALU-UHFFFAOYSA-L"",""SASLGGGHGGSNGY-UHFFFAOYSA-N"",""UHZONFGOMDTHCJ-UHFFFAOYSA-L"",""UWCXIBCDDCYVRK-UHFFFAOYSA-N"",""VNOYWHYVHMWARS-UHFFFAOYSA-L"",""VZLCBAMLZNEVRD-UHFFFAOYSA-M"",""WXQOCXUTHYGXQM-UHFFFAOYSA-J""]"
351,bumetanide,CIDm00002471,true,55,55,"[""BUNAOQBKNUGVGY-UHFFFAOYSA-N"",""MAEIEVLCKWDQJH-AOXKXOSQSA-N"",""MAEIEVLCKWDQJH-APMRKSRASA-N"",""MAEIEVLCKWDQJH-AZDLRGRASA-N"",""MAEIEVLCKWDQJH-BNRMTYIDSA-N"",""MAEIEVLCKWDQJH-BQNZLIRGSA-N"",""MAEIEVLCKWDQJH-CBTSVUPCSA-N"",""MAEIEVLCKWDQJH-CBWXHQCLSA-N"",""MAEIEVLCKWDQJH-DMSOEGGMSA-N"",""MAEIEVLCKWDQJH-FIBGUPNXSA-N"",""MAEIEVLCKWDQJH-FVLQKYGXSA-N"",""MAEIEVLCKWDQJH-FXMISZGDSA-N"",""MAEIEVLCKWDQJH-GQIDBLARSA-N"",""MAEIEVLCKWDQJH-IABROROHSA-N"",""MAEIEVLCKWDQJH-JBISRTOLSA-N"",""MAEIEVLCKWDQJH-JCHQKMSFSA-N"",""MAEIEVLCKWDQJH-JLZJBEKYSA-N"",""MAEIEVLCKWDQJH-KNKDAXDNSA-N"",""MAEIEVLCKWDQJH-KNXIQCGSSA-N"",""MAEIEVLCKWDQJH-LCJNWZSJSA-N"",""MAEIEVLCKWDQJH-LGBSUSNPSA-N"",""MAEIEVLCKWDQJH-LYZVWUOCSA-N"",""MAEIEVLCKWDQJH-MADFRBAASA-N"",""MAEIEVLCKWDQJH-NCKGIQLSSA-N"",""MAEIEVLCKWDQJH-NHBKDQHNSA-N"",""MAEIEVLCKWDQJH-NNVHEIFTSA-N"",""MAEIEVLCKWDQJH-NTGJPTEZSA-N"",""MAEIEVLCKWDQJH-ONQUGREJSA-N"",""MAEIEVLCKWDQJH-PBQUKWQSSA-N"",""MAEIEVLCKWDQJH-PMUHGZINSA-N"",""MAEIEVLCKWDQJH-QLGYKEOQSA-N"",""MAEIEVLCKWDQJH-QOWOAITPSA-N"",""MAEIEVLCKWDQJH-QZEZMGTLSA-N"",""MAEIEVLCKWDQJH-RRVWJQJTSA-N"",""MAEIEVLCKWDQJH-SJKLNLTHSA-N"",""MAEIEVLCKWDQJH-SMZGMGDZSA-N"",""MAEIEVLCKWDQJH-SYOUIWDZSA-N"",""MAEIEVLCKWDQJH-TXFBWYMTSA-N"",""MAEIEVLCKWDQJH-TYNAPVOISA-N"",""MAEIEVLCKWDQJH-UBOOVXFNSA-N"",""MAEIEVLCKWDQJH-UFFRDWFDSA-N"",""MAEIEVLCKWDQJH-UHFFFAOYSA-M"",""MAEIEVLCKWDQJH-UHFFFAOYSA-N"",""MAEIEVLCKWDQJH-UPKDRLQUSA-N"",""MAEIEVLCKWDQJH-VEAZXDGCSA-N"",""MAEIEVLCKWDQJH-WBDZLQAZSA-N"",""MAEIEVLCKWDQJH-WGYFFYJQSA-N"",""MAEIEVLCKWDQJH-WIPGUEKWSA-N"",""MAEIEVLCKWDQJH-WNWXXORZSA-N"",""MAEIEVLCKWDQJH-WUDHCNRBSA-N"",""MAEIEVLCKWDQJH-XGDFIHACSA-N"",""MAEIEVLCKWDQJH-ZBJDZAJPSA-N"",""MAEIEVLCKWDQJH-ZNZAITRCSA-N"",""QDFGOJHAQZEYQL-UHFFFAOYSA-M"",""RNZMEZHJHMXKNR-UHFFFAOYSA-N""]"
352,chlormethine,CIDm00004033,true,23,21,"[""HAWPXGHAZFHHAD-LBHFFFFPSA-N"",""HAWPXGHAZFHHAD-RRVWJQJTSA-N"",""HAWPXGHAZFHHAD-UHFFFAOYSA-N"",""HAWPXGHAZFHHAD-UHFFFAOYSA-O"",""JGQOWVQBPDAIAV-UHFFFAOYSA-N"",""LGCATDQRQMFGTO-BTJKTKAUSA-N"",""LGCATDQRQMFGTO-UHFFFAOYSA-N"",""LGCATDQRQMFGTO-WLHGVMLRSA-N"",""LOFVMZICMAOZRD-UHFFFAOYSA-N"",""LUGZSQQMMCMLIY-UHFFFAOYSA-N"",""QZIQJVCYUQZDIR-DAHDXRBSSA-N"",""QZIQJVCYUQZDIR-QWJITLNOSA-N"",""QZIQJVCYUQZDIR-UHFFFAOYSA-M"",""QZIQJVCYUQZDIR-UHFFFAOYSA-N"",""QZIQJVCYUQZDIR-UHFFFAOYSA-O"",""SEUMELQFCUDVQE-UHFFFAOYSA-N"",""ULNXDEDRXYLKQK-UHFFFAOYSA-N"",""WTSISHLUFAMLAK-UHFFFAOYSA-N"",""YIVNCZVDFRXVTH-UHFFFAOYSA-N"",""ZECPAXOWQKNBBR-UHFFFAOYSA-M"",""ZMRKRKIAMYJSMA-UHFFFAOYSA-N""]"
353,granisetron,CIDm05284566,false,0,0,[]
354,triazolam,CIDm00005556,true,10,10,"[""JOFWLTCLBGQGBO-FIBGUPNXSA-N"",""JOFWLTCLBGQGBO-HHWTYPEFSA-N"",""JOFWLTCLBGQGBO-KNXIQCGSSA-N"",""JOFWLTCLBGQGBO-OSKCZSATSA-N"",""JOFWLTCLBGQGBO-QFFDRWTDSA-N"",""JOFWLTCLBGQGBO-UFFRDWFDSA-N"",""JOFWLTCLBGQGBO-UHFFFAOYSA-N"",""XDPWAZTYIJMKBA-UHFFFAOYSA-N"",""YLCANCJPPHVVLL-UHFFFAOYSA-N"",""ZKKPKJPSRVBIPJ-UHFFFAOYSA-N""]"
355,remifentanil,CIDm00060814,true,13,11,"[""CAHCPPICYIOSRD-UHFFFAOYSA-N"",""CEBINOVUQVOTCG-UHFFFAOYSA-N"",""CEBINOVUQVOTCG-WLHGVMLRSA-N"",""QXJYFACPSVSSTC-UHFFFAOYSA-N"",""VCUDMQUBZSACMI-UHFFFAOYSA-N"",""WFBMIPUMYUHANP-ALVDMSPLSA-N"",""WFBMIPUMYUHANP-UHFFFAOYSA-N"",""ZMGKHCNPWIVLHI-ALVDMSPLSA-N"",""ZTVQQQVZCWLTDF-UHFFFAOYSA-N"",""ZTVQQQVZCWLTDF-UHFFFAOYSA-O"",""ZTVQQQVZCWLTDF-YMDLLLAMSA-N""]"
356,didanosine,CIDm00050599,false,0,0,[]
357,ondansetron,CIDm00004595,true,108,105,"[""BCNGSAIULFUIFJ-UHFFFAOYSA-N"",""FELGMEQIXOGIFQ-AYTXIVNJSA-N"",""FELGMEQIXOGIFQ-BAGZJIGJSA-N"",""FELGMEQIXOGIFQ-BMSJAHLVSA-N"",""FELGMEQIXOGIFQ-BNTUKEPOSA-N"",""FELGMEQIXOGIFQ-BWARQAJISA-N"",""FELGMEQIXOGIFQ-CSIBAJNSSA-N"",""FELGMEQIXOGIFQ-CUEUYHEYSA-N"",""FELGMEQIXOGIFQ-CYBMUJFWSA-N"",""FELGMEQIXOGIFQ-CYBMUJFWSA-O"",""FELGMEQIXOGIFQ-FIBGUPNXSA-N"",""FELGMEQIXOGIFQ-FORYFOOCSA-N"",""FELGMEQIXOGIFQ-GEUSXJFYSA-N"",""FELGMEQIXOGIFQ-GGTSHAOFSA-N"",""FELGMEQIXOGIFQ-GYUPSEFKSA-N"",""FELGMEQIXOGIFQ-HESSMTQDSA-N"",""FELGMEQIXOGIFQ-HOYSYQPBSA-N"",""FELGMEQIXOGIFQ-IOZMSELXSA-N"",""FELGMEQIXOGIFQ-IVFXKVCMSA-N"",""FELGMEQIXOGIFQ-IZTJULLBSA-N"",""FELGMEQIXOGIFQ-JHQGIIFRSA-N"",""FELGMEQIXOGIFQ-JIBPXCTFSA-N"",""FELGMEQIXOGIFQ-JVXUGDAPSA-N"",""FELGMEQIXOGIFQ-JWSPKAHGSA-N"",""FELGMEQIXOGIFQ-KARLPHELSA-N"",""FELGMEQIXOGIFQ-KEWKYEQZSA-N"",""FELGMEQIXOGIFQ-KVQSHYEYSA-N"",""FELGMEQIXOGIFQ-LHHJEJQOSA-N"",""FELGMEQIXOGIFQ-LJYPPAMPSA-N"",""FELGMEQIXOGIFQ-LNFUJOGGSA-N"",""FELGMEQIXOGIFQ-MDUZVUGSSA-N"",""FELGMEQIXOGIFQ-MEYWOFLZSA-N"",""FELGMEQIXOGIFQ-MZBKNDLCSA-N"",""FELGMEQIXOGIFQ-NCQOMSHQSA-N"",""FELGMEQIXOGIFQ-NKAHIHLVSA-N"",""FELGMEQIXOGIFQ-NWRSKGMZSA-N"",""FELGMEQIXOGIFQ-NXRKTPNTSA-N"",""FELGMEQIXOGIFQ-OCXNEGRYSA-N"",""FELGMEQIXOGIFQ-OIYGLIEASA-N"",""FELGMEQIXOGIFQ-OJMUWNJPSA-N"",""FELGMEQIXOGIFQ-OPHVHHAMSA-N"",""FELGMEQIXOGIFQ-OWDIPUNESA-N"",""FELGMEQIXOGIFQ-OZBXQNGHSA-N"",""FELGMEQIXOGIFQ-PEPUUANNSA-N"",""FELGMEQIXOGIFQ-QBWNOJBISA-N"",""FELGMEQIXOGIFQ-QRDAEOSMSA-N"",""FELGMEQIXOGIFQ-QXEAFOSDSA-N"",""FELGMEQIXOGIFQ-RKGSATPUSA-N"",""FELGMEQIXOGIFQ-RQYFNCQLSA-N"",""FELGMEQIXOGIFQ-RSTBCOSGSA-N"",""FELGMEQIXOGIFQ-TVJNSFJGSA-N"",""FELGMEQIXOGIFQ-UAPXMEIZSA-N"",""FELGMEQIXOGIFQ-UFHFDUDASA-N"",""FELGMEQIXOGIFQ-UHFFFAOYSA-N"",""FELGMEQIXOGIFQ-UHFFFAOYSA-O"",""FELGMEQIXOGIFQ-UNFVHARGSA-N"",""FELGMEQIXOGIFQ-UPLCSPLXSA-N"",""FELGMEQIXOGIFQ-UWXXWEFDSA-N"",""FELGMEQIXOGIFQ-VRJDGLIXSA-N"",""FELGMEQIXOGIFQ-VVMRUBJMSA-N"",""FELGMEQIXOGIFQ-WFGJKAKNSA-N"",""FELGMEQIXOGIFQ-WWPXJUKDSA-N"",""FELGMEQIXOGIFQ-XHCXSSNLSA-N"",""FELGMEQIXOGIFQ-XLIXMGSISA-N"",""FELGMEQIXOGIFQ-XQWUFEPYSA-N"",""FELGMEQIXOGIFQ-XVSUFPODSA-N"",""FELGMEQIXOGIFQ-YFUBDMQUSA-N"",""FELGMEQIXOGIFQ-YIECAKEHSA-N"",""FELGMEQIXOGIFQ-YKOSXITDSA-N"",""FELGMEQIXOGIFQ-YQEJUPTQSA-N"",""FELGMEQIXOGIFQ-YSOHJTORSA-N"",""FELGMEQIXOGIFQ-ZDUSSCGKSA-N"",""FELGMEQIXOGIFQ-ZDUSSCGKSA-O"",""FELGMEQIXOGIFQ-ZTTLINHUSA-N"",""FELGMEQIXOGIFQ-ZWGOZCLVSA-N"",""HKVLXNJSYZJOSB-UHFFFAOYSA-N"",""ITQNWTFQKXDKSZ-UHFFFAOYSA-N"",""JJIHADPISHURTP-UHFFFAOYSA-N"",""KJTDFTVLHWWCPD-FFXKMJQXSA-N"",""KJTDFTVLHWWCPD-UHFFFAOYSA-N"",""MKBLHFILKIKSQM-BTQNPOSSSA-N"",""MKBLHFILKIKSQM-MUTAZJQDSA-N"",""MKBLHFILKIKSQM-UHFFFAOYSA-M"",""MKBLHFILKIKSQM-UHFFFAOYSA-N"",""MKBLHFILKIKSQM-ZOWNYOTGSA-N"",""RXQNYZZEDXNKDG-UHFFFAOYSA-N"",""SBRJOOROCZPTMN-JACLSRQLSA-N"",""SBRJOOROCZPTMN-UHFFFAOYSA-N"",""UFUPDNJJQONZIY-UHFFFAOYSA-N"",""VRSLTNZJOUZKLX-BXUUEFRQSA-N"",""VRSLTNZJOUZKLX-JEZXJMRTSA-N"",""VRSLTNZJOUZKLX-UHFFFAOYSA-M"",""VRSLTNZJOUZKLX-UHFFFAOYSA-N"",""WRZJOBREMUDSSV-FFXKMJQXSA-N"",""WRZJOBREMUDSSV-UHFFFAOYSA-M"",""WRZJOBREMUDSSV-UHFFFAOYSA-N"",""XUSXMFIDZPZRDH-UHFFFAOYSA-N"",""XWICWJVOKHSBBL-BTQNPOSSSA-N"",""XWICWJVOKHSBBL-UHFFFAOYSA-N"",""YPYZZFIBDXKSRN-UHFFFAOYSA-N"",""ZTVOHKAQABJBDF-BTJKTKAUSA-N"",""ZTVOHKAQABJBDF-FEGZNKODSA-N"",""ZTVOHKAQABJBDF-FTUYNFQWSA-N"",""ZTVOHKAQABJBDF-UHFFFAOYSA-N"",""ZTVOHKAQABJBDF-WLHGVMLRSA-N""]"
358,bimatoprost,CIDm05311027,false,0,0,[]
359,tiagabine,CIDm00060648,false,0,0,[]
360,quinidine,CIDm00005768,false,0,0,[]
361,zonisamide,CIDm00005734,true,14,13,"[""AZUZOWNBYZFJBR-UHFFFAOYSA-N"",""CXGPJFFXNNHUAY-UHFFFAOYSA-N"",""KTRQLNRTABJCAM-UHFFFAOYSA-N"",""OTSWINFRJNEIOR-UHFFFAOYSA-N"",""QVADSMGRZHVGPL-UHFFFAOYSA-M"",""QVADSMGRZHVGPL-UHFFFAOYSA-N"",""SNMLCMJZPULNBL-UHFFFAOYSA-N"",""UBQNRHZMVUUOMG-QCFADSBCSA-N"",""UBQNRHZMVUUOMG-RHQRLBAQSA-N"",""UBQNRHZMVUUOMG-UHFFFAOYSA-M"",""UBQNRHZMVUUOMG-UHFFFAOYSA-N"",""UBQNRHZMVUUOMG-VDWPWFDKSA-N"",""ZVBIRPKGWOVBLG-UHFFFAOYSA-N""]"
362,paricalcitol,CIDm05281104,false,0,0,[]
363,tinidazole,CIDm00005479,true,3,3,"[""HFSSBSNKSSCOBN-UHFFFAOYSA-N"",""HJLSLZFTEKNLFI-UHFFFAOYSA-N"",""HJLSLZFTEKNLFI-WNWXXORZSA-N""]"
364,repaglinide,CIDm00065981,false,0,0,[]
365,amantadine,CIDm00002130,true,42,35,"[""DKNWSYNQZKUICI-BXSQCBKHSA-N"",""DKNWSYNQZKUICI-UHFFFAOYSA-N"",""DKNWSYNQZKUICI-UHFFFAOYSA-O"",""FCPWWNYHIIPYKE-BTJKTKAUSA-N"",""FCPWWNYHIIPYKE-UHFFFAOYSA-L"",""FCPWWNYHIIPYKE-UHFFFAOYSA-N"",""FCPWWNYHIIPYKE-WLHGVMLRSA-N"",""FWICLLFKWVAYPX-UHFFFAOYSA-L"",""FXKOSQLPUYXSAN-UHFFFAOYSA-N"",""GBFBBXOKKXUKKI-UHFFFAOYSA-N"",""GOFXDGXCQWSUAP-UHFFFAOYSA-N"",""IDUROJFOPXMBQU-UHFFFAOYSA-N"",""JGARNTNRSDPRJZ-UHFFFAOYSA-N"",""JOHUDFNPAHHBSG-UHFFFAOYSA-N"",""JXAUZRIIDTYCJH-UHFFFAOYSA-N"",""KSGKTMHXUAVYFL-UHFFFAOYSA-N"",""MYWTWSQFJLXGGQ-UHFFFAOYSA-N"",""PLRGINNCKYSSTP-UHFFFAOYSA-L"",""PLRGINNCKYSSTP-UHFFFAOYSA-N"",""QGLWBCVWJIJVAB-UHFFFAOYSA-N"",""QRVSGLPZAFQGCE-KSBRXOFISA-N"",""QRVSGLPZAFQGCE-UHFFFAOYSA-N"",""QRVSGLPZAFQGCE-WXXKFALUSA-N"",""RFOKTOXKVLZNGQ-UHFFFAOYSA-L"",""RHYAZMCSDZREHU-UHFFFAOYSA-N"",""UZMQVTVEGGMYQD-UHFFFAOYSA-N"",""VCHMURQKTNZYSE-UHFFFAOYSA-N"",""VIHCJNLPQHFCFW-UHFFFAOYSA-N"",""VNJWSGXHLFDLRU-UHFFFAOYSA-N"",""WOLHOYHSEKDWQH-UHFFFAOYSA-M"",""WOLHOYHSEKDWQH-UHFFFAOYSA-N"",""WOLHOYHSEKDWQH-UHFFFAOYSA-O"",""XMHFCNUHESCBDY-UHFFFAOYSA-N"",""ZGNZQSQJBKDAIA-UHFFFAOYSA-N"",""ZPKYUPBKCZEQPB-UHFFFAOYSA-N""]"
