node_index,node_id,node_type,name,source
13164,ENSG00000166436,GENE,TRIM66,OptimusKG
13165,ENSG00000166441,GENE,RPL27A,OptimusKG
13166,ENSG00000166444,GENE,DENND2B,OptimusKG
13167,ENSG00000166448,GENE,TMEM130,OptimusKG
13168,ENSG00000166450,GENE,PRTG,OptimusKG
13169,ENSG00000166451,GENE,CENPN,OptimusKG
13170,ENSG00000166452,GENE,AKIP1,OptimusKG
13171,ENSG00000166454,GENE,ATMIN,OptimusKG
13172,ENSG00000166471,GENE,TMEM41B,OptimusKG
13173,ENSG00000166473,GENE,PKD1L2,OptimusKG
13174,ENSG00000166477,GENE,LEO1,OptimusKG
13175,ENSG00000166478,GENE,ZNF143,OptimusKG
13176,ENSG00000166479,GENE,TMX3,OptimusKG
13177,ENSG00000166482,GENE,MFAP4,OptimusKG
13178,ENSG00000166483,GENE,WEE1,OptimusKG
13179,ENSG00000166484,GENE,MAPK7,OptimusKG
13180,ENSG00000166501,GENE,PRKCB,OptimusKG
13181,ENSG00000166507,GENE,NDST2,OptimusKG
13182,ENSG00000166508,GENE,MCM7,OptimusKG
13183,ENSG00000166509,GENE,CLEC3A,OptimusKG
13184,ENSG00000166510,GENE,CCDC68,OptimusKG
13185,ENSG00000166523,GENE,CLEC4E,OptimusKG
13186,ENSG00000166527,GENE,CLEC4D,OptimusKG
13187,ENSG00000166529,GENE,ZSCAN21,OptimusKG
13188,ENSG00000166535,GENE,A2ML1,OptimusKG
13189,ENSG00000166546,GENE,BEAN1,OptimusKG
13190,ENSG00000166548,GENE,TK2,OptimusKG
13191,ENSG00000166557,GENE,TMED3,OptimusKG
13192,ENSG00000166558,GENE,SLC38A8,OptimusKG
13193,ENSG00000166562,GENE,SEC11C,OptimusKG
13194,ENSG00000166569,GENE,CPLX4,OptimusKG
13195,ENSG00000166573,GENE,GALR1,OptimusKG
13196,ENSG00000166575,GENE,TMEM135,OptimusKG
13197,ENSG00000166578,GENE,DRC10,OptimusKG
13198,ENSG00000166579,GENE,NDEL1,OptimusKG
13199,ENSG00000166582,GENE,CENPV,OptimusKG
13200,ENSG00000166589,GENE,CDH16,OptimusKG
13201,ENSG00000166592,GENE,RRAD,OptimusKG
13202,ENSG00000166595,GENE,CIAO2B,OptimusKG
13203,ENSG00000166596,GENE,CFAP52,OptimusKG
13204,ENSG00000166598,GENE,HSP90B1,OptimusKG
13205,ENSG00000166603,GENE,MC4R,OptimusKG
13206,ENSG00000166619,GENE,BLCAP,OptimusKG
13207,ENSG00000166634,GENE,SERPINB12,OptimusKG
13208,ENSG00000166664,GENE,CHRFAM7A,OptimusKG
13209,ENSG00000166669,GENE,ATF7IP2,OptimusKG
13210,ENSG00000166670,GENE,MMP10,OptimusKG
13211,ENSG00000166681,GENE,BEX3,OptimusKG
13212,ENSG00000166682,GENE,TMPRSS5,OptimusKG
13213,ENSG00000166685,GENE,COG1,OptimusKG
13214,ENSG00000166689,GENE,PLEKHA7,OptimusKG
13215,ENSG00000166710,GENE,B2M,OptimusKG
13216,ENSG00000166716,GENE,ZNF592,OptimusKG
13217,ENSG00000166736,GENE,HTR3A,OptimusKG
13218,ENSG00000166741,GENE,NNMT,OptimusKG
13219,ENSG00000166743,GENE,ACSM1,OptimusKG
13220,ENSG00000166747,GENE,AP1G1,OptimusKG
13221,ENSG00000166750,GENE,SLFN5,OptimusKG
13222,ENSG00000166780,GENE,BMERB1,OptimusKG
13223,ENSG00000166788,GENE,SAAL1,OptimusKG
13224,ENSG00000166793,GENE,YPEL4,OptimusKG
13225,ENSG00000166794,GENE,PPIB,OptimusKG
13226,ENSG00000166796,GENE,LDHC,OptimusKG
13227,ENSG00000166797,GENE,CIAO2A,OptimusKG
13228,ENSG00000166801,GENE,FAM111A,OptimusKG
13229,ENSG00000166803,GENE,PCLAF,OptimusKG
13230,ENSG00000166813,GENE,KIF7,OptimusKG
13231,ENSG00000166816,GENE,LDHD,OptimusKG
13232,ENSG00000166819,GENE,PLIN1,OptimusKG
13233,ENSG00000166821,GENE,PEX11A,OptimusKG
13234,ENSG00000166822,GENE,TMEM170A,OptimusKG
13235,ENSG00000166823,GENE,MESP1,OptimusKG
13236,ENSG00000166825,GENE,ANPEP,OptimusKG
13237,ENSG00000166828,GENE,SCNN1G,OptimusKG
13238,ENSG00000166831,GENE,RBPMS2,OptimusKG
13239,ENSG00000166833,GENE,NAV2,OptimusKG
13240,ENSG00000166839,GENE,ANKDD1A,OptimusKG
13241,ENSG00000166840,GENE,GLYATL1,OptimusKG
13242,ENSG00000166845,GENE,C18orf54,OptimusKG
13243,ENSG00000166847,GENE,DCTN5,OptimusKG
13244,ENSG00000166848,GENE,TERF2IP,OptimusKG
13245,ENSG00000166851,GENE,PLK1,OptimusKG
13246,ENSG00000166855,GENE,CLPX,OptimusKG
13247,ENSG00000166856,GENE,ACKR5,OptimusKG
13248,ENSG00000166862,GENE,CACNG2,OptimusKG
13249,ENSG00000166863,GENE,TAC3,OptimusKG
13250,ENSG00000166866,GENE,MYO1A,OptimusKG
13251,ENSG00000166869,GENE,CHP2,OptimusKG
13252,ENSG00000166881,GENE,NEMP1,OptimusKG
13253,ENSG00000166886,GENE,NAB2,OptimusKG
13254,ENSG00000166887,GENE,VPS39,OptimusKG
13255,ENSG00000166888,GENE,STAT6,OptimusKG
13256,ENSG00000166889,GENE,PATL1,OptimusKG
13257,ENSG00000166896,GENE,ATP23,OptimusKG
13258,ENSG00000166897,GENE,ELFN2,OptimusKG
13259,ENSG00000166900,GENE,STX3,OptimusKG
13260,ENSG00000166908,GENE,PIP4K2C,OptimusKG
13261,ENSG00000166912,GENE,MTMR10,OptimusKG
13262,ENSG00000166913,GENE,YWHAB,OptimusKG
13263,ENSG00000166920,GENE,C15orf48,OptimusKG
13264,ENSG00000166922,GENE,SCG5,OptimusKG
13265,ENSG00000166923,GENE,GREM1,OptimusKG
13266,ENSG00000166925,GENE,TSC22D4,OptimusKG
13267,ENSG00000166926,GENE,MS4A6E,OptimusKG
13268,ENSG00000166927,GENE,MS4A7,OptimusKG
13269,ENSG00000166946,GENE,CCNDBP1,OptimusKG
13270,ENSG00000166947,GENE,EPB42,OptimusKG
13271,ENSG00000166948,GENE,TGM6,OptimusKG
13272,ENSG00000166949,GENE,SMAD3,OptimusKG
13273,ENSG00000166959,GENE,MS4A8,OptimusKG
13274,ENSG00000166960,GENE,CCDC178,OptimusKG
13275,ENSG00000166961,GENE,MS4A15,OptimusKG
13276,ENSG00000166963,GENE,MAP1A,OptimusKG
13277,ENSG00000166971,GENE,AKTIP,OptimusKG
13278,ENSG00000166974,GENE,MAPRE2,OptimusKG
13279,ENSG00000166979,GENE,EVA1C,OptimusKG
13280,ENSG00000166986,GENE,MARS1,OptimusKG
13281,ENSG00000166987,GENE,MBD6,OptimusKG
13282,ENSG00000166997,GENE,CNPY4,OptimusKG
13283,ENSG00000167004,GENE,PDIA3,OptimusKG
13284,ENSG00000167005,GENE,NUDT21,OptimusKG
13285,ENSG00000167011,GENE,NAT16,OptimusKG
13286,ENSG00000167014,GENE,TERB2,OptimusKG
13287,ENSG00000167034,GENE,NKX3-1,OptimusKG
13288,ENSG00000167037,GENE,SGSM1,OptimusKG
13289,ENSG00000167074,GENE,TEF,OptimusKG
13290,ENSG00000167077,GENE,MEI1,OptimusKG
13291,ENSG00000167080,GENE,B4GALNT2,OptimusKG
13292,ENSG00000167081,GENE,PBX3,OptimusKG
13293,ENSG00000167083,GENE,GNGT2,OptimusKG
13294,ENSG00000167085,GENE,PHB1,OptimusKG
13295,ENSG00000167088,GENE,SNRPD1,OptimusKG
13296,ENSG00000167098,GENE,SUN5,OptimusKG
13297,ENSG00000167100,GENE,SAMD14,OptimusKG
13298,ENSG00000167104,GENE,BPIFB6,OptimusKG
13299,ENSG00000167106,GENE,EEIG1,OptimusKG
13300,ENSG00000167107,GENE,ACSF2,OptimusKG
13301,ENSG00000167110,GENE,GOLGA2,OptimusKG
13302,ENSG00000167113,GENE,COQ4,OptimusKG
13303,ENSG00000167114,GENE,SLC27A4,OptimusKG
13304,ENSG00000167131,GENE,DNAAF19,OptimusKG
13305,ENSG00000167136,GENE,ENDOG,OptimusKG
13306,ENSG00000167157,GENE,PRRX2,OptimusKG
13307,ENSG00000167165,GENE,UGT1A6,OptimusKG
13308,ENSG00000167173,GENE,C15orf39,OptimusKG
13309,ENSG00000167178,GENE,ISLR2,OptimusKG
13310,ENSG00000167182,GENE,SP2,OptimusKG
13311,ENSG00000167186,GENE,COQ7,OptimusKG
13312,ENSG00000167191,GENE,GPRC5B,OptimusKG
13313,ENSG00000167193,GENE,CRK,OptimusKG
13314,ENSG00000167196,GENE,FBXO22,OptimusKG
13315,ENSG00000167202,GENE,TBC1D2B,OptimusKG
13316,ENSG00000167207,GENE,NOD2,OptimusKG
13317,ENSG00000167208,GENE,SNX20,OptimusKG
13318,ENSG00000167210,GENE,LOXHD1,OptimusKG
13319,ENSG00000167216,GENE,KATNAL2,OptimusKG
13320,ENSG00000167232,GENE,ZNF91,OptimusKG
13321,ENSG00000167244,GENE,IGF2,OptimusKG
13322,ENSG00000167258,GENE,CDK12,OptimusKG
13323,ENSG00000167261,GENE,DPEP2,OptimusKG
13324,ENSG00000167264,GENE,DUS2,OptimusKG
13325,ENSG00000167272,GENE,POP5,OptimusKG
13326,ENSG00000167280,GENE,ENGASE,OptimusKG
13327,ENSG00000167281,GENE,RBFOX3,OptimusKG
13328,ENSG00000167283,GENE,ATP5MG,OptimusKG
13329,ENSG00000167286,GENE,CD3D,OptimusKG
13330,ENSG00000167291,GENE,TBC1D16,OptimusKG
13331,ENSG00000167306,GENE,MYO5B,OptimusKG
13332,ENSG00000167311,GENE,ART5,OptimusKG
13333,ENSG00000167315,GENE,ACAA2,OptimusKG
13334,ENSG00000167323,GENE,STIM1,OptimusKG
13335,ENSG00000167325,GENE,RRM1,OptimusKG
13336,ENSG00000167332,GENE,OR51E2,OptimusKG
13337,ENSG00000167333,GENE,TRIM68,OptimusKG
13338,ENSG00000167346,GENE,MMP26,OptimusKG
13339,ENSG00000167363,GENE,FN3K,OptimusKG
13340,ENSG00000167371,GENE,PRRT2,OptimusKG
13341,ENSG00000167377,GENE,ZNF23,OptimusKG
13342,ENSG00000167378,GENE,IRGQ,OptimusKG
13343,ENSG00000167394,GENE,ZNF668,OptimusKG
13344,ENSG00000167397,GENE,VKORC1,OptimusKG
13345,ENSG00000167419,GENE,LPO,OptimusKG
13346,ENSG00000167434,GENE,CA4,OptimusKG
13347,ENSG00000167447,GENE,SMG8,OptimusKG
13348,ENSG00000167460,GENE,TPM4,OptimusKG
13349,ENSG00000167461,GENE,RAB8A,OptimusKG
13350,ENSG00000167468,GENE,GPX4,OptimusKG
13351,ENSG00000167470,GENE,MIDN,OptimusKG
13352,ENSG00000167476,GENE,JSRP1,OptimusKG
13353,ENSG00000167483,GENE,NIBAN3,OptimusKG
13354,ENSG00000167487,GENE,KLHL26,OptimusKG
13355,ENSG00000167491,GENE,GATAD2A,OptimusKG
13356,ENSG00000167508,GENE,MVD,OptimusKG
13357,ENSG00000167513,GENE,CDT1,OptimusKG
13358,ENSG00000167515,GENE,TRAPPC2L,OptimusKG
13359,ENSG00000167522,GENE,ANKRD11,OptimusKG
13360,ENSG00000167523,GENE,SPATA33,OptimusKG
13361,ENSG00000167528,GENE,ZNF641,OptimusKG
13362,ENSG00000167531,GENE,LALBA,OptimusKG
13363,ENSG00000167535,GENE,CACNB3,OptimusKG
13364,ENSG00000167543,GENE,TP53I13,OptimusKG
13365,ENSG00000167548,GENE,KMT2D,OptimusKG
13366,ENSG00000167549,GENE,CORO6,OptimusKG
13367,ENSG00000167552,GENE,TUBA1A,OptimusKG
13368,ENSG00000167553,GENE,TUBA1C,OptimusKG
13369,ENSG00000167555,GENE,ZNF528,OptimusKG
13370,ENSG00000167566,GENE,NCKAP5L,OptimusKG
13371,ENSG00000167578,GENE,RAB4B,OptimusKG
13372,ENSG00000167580,GENE,AQP2,OptimusKG
13373,ENSG00000167588,GENE,GPD1,OptimusKG
13374,ENSG00000167595,GENE,PROSER3,OptimusKG
13375,ENSG00000167600,GENE,CYP2S1,OptimusKG
13376,ENSG00000167601,GENE,AXL,OptimusKG
13377,ENSG00000167604,GENE,NFKBID,OptimusKG
13378,ENSG00000167608,GENE,TMC4,OptimusKG
13379,ENSG00000167612,GENE,ANKRD33,OptimusKG
13380,ENSG00000167613,GENE,LAIR1,OptimusKG
13381,ENSG00000167614,GENE,TTYH1,OptimusKG
13382,ENSG00000167615,GENE,LENG8,OptimusKG
13383,ENSG00000167618,GENE,LAIR2,OptimusKG
13384,ENSG00000167619,GENE,TMEM145,OptimusKG
13385,ENSG00000167625,GENE,ZNF526,OptimusKG
13386,ENSG00000167632,GENE,TRAPPC9,OptimusKG
13387,ENSG00000167633,GENE,KIR3DL1,OptimusKG
13388,ENSG00000167634,GENE,NLRP7,OptimusKG
13389,ENSG00000167635,GENE,ZNF146,OptimusKG
13390,ENSG00000167641,GENE,PPP1R14A,OptimusKG
13391,ENSG00000167642,GENE,SPINT2,OptimusKG
13392,ENSG00000167645,GENE,YIF1B,OptimusKG
13393,ENSG00000167646,GENE,DNAAF3,OptimusKG
13394,ENSG00000167653,GENE,PSCA,OptimusKG
13395,ENSG00000167654,GENE,ATCAY,OptimusKG
13396,ENSG00000167656,GENE,LY6D,OptimusKG
13397,ENSG00000167657,GENE,DAPK3,OptimusKG
13398,ENSG00000167658,GENE,EEF2,OptimusKG
13399,ENSG00000167670,GENE,CHAF1A,OptimusKG
13400,ENSG00000167671,GENE,UBXN6,OptimusKG
13401,ENSG00000167674,GENE,HDGFL2,OptimusKG
13402,ENSG00000167676,GENE,PLIN4,OptimusKG
13403,ENSG00000167680,GENE,SEMA6B,OptimusKG
13404,ENSG00000167693,GENE,NXN,OptimusKG
13405,ENSG00000167695,GENE,TLCD3A,OptimusKG
13406,ENSG00000167699,GENE,GLOD4,OptimusKG
13407,ENSG00000167701,GENE,GPT,OptimusKG
13408,ENSG00000167703,GENE,SLC43A2,OptimusKG
13409,ENSG00000167705,GENE,RILP,OptimusKG
13410,ENSG00000167711,GENE,SERPINF2,OptimusKG
13411,ENSG00000167716,GENE,WDR81,OptimusKG
13412,ENSG00000167720,GENE,SRR,OptimusKG
13413,ENSG00000167721,GENE,TSR1,OptimusKG
13414,ENSG00000167723,GENE,TRPV3,OptimusKG
13415,ENSG00000167740,GENE,CYB5D2,OptimusKG
13416,ENSG00000167741,GENE,GGT6,OptimusKG
13417,ENSG00000167748,GENE,KLK1,OptimusKG
13418,ENSG00000167749,GENE,KLK4,OptimusKG
13419,ENSG00000167751,GENE,KLK2,OptimusKG
13420,ENSG00000167754,GENE,KLK5,OptimusKG
13421,ENSG00000167755,GENE,KLK6,OptimusKG
13422,ENSG00000167757,GENE,KLK11,OptimusKG
13423,ENSG00000167759,GENE,KLK13,OptimusKG
13424,ENSG00000167767,GENE,KRT80,OptimusKG
13425,ENSG00000167768,GENE,KRT1,OptimusKG
13426,ENSG00000167769,GENE,ACER1,OptimusKG
13427,ENSG00000167770,GENE,OTUB1,OptimusKG
13428,ENSG00000167772,GENE,ANGPTL4,OptimusKG
13429,ENSG00000167775,GENE,CD320,OptimusKG
13430,ENSG00000167778,GENE,SPRYD3,OptimusKG
13431,ENSG00000167779,GENE,IGFBP6,OptimusKG
13432,ENSG00000167780,GENE,SOAT2,OptimusKG
13433,ENSG00000167791,GENE,CABP2,OptimusKG
13434,ENSG00000167792,GENE,NDUFV1,OptimusKG
13435,ENSG00000167797,GENE,CDK2AP2,OptimusKG
13436,ENSG00000167799,GENE,NUDT8,OptimusKG
13437,ENSG00000167815,GENE,PRDX2,OptimusKG
13438,ENSG00000167825,GENE,OR5I1,OptimusKG
13439,ENSG00000167850,GENE,CD300C,OptimusKG
13440,ENSG00000167851,GENE,CD300A,OptimusKG
13441,ENSG00000167861,GENE,HID1,OptimusKG
13442,ENSG00000167862,GENE,MRPL58,OptimusKG
13443,ENSG00000167863,GENE,ATP5PD,OptimusKG
13444,ENSG00000167874,GENE,TMEM88,OptimusKG
13445,ENSG00000167880,GENE,EVPL,OptimusKG
13446,ENSG00000167881,GENE,SRP68,OptimusKG
13447,ENSG00000167889,GENE,MGAT5B,OptimusKG
13448,ENSG00000167895,GENE,TMC8,OptimusKG
13449,ENSG00000167900,GENE,TK1,OptimusKG
13450,ENSG00000167904,GENE,TMEM68,OptimusKG
13451,ENSG00000167910,GENE,CYP7A1,OptimusKG
13452,ENSG00000167914,GENE,GSDMA,OptimusKG
13453,ENSG00000167916,GENE,KRT24,OptimusKG
13454,ENSG00000167925,GENE,GHDC,OptimusKG
13455,ENSG00000167930,GENE,FAM234A,OptimusKG
13456,ENSG00000167941,GENE,SOST,OptimusKG
13457,ENSG00000167964,GENE,RAB26,OptimusKG
13458,ENSG00000167965,GENE,MLST8,OptimusKG
13459,ENSG00000167967,GENE,E4F1,OptimusKG
13460,ENSG00000167968,GENE,DNASE1L2,OptimusKG
13461,ENSG00000167969,GENE,ECI1,OptimusKG
13462,ENSG00000167971,GENE,CASKIN1,OptimusKG
13463,ENSG00000167972,GENE,ABCA3,OptimusKG
13464,ENSG00000167978,GENE,SRRM2,OptimusKG
13465,ENSG00000167981,GENE,ZNF597,OptimusKG
13466,ENSG00000167984,GENE,NLRC3,OptimusKG
13467,ENSG00000167985,GENE,SDHAF2,OptimusKG
13468,ENSG00000167986,GENE,DDB1,OptimusKG
13469,ENSG00000167992,GENE,VWCE,OptimusKG
13470,ENSG00000167994,GENE,RAB3IL1,OptimusKG
13471,ENSG00000167995,GENE,BEST1,OptimusKG
13472,ENSG00000167996,GENE,FTH1,OptimusKG
13473,ENSG00000168000,GENE,BSCL2,OptimusKG
13474,ENSG00000168003,GENE,SLC3A2,OptimusKG
13475,ENSG00000168004,GENE,PLAAT5,OptimusKG
13476,ENSG00000168010,GENE,ATG16L2,OptimusKG
13477,ENSG00000168014,GENE,C2CD3,OptimusKG
13478,ENSG00000168016,GENE,TRANK1,OptimusKG
13479,ENSG00000168026,GENE,TTC21A,OptimusKG
13480,ENSG00000168028,GENE,RPSA,OptimusKG
13481,ENSG00000168032,GENE,ENTPD3,OptimusKG
13482,ENSG00000168036,GENE,CTNNB1,OptimusKG
13483,ENSG00000168038,GENE,ULK4,OptimusKG
13484,ENSG00000168040,GENE,FADD,OptimusKG
13485,ENSG00000168056,GENE,LTBP3,OptimusKG
13486,ENSG00000168060,GENE,NAALADL1,OptimusKG
13487,ENSG00000168061,GENE,SAC3D1,OptimusKG
13488,ENSG00000168062,GENE,BATF2,OptimusKG
13489,ENSG00000168065,GENE,SLC22A11,OptimusKG
13490,ENSG00000168066,GENE,SF1,OptimusKG
13491,ENSG00000168067,GENE,MAP4K2,OptimusKG
13492,ENSG00000168071,GENE,CCDC88B,OptimusKG
13493,ENSG00000168077,GENE,SCARA3,OptimusKG
13494,ENSG00000168078,GENE,PBK,OptimusKG
13495,ENSG00000168079,GENE,SCARA5,OptimusKG
13496,ENSG00000168081,GENE,PNOC,OptimusKG
13497,ENSG00000168090,GENE,COPS6,OptimusKG
13498,ENSG00000168096,GENE,ANKS3,OptimusKG
13499,ENSG00000168101,GENE,NUDT16L1,OptimusKG
13500,ENSG00000168116,GENE,KIAA1586,OptimusKG
13501,ENSG00000168118,GENE,RAB4A,OptimusKG
13502,ENSG00000168135,GENE,KCNJ4,OptimusKG
13503,ENSG00000168137,GENE,SETD5,OptimusKG
13504,ENSG00000168140,GENE,VASN,OptimusKG
13505,ENSG00000168143,GENE,FAM83B,OptimusKG
13506,ENSG00000168148,GENE,H3-4,OptimusKG
13507,ENSG00000168152,GENE,THAP9,OptimusKG
13508,ENSG00000168159,GENE,RNF187,OptimusKG
13509,ENSG00000168172,GENE,HOOK3,OptimusKG
13510,ENSG00000168209,GENE,DDIT4,OptimusKG
13511,ENSG00000168214,GENE,RBPJ,OptimusKG
13512,ENSG00000168216,GENE,LMBRD1,OptimusKG
13513,ENSG00000168228,GENE,ZCCHC4,OptimusKG
13514,ENSG00000168229,GENE,PTGDR,OptimusKG
13515,ENSG00000168234,GENE,TTC39C,OptimusKG
13516,ENSG00000168237,GENE,GLYCTK,OptimusKG
13517,ENSG00000168243,GENE,GNG4,OptimusKG
13518,ENSG00000168246,GENE,UBTD2,OptimusKG
13519,ENSG00000168263,GENE,KCNV2,OptimusKG
13520,ENSG00000168264,GENE,IRF2BP2,OptimusKG
13521,ENSG00000168267,GENE,PTF1A,OptimusKG
13522,ENSG00000168268,GENE,NT5DC2,OptimusKG
13523,ENSG00000168269,GENE,FOXI1,OptimusKG
13524,ENSG00000168275,GENE,COA6,OptimusKG
13525,ENSG00000168280,GENE,KIF5C,OptimusKG
13526,ENSG00000168282,GENE,MGAT2,OptimusKG
13527,ENSG00000168283,GENE,BMI1,OptimusKG
13528,ENSG00000168286,GENE,THAP11,OptimusKG
13529,ENSG00000168288,GENE,MMADHC,OptimusKG
13530,ENSG00000168291,GENE,PDHB,OptimusKG
13531,ENSG00000168297,GENE,PXK,OptimusKG
13532,ENSG00000168298,GENE,H1-4,OptimusKG
13533,ENSG00000168300,GENE,PCMTD1,OptimusKG
13534,ENSG00000168303,GENE,MPLKIP,OptimusKG
13535,ENSG00000168306,GENE,ACOX2,OptimusKG
13536,ENSG00000168309,GENE,FAM107A,OptimusKG
13537,ENSG00000168310,GENE,IRF2,OptimusKG
13538,ENSG00000168314,GENE,MOBP,OptimusKG
13539,ENSG00000168329,GENE,CX3CR1,OptimusKG
13540,ENSG00000168334,GENE,XIRP1,OptimusKG
13541,ENSG00000168350,GENE,DEGS2,OptimusKG
13542,ENSG00000168356,GENE,SCN11A,OptimusKG
13543,ENSG00000168367,GENE,LINC00917,OptimusKG
13544,ENSG00000168374,GENE,ARF4,OptimusKG
13545,ENSG00000168385,GENE,SEPTIN2,OptimusKG
13546,ENSG00000168386,GENE,FILIP1L,OptimusKG
13547,ENSG00000168389,GENE,MFSD2A,OptimusKG
13548,ENSG00000168393,GENE,DTYMK,OptimusKG
13549,ENSG00000168394,GENE,TAP1,OptimusKG
13550,ENSG00000168395,GENE,ING5,OptimusKG
13551,ENSG00000168397,GENE,ATG4B,OptimusKG
13552,ENSG00000168398,GENE,BDKRB2,OptimusKG
13553,ENSG00000168404,GENE,MLKL,OptimusKG
13554,ENSG00000168405,GENE,CMAHP,OptimusKG
13555,ENSG00000168411,GENE,RFWD3,OptimusKG
13556,ENSG00000168412,GENE,MTNR1A,OptimusKG
13557,ENSG00000168418,GENE,KCNG4,OptimusKG
13558,ENSG00000168421,GENE,RHOH,OptimusKG
13559,ENSG00000168434,GENE,COG7,OptimusKG
13560,ENSG00000168439,GENE,STIP1,OptimusKG
13561,ENSG00000168447,GENE,SCNN1B,OptimusKG
13562,ENSG00000168453,GENE,HR,OptimusKG
13563,ENSG00000168454,GENE,TXNDC2,OptimusKG
13564,ENSG00000168461,GENE,RAB31,OptimusKG
13565,ENSG00000168476,GENE,REEP4,OptimusKG
13566,ENSG00000168477,GENE,TNXB,OptimusKG
13567,ENSG00000168481,GENE,LGI3,OptimusKG
13568,ENSG00000168484,GENE,SFTPC,OptimusKG
13569,ENSG00000168487,GENE,BMP1,OptimusKG
13570,ENSG00000168488,GENE,ATXN2L,OptimusKG
13571,ENSG00000168490,GENE,PHYHIP,OptimusKG
13572,ENSG00000168491,GENE,CCDC110,OptimusKG
13573,ENSG00000168496,GENE,FEN1,OptimusKG
13574,ENSG00000168497,GENE,CAVIN2,OptimusKG
13575,ENSG00000168502,GENE,MTCL1,OptimusKG
13576,ENSG00000168505,GENE,GBX2,OptimusKG
13577,ENSG00000168509,GENE,HJV,OptimusKG
13578,ENSG00000168515,GENE,SCGB1D1,OptimusKG
13579,ENSG00000168517,GENE,HEXIM2,OptimusKG
13580,ENSG00000168528,GENE,SERINC2,OptimusKG
13581,ENSG00000168530,GENE,MYL1,OptimusKG
13582,ENSG00000168538,GENE,TRAPPC11,OptimusKG
13583,ENSG00000168539,GENE,CHRM1,OptimusKG
13584,ENSG00000168542,GENE,COL3A1,OptimusKG
13585,ENSG00000168546,GENE,GFRA2,OptimusKG
13586,ENSG00000168556,GENE,ING2,OptimusKG
13587,ENSG00000168564,GENE,CDKN2AIP,OptimusKG
13588,ENSG00000168569,GENE,TMEM223,OptimusKG
13589,ENSG00000168575,GENE,SLC20A2,OptimusKG
13590,ENSG00000168582,GENE,CRYGA,OptimusKG
13591,ENSG00000168589,GENE,DYNLRB2,OptimusKG
13592,ENSG00000168591,GENE,TMUB2,OptimusKG
13593,ENSG00000168610,GENE,STAT3,OptimusKG
13594,ENSG00000168612,GENE,ZSWIM1,OptimusKG
13595,ENSG00000168615,GENE,ADAM9,OptimusKG
13596,ENSG00000168621,GENE,GDNF,OptimusKG
13597,ENSG00000168631,GENE,MUCL3,OptimusKG
13598,ENSG00000168646,GENE,AXIN2,OptimusKG
13599,ENSG00000168653,GENE,NDUFS5,OptimusKG
13600,ENSG00000168671,GENE,UGT3A2,OptimusKG
13601,ENSG00000168672,GENE,LRATD2,OptimusKG
13602,ENSG00000168675,GENE,LDLRAD4,OptimusKG
13603,ENSG00000168679,GENE,SLC16A4,OptimusKG
13604,ENSG00000168685,GENE,IL7R,OptimusKG
13605,ENSG00000168702,GENE,LRP1B,OptimusKG
13606,ENSG00000168703,GENE,WFDC12,OptimusKG
13607,ENSG00000168710,GENE,AHCYL1,OptimusKG
13608,ENSG00000168724,GENE,DNAJC21,OptimusKG
13609,ENSG00000168734,GENE,PKIG,OptimusKG
13610,ENSG00000168743,GENE,NPNT,OptimusKG
13611,ENSG00000168748,GENE,CA7,OptimusKG
13612,ENSG00000168758,GENE,SEMA4C,OptimusKG
13613,ENSG00000168765,GENE,GSTM4,OptimusKG
13614,ENSG00000168769,GENE,TET2,OptimusKG
13615,ENSG00000168772,GENE,CXXC4,OptimusKG
13616,ENSG00000168778,GENE,TCTN2,OptimusKG
13617,ENSG00000168779,GENE,SHOX2,OptimusKG
13618,ENSG00000168781,GENE,PPIP5K1,OptimusKG
13619,ENSG00000168785,GENE,TSPAN5,OptimusKG
13620,ENSG00000168792,GENE,ABHD15,OptimusKG
13621,ENSG00000168795,GENE,ZBTB5,OptimusKG
13622,ENSG00000168803,GENE,MAPDA,OptimusKG
13623,ENSG00000168807,GENE,SNTB2,OptimusKG
13624,ENSG00000168811,GENE,IL12A,OptimusKG
13625,ENSG00000168813,GENE,ZNF507,OptimusKG
13626,ENSG00000168818,GENE,STX18,OptimusKG
13627,ENSG00000168824,GENE,NSG1,OptimusKG
13628,ENSG00000168827,GENE,GFM1,OptimusKG
13629,ENSG00000168830,GENE,HTR1E,OptimusKG
13630,ENSG00000168843,GENE,FSTL5,OptimusKG
13631,ENSG00000168872,GENE,DDX19A,OptimusKG
13632,ENSG00000168874,GENE,ATOH8,OptimusKG
13633,ENSG00000168875,GENE,SOX14,OptimusKG
13634,ENSG00000168876,GENE,ANKRD49,OptimusKG
13635,ENSG00000168878,GENE,SFTPB,OptimusKG
13636,ENSG00000168883,GENE,USP39,OptimusKG
13637,ENSG00000168884,GENE,TNIP2,OptimusKG
13638,ENSG00000168887,GENE,C2orf68,OptimusKG
13639,ENSG00000168894,GENE,RNF181,OptimusKG
13640,ENSG00000168899,GENE,VAMP5,OptimusKG
13641,ENSG00000168903,GENE,BTNL3,OptimusKG
13642,ENSG00000168906,GENE,MAT2A,OptimusKG
13643,ENSG00000168907,GENE,PLA2G4F,OptimusKG
13644,ENSG00000168913,GENE,ENHO,OptimusKG
13645,ENSG00000168916,GENE,ZNF608,OptimusKG
13646,ENSG00000168917,GENE,SLC35G2,OptimusKG
13647,ENSG00000168918,GENE,INPP5D,OptimusKG
