matrix_index,side_effect_name,sider_found,sider_pt_row_count,umls_cui_count,umls_cuis,matched_meddra_names,mapping_status
323,eye pain,True,129,1,"[""C0151827""]","[""Eye pain""]",unique_umls
324,eye pruritus,True,26,1,"[""C0022281""]","[""Eye pruritus""]",unique_umls
325,eye swelling,True,9,1,"[""C0270996""]","[""Eye swelling""]",unique_umls
326,eyelid oedema,True,34,1,"[""C0162285""]","[""Eyelid oedema""]",unique_umls
327,face oedema,True,156,1,"[""C0542571""]","[""Face oedema""]",unique_umls
328,fecal impaction,False,0,0,[],[],unmatched
329,fecal impaction causing obstruction,False,0,0,[],[],unmatched
330,faeces discoloured,True,9,1,"[""C0235315""]","[""Faeces discoloured""]",unique_umls
331,fasting,True,26,1,"[""C0015663""]","[""Fasting""]",unique_umls
332,fatigue,True,1867,1,"[""C0015672""]","[""Fatigue""]",unique_umls
333,febrile neutropenia,True,151,1,"[""C0746883""]","[""Febrile neutropenia""]",unique_umls
334,feeling abnormal,True,1010,1,"[""C1443060""]","[""Feeling abnormal""]",unique_umls
335,feeling cold,True,18,1,"[""C0234192""]","[""Feeling cold""]",unique_umls
336,feeling drunk,True,14,1,"[""C0522172""]","[""Feeling drunk""]",unique_umls
337,feeling hot,True,55,1,"[""C2939147""]","[""Feeling hot""]",unique_umls
338,feeling jittery,True,33,1,"[""C0549209""]","[""Feeling jittery""]",unique_umls
339,fibrocystic breast disease,True,14,1,"[""C0016034""]","[""Fibrocystic breast disease""]",unique_umls
340,flank pain,True,20,1,"[""C0016199""]","[""Flank pain""]",unique_umls
341,flat affect,True,74,1,"[""C0233471""]","[""Flat affect""]",unique_umls
342,flatulence,True,695,1,"[""C0016204""]","[""Flatulence""]",unique_umls
343,fluid overload,True,37,1,"[""C0546817""]","[""Fluid overload""]",unique_umls
344,fluid retention,True,172,1,"[""C0268000""]","[""Fluid retention""]",unique_umls
345,flushing,True,381,1,"[""C0016382""]","[""Flushing""]",unique_umls
346,halitosis of liver disease,False,0,0,[],[],unmatched
347,folliculitis,True,75,1,"[""C0016436""]","[""Folliculitis""]",unique_umls
348,fracture,True,78,1,"[""C0016658""]","[""Fracture""]",unique_umls
349,functional gastrointestinal disorder,True,11,1,"[""C0559031""]","[""Functional gastrointestinal disorder""]",unique_umls
350,fungal infection,True,101,1,"[""C0026946""]","[""Fungal infection""]",unique_umls
351,fungal skin infection,True,48,1,"[""C0011630""]","[""Fungal skin infection""]",unique_umls
352,boil in nose,False,0,0,[],[],unmatched
353,gait disturbance,True,170,1,"[""C0575081""]","[""Gait disturbance""]",unique_umls
354,female lactation,False,0,0,[],[],unmatched
355,gamma glutamine transfer enzyme increased,False,0,0,[],[],unmatched
356,gangrene,True,10,1,"[""C0017086""]","[""Gangrene""]",unique_umls
357,gastric ulcer,True,47,1,"[""C0038358""]","[""Gastric ulcer""]",unique_umls
358,gastritis,True,178,1,"[""C0017152""]","[""Gastritis""]",unique_umls
359,gastroenteritis,True,207,1,"[""C0017160""]","[""Gastroenteritis""]",unique_umls
360,gastrointestinal carcinoma,True,5,1,"[""C0151544""]","[""Gastrointestinal carcinoma""]",unique_umls
361,gastrointestinal disorder,True,459,1,"[""C0017178""]","[""Gastrointestinal disorder""]",unique_umls
362,gastrointestinal haemorrhage,True,200,1,"[""C0017181""]","[""Gastrointestinal haemorrhage""]",unique_umls
363,gastrointestinal infection,True,16,1,"[""C1264613""]","[""Gastrointestinal infection""]",unique_umls
364,gastrointestinal pain,True,2001,1,"[""C0687713""]","[""Gastrointestinal pain""]",unique_umls
365,gastrointestinal perforation,True,12,1,"[""C0151664""]","[""Gastrointestinal perforation""]",unique_umls
366,gastrointestinal ulcer,True,8,1,"[""C0237938""]","[""Gastrointestinal ulcer""]",unique_umls
367,esophageal reflux,False,0,0,[],[],unmatched
368,generalised oedema,True,56,1,"[""C0151603""]","[""Generalised oedema""]",unique_umls
369,genital candidiasis,True,14,1,"[""C0343863""]","[""Genital candidiasis""]",unique_umls
370,gingival bleeding,True,51,1,"[""C0017565""]","[""Gingival bleeding""]",unique_umls
371,gingival pain,True,12,1,"[""C0239739""]","[""Gingival pain""]",unique_umls
372,gingivitis,True,77,1,"[""C0017574""]","[""Gingivitis""]",unique_umls
373,glaucoma,True,61,1,"[""C0017601""]","[""Glaucoma""]",unique_umls
374,glossitis,True,61,1,"[""C0017675""]","[""Glossitis""]",unique_umls
375,burning tongue,False,0,0,[],[],unmatched
376,glucose tolerance impaired,True,14,1,"[""C0271650""]","[""Glucose tolerance impaired""]",unique_umls
377,diabetes,False,0,0,[],[],unmatched
378,goitre,True,21,1,"[""C0018021""]","[""Goitre""]",unique_umls
379,gout,True,70,1,"[""C0018099""]","[""Gout""]",unique_umls
380,gravitational oedema,True,27,1,"[""C0235437""]","[""Gravitational oedema""]",unique_umls
381,breast enlargement male,False,0,0,[],[],unmatched
382,emesis bloody,False,0,0,[],[],unmatched
383,blood in stool,False,0,0,[],[],unmatched
384,packed cell volume decreased,False,0,0,[],[],unmatched
385,haematoma,True,87,1,"[""C0018944""]","[""Haematoma""]",unique_umls
386,urinary tract bleed microscopic,False,0,0,[],[],unmatched
387,haemoglobin,True,662,1,"[""C0518015""]","[""Haemoglobin""]",unique_umls
388,haemoglobin decreased,True,104,1,"[""C0162119""]","[""Haemoglobin decreased""]",unique_umls
389,haemolytic anaemia,True,70,1,"[""C0002878""]","[""Haemolytic anaemia""]",unique_umls
390,haemolytic uremia syndrome,False,0,0,[],[],unmatched
391,blood streaked sputum,False,0,0,[],[],unmatched
392,haemorrhage,True,672,1,"[""C0019080""]","[""Haemorrhage""]",unique_umls
393,haemorrhage intracranial,True,46,1,"[""C0151699""]","[""Haemorrhage intracranial""]",unique_umls
394,haemorrhagic disorder,True,14,1,"[""C0019087""]","[""Haemorrhagic disorder""]",unique_umls
395,hemorrhoids,False,0,0,[],[],unmatched
396,hair colour changes,True,22,1,"[""C0474378""]","[""Hair colour changes""]",unique_umls
397,hair disorder,True,8,1,"[""C0018500""]","[""Hair disorder""]",unique_umls
398,hair texture abnormal,True,9,1,"[""C0235807""]","[""Hair texture abnormal""]",unique_umls
399,hallucination,True,282,1,"[""C0018524""]","[""Hallucination""]",unique_umls
400,hangover,True,16,1,"[""C0221100""]","[""Hangover""]",unique_umls
401,headache,True,3732,1,"[""C0018681""]","[""Headache""]",unique_umls
402,hemiplegia,True,27,1,"[""C0018991""]","[""Hemiplegia""]",unique_umls
403,hepatic cancer,True,10,1,"[""C0345904""]","[""Hepatic cancer""]",unique_umls
404,hepatic enzyme increased,True,84,1,"[""C0235996""]","[""Hepatic enzyme increased""]",unique_umls
405,hepatic failure,True,127,1,"[""C0085605""]","[""Hepatic failure""]",unique_umls
406,hepatic function abnormal,True,93,1,"[""C0086565""]","[""Hepatic function abnormal""]",unique_umls
407,hepatic necrosis,True,45,1,"[""C0151798""]","[""Hepatic necrosis""]",unique_umls
408,hepatic steatosis,True,29,1,"[""C2711227""]","[""Hepatic steatosis""]",unique_umls
409,hepatitis,True,244,1,"[""C0019158""]","[""Hepatitis""]",unique_umls
410,hepatitis cholestasis,False,0,0,[],[],unmatched
411,hepatobiliary disease,True,129,1,"[""C0267792""]","[""Hepatobiliary disease""]",unique_umls
412,hepatocellular injury,True,61,1,"[""C0151763""]","[""Hepatocellular injury""]",unique_umls
413,hepatomegaly,True,29,1,"[""C0019209""]","[""Hepatomegaly""]",unique_umls
414,hepatotoxicity,True,47,1,"[""C0235378""]","[""Hepatotoxicity""]",unique_umls
415,hernia,True,23,1,"[""C0019270""]","[""Hernia""]",unique_umls
416,herpes simplex,True,140,1,"[""C0019348""]","[""Herpes simplex""]",unique_umls
417,herpes virus infection,True,14,1,"[""C0019372""]","[""Herpes virus infection""]",unique_umls
418,herpes zoster,True,117,1,"[""C0019360""]","[""Herpes zoster""]",unique_umls
419,hiatus hernia,True,6,1,"[""C3489393""]","[""Hiatus hernia""]",unique_umls
420,hiccups,True,83,1,"[""C0019521""]","[""Hiccups""]",unique_umls
421,hirsutism,True,60,1,"[""C0019572""]","[""Hirsutism""]",unique_umls
422,hostility,True,69,1,"[""C0020039""]","[""Hostility""]",unique_umls
423,hot flush,True,285,1,"[""C0600142""]","[""Hot flush""]",unique_umls
424,hyperacusis,True,29,1,"[""C0034880""]","[""Hyperacusis""]",unique_umls
425,venous congestion,False,0,0,[],[],unmatched
426,allodynia mechanical,False,0,0,[],[],unmatched
427,bilirubin blood,False,0,0,[],[],unmatched
428,high calcium blood,False,0,0,[],[],unmatched
429,high calcium urine,False,0,0,[],[],unmatched
430,high cholesterol blood,False,0,0,[],[],unmatched
431,high blood sugar,False,0,0,[],[],unmatched
432,hyperhidrosis,True,755,1,"[""C0020458""]","[""Hyperhidrosis""]",unique_umls
433,high potassium blood,False,0,0,[],[],unmatched
434,hyperkeratosis,True,35,1,"[""C0870082""]","[""Hyperkeratosis""]",unique_umls
435,movement function hyperactivity,False,0,0,[],[],unmatched
436,high lactic acid blood,False,0,0,[],[],unmatched
437,high levels of lipids,False,0,0,[],[],unmatched
438,high magnesium blood,False,0,0,[],[],unmatched
439,salt retention,False,0,0,[],[],unmatched
440,pain allergy,False,0,0,[],[],unmatched
441,high phosphorus blood,False,0,0,[],[],unmatched
442,exaggerated reflexes,False,0,0,[],[],unmatched
443,hypersensitivity,True,734,1,"[""C0020517""]","[""Hypersensitivity""]",unique_umls
444,sleep excessive,False,0,0,[],[],unmatched
445,hypertension,True,942,1,"[""C0020538""]","[""Hypertension""]",unique_umls
446,hyperthyroidism,True,25,1,"[""C0020550""]","[""Hyperthyroidism""]",unique_umls
447,tone increased,False,0,0,[],[],unmatched
448,hypertrichosis,True,24,1,"[""C0020555""]","[""Hypertrichosis""]",unique_umls
449,high glycerin three ester blood,False,0,0,[],[],unmatched
450,high uric acid blood,False,0,0,[],[],unmatched
451,hyperventilation,True,55,1,"[""C0020578""]","[""Hyperventilation""]",unique_umls
452,body numbness,False,0,0,[],[],unmatched
453,body numbness oral,False,0,0,[],[],unmatched
454,low albumin blood,False,0,0,[],[],unmatched
455,low calcium blood,False,0,0,[],[],unmatched
456,low chlorine blood,False,0,0,[],[],unmatched
457,chlorosis,False,0,0,[],[],unmatched
458,hypoglycemia,False,0,0,[],[],unmatched
459,drenching sweats,False,0,0,[],[],unmatched
460,potassium deficiency,False,0,0,[],[],unmatched
461,activity motor retarded,False,0,0,[],[],unmatched
462,low magnesium blood,False,0,0,[],[],unmatched
463,hypomania,True,16,1,"[""C0241934""]","[""Hypomania""]",unique_umls
464,low sodium blood,False,0,0,[],[],unmatched
465,phosphorus low blood,False,0,0,[],[],unmatched
466,potassium deficiency,False,0,0,[],[],unmatched
467,diminished reflexes,False,0,0,[],[],unmatched
468,hypotension,True,863,1,"[""C0020649""]","[""Hypotension""]",unique_umls
469,hypothermia,True,29,1,"[""C0413252""]","[""Hypothermia""]",unique_umls
470,hypothyroidism,True,83,1,"[""C0020676""]","[""Hypothyroidism""]",unique_umls
471,hypotonia,True,45,1,"[""C0026827""]","[""Hypotonia""]",unique_umls
472,hypoventilation,True,30,1,"[""C3203358""]","[""Hypoventilation""]",unique_umls
473,hypoxia,True,88,1,"[""C0242184""]","[""Hypoxia""]",unique_umls
474,ileus,True,52,1,"[""C1258215""]","[""Ileus""]",unique_umls
475,ileus paralytic,True,20,1,"[""C0030446""]","[""Ileus paralytic""]",unique_umls
476,ill-defined disorder,True,447,1,"[""C2047937""]","[""Ill-defined disorder""]",unique_umls
477,immune system disorder,True,173,1,"[""C0021053""]","[""Immune system disorder""]",unique_umls
478,impaired gastric emptying,True,9,1,"[""C0522063""]","[""Impaired gastric emptying""]",unique_umls
479,impaired healing,True,31,1,"[""C0151692""]","[""Impaired healing""]",unique_umls
480,impetigo,True,24,1,"[""C0021099""]","[""Impetigo""]",unique_umls
481,inappropriate antidiuretic hormone secretion,True,39,1,"[""C0021141""]","[""Inappropriate antidiuretic hormone secretion""]",unique_umls
482,incontinence,True,22,1,"[""C0021167""]","[""Incontinence""]",unique_umls
483,increased appetite,True,224,1,"[""C0232461""]","[""Increased appetite""]",unique_umls
484,increased bronchial secretion,True,25,1,"[""C1262144""]","[""Increased bronchial secretion""]",unique_umls
485,increased tendency to bruise,True,8,1,"[""C0423798""]","[""Increased tendency to bruise""]",unique_umls
486,hardening,False,0,0,[],[],unmatched
487,infarction,True,13,1,"[""C0021308""]","[""Infarction""]",unique_umls
488,infection,True,1054,1,"[""C0009450""]","[""Infection""]",unique_umls
489,infestation,True,174,1,"[""C1384353""]","[""Infestation""]",unique_umls
490,inflammation,True,86,1,"[""C0021368""]","[""Inflammation""]",unique_umls
491,influenza,True,543,1,"[""C0021400""]","[""Influenza""]",unique_umls
492,influenza like illness,True,320,1,"[""C0521839""]","[""Influenza like illness""]",unique_umls
493,infusion site pain,True,22,1,"[""C1096035""]","[""Infusion site pain""]",unique_umls
494,infusion site reaction,True,19,1,"[""C1096343""]","[""Infusion site reaction""]",unique_umls
495,injection site bruising,True,9,1,"[""C0521508""]","[""Injection site bruising""]",unique_umls
496,injection site erythema,True,29,1,"[""C0852625""]","[""Injection site erythema""]",unique_umls
497,injection site haemorrhage,True,29,1,"[""C0151698""]","[""Injection site haemorrhage""]",unique_umls
498,injection site hardening,False,0,0,[],[],unmatched
499,injection site inflammation,True,29,1,"[""C0151734""]","[""Injection site inflammation""]",unique_umls
500,injection site pain,True,124,1,"[""C0151828""]","[""Injection site pain""]",unique_umls
501,injection site pruritus,True,22,1,"[""C0852995""]","[""Injection site pruritus""]",unique_umls
502,injection site reaction,True,198,1,"[""C0151735""]","[""Injection site reaction""]",unique_umls
503,injection site swelling,True,20,1,"[""C0151605""]","[""Injection site swelling""]",unique_umls
504,injury,True,328,1,"[""C3263723""]","[""Injury""]",unique_umls
505,insomnia,True,1471,1,"[""C0917801""]","[""Insomnia""]",unique_umls
506,instillation site pain,True,32,1,"[""C0858797""]","[""Instillation site pain""]",unique_umls
507,intermittent claudication,True,24,1,"[""C0021775""]","[""Intermittent claudication""]",unique_umls
508,international normalised ratio increased,True,13,1,"[""C0853225""]","[""International normalised ratio increased""]",unique_umls
509,interstitial lung disease,True,97,1,"[""C0206062""]","[""Interstitial lung disease""]",unique_umls
510,intestinal obstruction,True,66,1,"[""C0021843""]","[""Intestinal obstruction""]",unique_umls
511,intestinal perforation,True,22,1,"[""C0021845""]","[""Intestinal perforation""]",unique_umls
512,intracranial pressure increased,True,25,1,"[""C0151740""]","[""Intracranial pressure increased""]",unique_umls
513,intraocular pressure increased,True,19,1,"[""C0234708""]","[""Intraocular pressure increased""]",unique_umls
514,iris inflammation,False,0,0,[],[],unmatched
515,iron deficiency anaemia,True,10,1,"[""C0162316""]","[""Iron deficiency anaemia""]",unique_umls
516,irritability,True,217,1,"[""C0022107""]","[""Irritability""]",unique_umls
517,irritable bowel syndrome,True,10,1,"[""C0022104""]","[""Irritable bowel syndrome""]",unique_umls
518,ischaemia,True,21,1,"[""C0022116""]","[""Ischaemia""]",unique_umls
519,jaundice,True,183,1,"[""C0022346""]","[""Jaundice""]",unique_umls
520,obstructive jaundice,False,0,0,[],[],unmatched
521,joint stiffness,True,23,1,"[""C0162298""]","[""Joint stiffness""]",unique_umls
522,joint swelling,True,39,1,"[""C0152031""]","[""Joint swelling""]",unique_umls
523,keratitis,True,55,1,"[""C0022568""]","[""Keratitis""]",unique_umls
524,ketosis,True,8,1,"[""C0022638""]","[""Ketosis""]",unique_umls
525,laboratory test abnormal,True,25,1,"[""C0438215""]","[""Laboratory test abnormal""]",unique_umls
526,inner ear infection,False,0,0,[],[],unmatched
527,laceration,True,23,1,"[""C0043246""]","[""Laceration""]",unique_umls
528,lacrimal disorder,True,36,1,"[""C0022904""]","[""Lacrimal disorder""]",unique_umls
529,lacrimal structural disorder,True,14,1,"[""C3495920""]","[""Lacrimal structural disorder""]",unique_umls
530,lacrimation increased,True,99,1,"[""C0152227""]","[""Lacrimation increased""]",unique_umls
531,lactic acidosis,True,24,1,"[""C0001125""]","[""Lactic acidosis""]",unique_umls
532,laryngeal oedema,True,30,1,"[""C0023052""]","[""Laryngeal oedema""]",unique_umls
533,laryngeal pain,True,161,1,"[""C0549373""]","[""Laryngeal pain""]",unique_umls
534,laryngitis,True,55,1,"[""C0023067""]","[""Laryngitis""]",unique_umls
535,laryngeal spasm,False,0,0,[],[],unmatched
536,lethargy,True,239,1,"[""C0023380""]","[""Lethargy""]",unique_umls
537,leukocytosis,True,91,1,"[""C0023518""]","[""Leukocytosis""]",unique_umls
538,vitiligo,True,1,1,"[""C0042900""]","[""Vitiligo""]",unique_umls
539,leukopenia,True,635,1,"[""C0023530""]","[""Leukopenia""]",unique_umls
540,libido decreased,True,260,1,"[""C0011124""]","[""Libido decreased""]",unique_umls
541,libido disorder,True,7,1,"[""C0854382""]","[""Libido disorder""]",unique_umls
542,libido increased,True,65,1,"[""C0021177""]","[""Libido increased""]",unique_umls
543,mossy keratosis,False,0,0,[],[],unmatched
544,ligament sprain,True,13,1,"[""C0435002""]","[""Ligament sprain""]",unique_umls
545,lipase increased,True,42,1,"[""C0549475""]","[""Lipase increased""]",unique_umls
546,lipodystrophy acquired,True,15,1,"[""C0877192""]","[""Lipodystrophy acquired""]",unique_umls
547,liver disorder,True,40,1,"[""C0023895""]","[""Liver disorder""]",unique_umls
548,liver function test abnormal,True,187,1,"[""C0151766""]","[""Liver function test abnormal""]",unique_umls
549,liver injury,True,45,1,"[""C0160390""]","[""Liver injury""]",unique_umls
550,local swelling,True,24,1,"[""C0853619""]","[""Local swelling""]",unique_umls
551,loss of consciousness,True,400,1,"[""C0041657""]","[""Loss of consciousness""]",unique_umls
552,loss of libido,True,16,1,"[""C2981158""]","[""Loss of libido""]",unique_umls
553,lower respiratory tract infection,True,30,1,"[""C0149725""]","[""Lower respiratory tract infection""]",unique_umls
554,lung disorder,True,45,1,"[""C0024115""]","[""Lung disorder""]",unique_umls
555,lung infection,True,9,1,"[""C0876973""]","[""Lung infection""]",unique_umls
556,lung infiltration,True,17,1,"[""C0235896""]","[""Lung infiltration""]",unique_umls
557,lymphadenopathy,True,141,1,"[""C0497156""]","[""Lymphadenopathy""]",unique_umls
558,lymphocyte count decreased,True,18,1,"[""C0853986""]","[""Lymphocyte count decreased""]",unique_umls
559,lymphocyte excess,False,0,0,[],[],unmatched
560,lymph edema,False,0,0,[],[],unmatched
561,lymph tumor,False,0,0,[],[],unmatched
562,lymph cell cut back,False,0,0,[],[],unmatched
563,major depression,True,17,1,"[""C1269683""]","[""Major depression""]",unique_umls
564,malaise,True,454,1,"[""C0231218""]","[""Malaise""]",unique_umls
565,malignant melanoma,True,26,1,"[""C0025202""]","[""Malignant melanoma""]",unique_umls
566,malnutrition,True,256,1,"[""C0162429""]","[""Malnutrition""]",unique_umls
567,mania,True,80,1,"[""C0338831""]","[""Mania""]",unique_umls
568,mastitis,True,17,1,"[""C0024894""]","[""Mastitis""]",unique_umls
569,mediastinal disorder,True,228,1,"[""C0025061""]","[""Mediastinal disorder""]",unique_umls
570,blood clot excretion,False,0,0,[],[],unmatched
571,melanosis,True,5,1,"[""C0025209""]","[""Melanosis""]",unique_umls
572,memory impairment,True,113,1,"[""C0233794""]","[""Memory impairment""]",unique_umls
573,meningitis,True,16,1,"[""C0025289""]","[""Meningitis""]",unique_umls
574,menopausal symptoms,True,289,1,"[""C0236075""]","[""Menopausal symptoms""]",unique_umls
575,menopause,True,8,1,"[""C0025320""]","[""Menopause""]",unique_umls
576,menorrhagia,True,87,1,"[""C0025323""]","[""Menorrhagia""]",unique_umls
577,menstrual disorder,True,90,1,"[""C0025345""]","[""Menstrual disorder""]",unique_umls
578,menstruation irregular,True,37,1,"[""C0156404""]","[""Menstruation irregular""]",unique_umls
579,mental disability,True,254,1,"[""C1306341""]","[""Mental disability""]",unique_umls
580,mental disorder,True,255,1,"[""C0004936""]","[""Mental disorder""]",unique_umls
581,metabolic acidosis,True,16,1,"[""C0220981""]","[""Metabolic acidosis""]",unique_umls
582,break through bleeding,False,0,0,[],[],unmatched
583,urination disorder,False,0,0,[],[],unmatched
584,urination urgency,False,0,0,[],[],unmatched
585,migraine,True,186,1,"[""C0149931""]","[""Migraine""]",unique_umls
586,miosis,True,16,1,"[""C0026205""]","[""Miosis""]",unique_umls
587,single core cell increase,False,0,0,[],[],unmatched
588,mood swings,True,243,1,"[""C0085633""]","[""Mood swings""]",unique_umls
589,motion sickness,True,6,1,"[""C0026603""]","[""Motion sickness""]",unique_umls
590,mouth ulceration,True,119,1,"[""C0149745""]","[""Mouth ulceration""]",unique_umls
591,movement disorder,True,18,1,"[""C0026650""]","[""Movement disorder""]",unique_umls
592,mucosal inflammation,True,138,1,"[""C0333355""]","[""Mucosal inflammation""]",unique_umls
593,mucous membrane disorder,True,15,1,"[""C0151785""]","[""Mucous membrane disorder""]",unique_umls
594,multiple fractures,True,78,1,"[""C0016655""]","[""Multiple fractures""]",unique_umls
595,muscle atrophy,True,11,1,"[""C0026846""]","[""Muscle atrophy""]",unique_umls
596,muscle contractions involuntary,True,42,1,"[""C0235086""]","[""Muscle contractions involuntary""]",unique_umls
597,muscle relaxant therapy,True,44,1,"[""C1142135""]","[""Muscle relaxant therapy""]",unique_umls
598,muscle rigidity,True,56,1,"[""C0026837""]","[""Muscle rigidity""]",unique_umls
599,muscle spasms,True,666,1,"[""C0037763""]","[""Muscle spasms""]",unique_umls
600,muscle tightness,True,13,1,"[""C0877322""]","[""Muscle tightness""]",unique_umls
601,muscle twitching,True,98,1,"[""C0231530""]","[""Muscle twitching""]",unique_umls
602,muscular weakness,True,178,1,"[""C0151786""]","[""Muscular weakness""]",unique_umls
603,musculoskeletal chest pain,True,40,1,"[""C0476280""]","[""Musculoskeletal chest pain""]",unique_umls
604,musculoskeletal discomfort,True,2156,1,"[""C0948594""]","[""Musculoskeletal discomfort""]",unique_umls
605,musculoskeletal pain,True,269,1,"[""C0026858""]","[""Musculoskeletal pain""]",unique_umls
606,musculoskeletal stiffness,True,116,1,"[""C0948525""]","[""Musculoskeletal stiffness""]",unique_umls
607,myalgia,True,1022,1,"[""C0231528""]","[""Myalgia""]",unique_umls
608,mydriasis,True,59,1,"[""C0026961""]","[""Mydriasis""]",unique_umls
609,myelitis,True,7,1,"[""C0026975""]","[""Myelitis""]",unique_umls
610,myocardial infarction,True,187,1,"[""C0027051""]","[""Myocardial infarction""]",unique_umls
611,myocardial ischaemia,True,54,1,"[""C0151744""]","[""Myocardial ischaemia""]",unique_umls
612,myocarditis,True,11,1,"[""C0027059""]","[""Myocarditis""]",unique_umls
613,myoclonus,True,69,1,"[""C0027066""]","[""Myoclonus""]",unique_umls
614,myopathy,True,53,1,"[""C0026848""]","[""Myopathy""]",unique_umls
615,myositis,True,30,1,"[""C0027121""]","[""Myositis""]",unique_umls
616,nail disorder,True,76,1,"[""C0027339""]","[""Nail disorder""]",unique_umls
617,nasal congestion,True,239,1,"[""C0027424""]","[""Nasal congestion""]",unique_umls
618,nasal discomfort,True,89,1,"[""C0858259""]","[""Nasal discomfort""]",unique_umls
619,nasal dryness,True,31,1,"[""C0231919""]","[""Nasal dryness""]",unique_umls
620,nose pharynx inflammation,False,0,0,[],[],unmatched
621,nausea,True,3957,1,"[""C0027497""]","[""Nausea""]",unique_umls
622,neck pain,True,125,1,"[""C0007859""]","[""Neck pain""]",unique_umls
623,neoplasm,True,51,1,"[""C0027651""]","[""Neoplasm""]",unique_umls
624,neoplasm malignant,True,73,1,"[""C0006826""]","[""Neoplasm malignant""]",unique_umls
625,nephritis,True,15,1,"[""C0027697""]","[""Nephritis""]",unique_umls
626,calculus kidney,False,0,0,[],[],unmatched
627,nephropathy,True,24,1,"[""C0022658""]","[""Nephropathy""]",unique_umls
628,nephropathy toxic,True,35,1,"[""C0595916""]","[""Nephropathy toxic""]",unique_umls
629,nephrotic syndrome,True,27,1,"[""C0027726""]","[""Nephrotic syndrome""]",unique_umls
630,nervous system disorder,True,369,1,"[""C0027765""]","[""Nervous system disorder""]",unique_umls
631,nervousness,True,501,1,"[""C0027769""]","[""Nervousness""]",unique_umls
632,neuralgia,True,63,1,"[""C0027796""]","[""Neuralgia""]",unique_umls
633,neuritis,True,47,1,"[""C0027813""]","[""Neuritis""]",unique_umls
634,neuroleptic malignant syndrome,True,39,1,"[""C0027849""]","[""Neuroleptic malignant syndrome""]",unique_umls
635,neuropathy peripheral,True,397,1,"[""C0031117""]","[""Neuropathy peripheral""]",unique_umls
636,neurosis,True,36,1,"[""C0027932""]","[""Neurosis""]",unique_umls
637,neurotoxicity,True,28,1,"[""C0235032""]","[""Neurotoxicity""]",unique_umls
638,neutropenia,True,748,1,"[""C0027947""]","[""Neutropenia""]",unique_umls
639,neutrophil deficiency,False,0,0,[],[],unmatched
640,neutrophil count decreased,True,22,1,"[""C0853697""]","[""Neutrophil count decreased""]",unique_umls
641,night blindness,True,12,1,"[""C0028077""]","[""Night blindness""]",unique_umls
642,night sweats,True,62,1,"[""C0028081""]","[""Night sweats""]",unique_umls
643,nightmare,True,84,1,"[""C0028084""]","[""Nightmare""]",unique_umls
644,nocturnal enuresis,False,0,0,[],[],unmatched
645,nodal arrhythmia,True,10,1,"[""C0264893""]","[""Nodal arrhythmia""]",unique_umls
646,nodule,True,19,1,"[""C0028259""]","[""Nodule""]",unique_umls
647,non cardiac chest pain,False,0,0,[],[],unmatched
648,non hodgkin lymphoma,False,0,0,[],[],unmatched
649,nuchal rigidity,True,36,1,"[""C1320474""]","[""Nuchal rigidity""]",unique_umls
650,nystagmus,True,96,1,"[""C0028738""]","[""Nystagmus""]",unique_umls
651,ocular discomfort,True,9,1,"[""C0948595""]","[""Ocular discomfort""]",unique_umls
652,ocular venous congestion,False,0,0,[],[],unmatched
653,oculomotor spasm,False,0,0,[],[],unmatched
654,swallowing painful,False,0,0,[],[],unmatched
655,oedema,True,766,1,"[""C0013604""]","[""Oedema""]",unique_umls
656,oedema peripheral,True,771,1,"[""C0085649""]","[""Oedema peripheral""]",unique_umls
657,oesophageal spasm,True,6,1,"[""C0014863""]","[""Oesophageal spasm""]",unique_umls
658,oesophageal stenosis,True,17,1,"[""C0014866""]","[""Oesophageal stenosis""]",unique_umls
659,oesophageal ulcer,True,24,1,"[""C0151970""]","[""Oesophageal ulcer""]",unique_umls
660,esophagus inflammation,False,0,0,[],[],unmatched
661,urine less,False,0,0,[],[],unmatched
662,onychomycosis,True,8,1,"[""C0040261""]","[""Onychomycosis""]",unique_umls
663,opportunistic infection,True,15,1,"[""C0029118""]","[""Opportunistic infection""]",unique_umls
664,optic atrophy,True,8,1,"[""C0029124""]","[""Optic atrophy""]",unique_umls
665,optic neuritis,True,42,1,"[""C0029134""]","[""Optic neuritis""]",unique_umls
666,oral candidiasis,True,106,1,"[""C0006849""]","[""Oral candidiasis""]",unique_umls
667,oral herpes,True,11,1,"[""C0341012""]","[""Oral herpes""]",unique_umls
668,oral pain,True,15,1,"[""C0221776""]","[""Oral pain""]",unique_umls
669,testis inflammation non infective,False,0,0,[],[],unmatched
670,orgasm abnormal,True,23,1,"[""C0029261""]","[""Orgasm abnormal""]",unique_umls
671,oropharyngeal discomfort,True,101,1,"[""C2363730""]","[""Oropharyngeal discomfort""]",unique_umls
672,oropharyngeal pain,True,174,1,"[""C2363731""]","[""Oropharyngeal pain""]",unique_umls
673,orthostatic hypotension,True,275,1,"[""C0020651""]","[""Orthostatic hypotension""]",unique_umls
674,osteoarthritis,True,264,1,"[""C0029408""]","[""Osteoarthritis""]",unique_umls
675,osteomyelitis,True,14,1,"[""C0029443""]","[""Osteomyelitis""]",unique_umls
676,osteonecrosis,True,15,1,"[""C0029445""]","[""Osteonecrosis""]",unique_umls
