matrix_index,drug_name,top1_neighbor_index,top1_neighbor_name,top1_nonself_cosine,top5_mean_cosine,top10_mean_cosine,tenth_neighbor_cosine,top1_minus_tenth_similarity_margin,top1_minus_top10_mean_margin
46,torasemide,327,meloxicam,1.0000000000000002,0.9999999999999986,0.9999999999999977,0.9999999999999962,3.9968028886505635e-15,2.55351295663786e-15
47,citalopram,26,ramipril,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.0,1.1102230246251565e-16
48,eletriptan,99,zolmitriptan,0.9999999999999964,0.9999999999999956,0.999999999999995,0.999999999999994,2.4424906541753444e-15,1.4432899320127035e-15
49,moxifloxacin,198,lercanidipine,1.0000000000000002,1.0000000000000002,0.9999999999999991,0.9999999999999964,3.774758283725532e-15,1.1102230246251565e-15
50,nelfinavir,57,nevirapine,0.999999999999998,0.9999999999999962,0.9999999999999956,0.999999999999995,2.9976021664879227e-15,2.4424906541753444e-15
51,glimepiride,40,dofetilide,1.0000000000000004,0.9999999999999993,0.999999999999997,0.999999999999993,7.438494264988549e-15,3.4416913763379853e-15
52,indinavir,417,metyrapone,0.9999999999999966,0.9999999999999964,0.9999999999999962,0.9999999999999962,3.3306690738754696e-16,3.3306690738754696e-16
53,lovastatin,200,erlotinib,0.9999999999999963,0.9999999999999959,0.9999999999999956,0.999999999999995,1.3322676295501878e-15,7.771561172376096e-16
54,pregabalin,413,ganciclovir,0.9893181145742935,0.9893181142539869,0.9893181140434117,0.9893181136054547,9.68838786974402e-10,5.308817829785539e-10
55,temazepam,31,lorazepam,0.9999999999999978,0.9999999999999979,0.9984586916333182,0.9845869163332084,0.015413083666789396,0.001541308366679539
56,reboxetine,0,lepirudin,1.0,1.0,1.0,1.0,0.0,0.0
