matrix_index,drug_name,stitch_id,optimuskg_id,optimuskg_name,matched_field,inchi_key,canonical_smiles,source_ids,accession_numbers
13,daptomycin,CIDm16129688,CHEMBL387675,DAPTOMYCIN,properties.name;properties.synonyms;properties.trade_names,DOAKLVKFURWEDJ-RWDRXURGSA-N,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,"[""human/EPAR/cubicin"",""600103"",""daptomycin""]",[]
13,daptomycin,CIDm16129688,DRUGBANK:DB00080,Daptomycin,properties.name;properties.synonyms,DOAKLVKFURWEDJ-QCMAZARJSA-N,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=C(N)C=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O,[],"[""BTD00111"",""BIOD00111""]"
13,daptomycin,CIDm16129688,RXNORM:22299,daptomycin,properties.name,"","",[],[]
14,ciclosporin,CIDm05280754,CHEMBL160,CYCLOSPORINE,properties.synonyms,PMATZTZNYRCHOR-CGLBZJNRSA-N,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,"[""human/EPAR/ikervis"",""cyclosporine"",""DB00091"",""4031""]",[]
15,urofollitropin,CIDm00062819,CHEMBL1201520,UROFOLLITROPIN,properties.name;properties.synonyms,"","",[],[]
16,octreotide,CIDm00054373,CHEMBL1680,OCTREOTIDE,properties.name;properties.synonyms,DEQANNDTNATYII-OULOTJBUSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,"[""DB00104""]",[]
18,abarelix,CIDm16131215,CHEMBL1252,ABARELIX,properties.name;properties.synonyms,AIWRTTMUVOZGPW-HSPKUQOVSA-N,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,"[""337298"",""DB00106""]",[]
19,oxytocin,CIDm00005771,CHEMBL395429,OXYTOCIN,properties.name;properties.synonyms;properties.trade_names,XNOPRXBHLZRZKH-DSZYJQQASA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,"[""oxytocin"",""7872""]",[]
19,oxytocin,CIDm00005771,DRUGBANK:DB00107,Oxytocin,properties.name;properties.synonyms,XNOPRXBHLZRZKH-DSZYJQQASA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,[],"[""BTD00016"",""BIOD00016""]"
20,enfuvirtide,CIDm16130199,CHEMBL525076,ENFUVIRTIDE,properties.name;properties.synonyms,PEASPLKKXBYDKL-FXEVSJAOSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,"[""608828"",""human/EPAR/fuzeon"",""enfuvirtide""]",[]
20,enfuvirtide,CIDm16130199,DRUGBANK:DB00109,Enfuvirtide,properties.name;properties.synonyms,PEASPLKKXBYDKL-FXEVSJAOSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,[],"[""BTD00106"",""BIOD00106""]"
21,glutamine,CIDm00005961,CHEMBL930,GLUTAMINE,properties.name;properties.synonyms,ZDXPYRJPNDTMRX-VKHMYHEASA-N,NC(=O)CC[C@H](N)C(=O)O,"[""DB00130"",""18050"",""l-glutamine""]",[]
22,calcitriol,CIDm05280453,CHEMBL846,CALCITRIOL,properties.name;properties.synonyms;properties.trade_names,GMRQFYUYWCNGIN-NKMMMXOESA-N,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,"[""DB00136"",""17823"",""calcitriol""]",[]
23,pravastatin,CIDm00054687,CHEMBL1144,PRAVASTATIN,properties.name;properties.synonyms,TUZYXOIXSAXUGO-PZAWKZKUSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,"[""DB00175"",""63618""]",[]
24,fluvoxamine,CIDm05324345,CHEMBL814,FLUVOXAMINE,properties.name;properties.synonyms,CJOFXWAVKWHTFT-XSFVSMFZSA-N,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,"[""DB00176"",""5138""]",[]
25,valsartan,CIDm00060846,CHEMBL1069,VALSARTAN,properties.name;properties.synonyms;properties.trade_names,ACWBQPMHZXGDFX-QFIPXVFZSA-N,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,"[""9927"",""DB00177"",""valsartan""]",[]
26,ramipril,CIDm05362129,CHEMBL1168,RAMIPRIL,properties.name;properties.synonyms;properties.trade_names,HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,"[""8774"",""ramipril"",""DB00178""]",[]
27,flunisolide,CIDm00082153,CHEMBL1512,FLUNISOLIDE,properties.name;properties.synonyms;properties.trade_names,XSFJVAJPIHIPKU-XWCQMRHXSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"[""5106"",""flunisolide"",""DB00180""]",[]
28,baclofen,CIDm00002284,CHEMBL701,BACLOFEN,properties.name;properties.synonyms;properties.trade_names,KPYSYYIEGFHWSV-UHFFFAOYSA-N,NCC(CC(=O)O)c1ccc(Cl)cc1,"[""2972"",""baclofen"",""DB00181""]",[]
29,nicotine,CIDm00089594,CHEMBL3,NICOTINE,properties.name;properties.synonyms;properties.trade_names,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1,"[""nicotine"",""DB00184"",""17688""]",[]
30,cevimeline,CIDm00083898,CHEMBL168815,CEVIMELINE,properties.name;properties.synonyms,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,CC1OC2(CS1)CN1CCC2CC1,[],[]
30,cevimeline,CIDm00083898,CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,properties.trade_names,JKJRNPOQQPBPOV-UHFFFAOYSA-N,CC1OC2(CS1)CN1CCC2CC1.Cl.O,"[""cevimeline%20hydrochloride""]",[]
30,cevimeline,CIDm00083898,DRUGBANK:DB00185,Cevimeline,properties.name;properties.synonyms,WUTYZMFRCNBCHQ-LHIURRSHSA-N,CC1OC2(CS1)CN1CCC2CC1,[],"[""APRD00224""]"
31,lorazepam,CIDm00003958,CHEMBL580,LORAZEPAM,properties.name;properties.synonyms;properties.trade_names,DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,"[""lorazepam"",""DB00186""]",[]
32,esmolol,CIDm00059768,CHEMBL768,ESMOLOL,properties.name;properties.synonyms,AQNDDEOPVVGCPG-UHFFFAOYSA-N,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,"[""DB00187"",""88206""]",[]
33,bortezomib,CIDm00387447,CHEMBL325041,BORTEZOMIB,properties.name;properties.synonyms,GXJABQQUPOEUTA-RDJZCZTQSA-N,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,"[""DB00188"",""52717"",""bortezomib""]",[]
33,bortezomib,CIDm00387447,RXNORM:358258,bortezomib,properties.name,"","",[],[]
34,tramadol,CIDm00033741,CHEMBL1066,"(R,R)-TRAMADOL",properties.synonyms,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,"[""75725"",""DB00193""]",[]
34,tramadol,CIDm00033741,CHEMBL1237044,TRAMADOL,properties.name;properties.synonyms,TVYLLZQTGLZFBW-UHFFFAOYSA-N,COc1cccc(C2(O)CCCCC2CN(C)C)c1,"[""75722""]",[]
35,betaxolol,CIDm00002369,CHEMBL1691,BETAXOLOL HYDROCHLORIDE,properties.trade_names,CHDPSNLJFOQTRK-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,"[""643228"",""betaxolol%20hydrochloride""]",[]
35,betaxolol,CIDm00002369,CHEMBL423,BETAXOLOL,properties.name;properties.synonyms,NWIUTZDMDHAVTP-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,"[""3082"",""DB00195""]",[]
36,fluconazole,CIDm00003365,CHEMBL106,FLUCONAZOLE,properties.name;properties.synonyms;properties.trade_names,RFHAOTPXVQNOHP-UHFFFAOYSA-N,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,"[""46081"",""fluconazole"",""DB00196""]",[]
37,oseltamivir,CIDm00065028,CHEMBL1229,OSELTAMIVIR,properties.name;properties.synonyms,VSZGPKBBMSAYNT-RRFJBIMHSA-N,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,"[""7798"",""DB00198""]",[]
38,caffeine,CIDm00002519,CHEMBL113,CAFFEINE,properties.name;properties.synonyms,RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2C)n(C)c1=O,"[""caffeine"",""27732"",""DB00201""]",[]
39,sildenafil,CIDm00005212,CHEMBL192,SILDENAFIL,properties.name;properties.synonyms,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,"[""9139"",""DB00203""]",[]
40,dofetilide,CIDm00071329,CHEMBL473,DOFETILIDE,properties.name;properties.synonyms;properties.trade_names,IXTMWRCNAAVVAI-UHFFFAOYSA-N,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"[""4681"",""human/EPAR/tikosyn"",""DB00204"",""dofetilide""]",[]
41,azithromycin,CIDm00447043,CHEMBL529,AZITHROMYCIN,properties.name;properties.synonyms;properties.trade_names,MQTOSJVFKKJCRP-BICOPXKESA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"[""DB00207"",""2955"",""azithromycin""]",[]
42,trospium,CIDm00005596,CHEMBL1888176,TROSPIUM,properties.name;properties.synonyms,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,"[""DB00209""]",[]
43,adapalene,CIDm00060164,CHEMBL1265,ADAPALENE,properties.name;properties.synonyms;properties.trade_names,LZCDAPDGXCYOEH-UHFFFAOYSA-N,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,"[""31174"",""DB00210"",""adapalene""]",[]
44,midodrine,CIDm00004195,CHEMBL1201212,MIDODRINE,properties.name;properties.synonyms,PTKSEFOSCHHMPD-UHFFFAOYSA-N,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,"[""DB00211"",""6933""]",[]
45,pantoprazole,CIDm00004679,CHEMBL1502,PANTOPRAZOLE,properties.name;properties.synonyms,IQPSEEYGBUAQFF-UHFFFAOYSA-N,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,"[""7915"",""DB00213""]",[]
46,torasemide,CIDm00041781,CHEMBL1148,TORSEMIDE,properties.synonyms,NGBFQHCMQULJNZ-UHFFFAOYSA-N,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,"[""torsemide"",""veterinary/EPAR/upcard"",""DB00214"",""9637""]",[]
47,citalopram,CIDm00002771,CHEMBL549,CITALOPRAM,properties.name;properties.synonyms,WSEQXVZVJXJVFP-UHFFFAOYSA-N,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"[""DB00215"",""77397""]",[]
48,eletriptan,CIDm00077993,CHEMBL1510,ELETRIPTAN,properties.name;properties.synonyms,PWVXXGRKLHYWKM-LJQANCHMSA-N,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,"[""50922"",""DB00216""]",[]
49,moxifloxacin,CIDm00101526,CHEMBL32,MOXIFLOXACIN,properties.name;properties.synonyms,FABPRXSRWADJSP-MEDUHNTESA-N,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"[""63611"",""DB00218""]",[]
50,nelfinavir,CIDm00064142,CHEMBL584,NELFINAVIR,properties.name;properties.synonyms,QAGYKUNXZHXKMR-HKWSIXNMSA-N,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,"[""DB00220"",""7496""]",[]
51,glimepiride,CIDm00003476,CHEMBL1481,GLIMEPIRIDE,properties.name;properties.synonyms;properties.trade_names,WIGIZIANZCJQQY-RUCARUNLSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,"[""DB00222"",""glimepiride"",""5383""]",[]
52,indinavir,CIDm05362440,CHEMBL115,INDINAVIR,properties.name;properties.synonyms,CBVCZFGXHXORBI-PXQQMZJSSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"[""DB00224"",""44032""]",[]
53,lovastatin,CIDm00053232,CHEMBL503,LOVASTATIN,properties.name;properties.synonyms;properties.trade_names,PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[""40303"",""lovastatin"",""DB00227""]",[]
54,pregabalin,CIDm05486971,CHEMBL1059,PREGABALIN,properties.name;properties.synonyms;properties.trade_names,AYXYPKUFHZROOJ-ZETCQYMHSA-N,CC(C)C[C@H](CN)CC(=O)O,"[""64356"",""pregabalin"",""human/EPAR/pregabalin-mylan"",""DB00230""]",[]
55,temazepam,CIDm00005391,CHEMBL967,TEMAZEPAM,properties.name;properties.synonyms;properties.trade_names,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,"[""DB00231"",""temazepam"",""9435""]",[]
56,reboxetine,CIDm00065856,CHEMBL14370,REBOXETINE,properties.name;properties.synonyms,CBQGYUDMJHNJBX-UHFFFAOYSA-N,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,[],[]
56,reboxetine,CIDm00065856,CHEMBL180101,ESREBOXETINE,properties.synonyms,CBQGYUDMJHNJBX-OALUTQOASA-N,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,"[""DB12395""]",[]
56,reboxetine,CIDm00065856,CHEMBL383921,CHEMBL383921,properties.synonyms,CBQGYUDMJHNJBX-RTBURBONSA-N,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,"[""DB00234""]",[]
57,nevirapine,CIDm00004463,CHEMBL57,NEVIRAPINE,properties.name;properties.synonyms;properties.trade_names,NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,"[""nevirapine"",""DB00238"",""human/EPAR/viramune"",""63613""]",[]
58,cladribine,CIDm00020279,CHEMBL1619,CLADRIBINE,properties.name;properties.synonyms;properties.trade_names,PTOAARAWEBMLNO-KVQBGUIXSA-N,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,"[""cladribine"",""567361"",""DB00242"",""human/EPAR/mavenclad""]",[]
59,ranolazine,CIDm00056959,CHEMBL1404,RANOLAZINE,properties.name;properties.synonyms;properties.trade_names,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,"[""human/EPAR/ranexa-previously-latixa"",""87690"",""ranolazine"",""DB00243""]",[]
60,mesalazine,CIDm00004075,CHEMBL704,MESALAMINE,properties.synonyms,KBOPZPXVLCULAV-UHFFFAOYSA-N,Nc1ccc(O)c(C(=O)O)c1,"[""6775"",""mesalamine"",""DB00244""]",[]
61,ziprasidone,CIDm00060853,CHEMBL708,ZIPRASIDONE,properties.name;properties.synonyms,MVWVFYHBGMAFLY-UHFFFAOYSA-N,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,"[""10119"",""DB00246""]",[]
62,cabergoline,CIDm00054746,CHEMBL1201087,CABERGOLINE,properties.name;properties.synonyms;properties.trade_names,KORNTPPJEAJQIU-KJXAQDMKSA-N,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"[""3286"",""DB00248"",""cabergoline"",""veterinary/EPAR/velactis""]",[]
63,dapsone,CIDm00002955,CHEMBL1043,DAPSONE,properties.name;properties.synonyms;properties.trade_names,MQJKPEGWNLWLTK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,"[""DB00250"",""4325"",""dapsone""]",[]
64,terconazole,CIDm00441383,CHEMBL1306,TERCONAZOLE,properties.name;properties.synonyms;properties.trade_names,BLSQLHNBWJLIBQ-OZXSUGGESA-N,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"[""DB00251"",""82980"",""terconazole""]",[]
65,phenytoin,CIDm00001775,CHEMBL16,PHENYTOIN,properties.name;properties.synonyms;properties.trade_names,CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,"[""phenytoin"",""8107"",""DB00252""]",[]
66,doxycycline,CIDm54671203,CHEMBL1200699,DOXYCYCLINE,properties.name;properties.synonyms;properties.trade_names,XQTWDDCIUJNLTR-CVHRZJFOSA-N,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,"[""doxycycline"",""veterinary/EPAR/doxirobe"",""60648""]",[]
66,doxycycline,CIDm54671203,CHEMBL1433,DOXYCYCLINE ANHYDROUS,properties.synonyms,JBIWCJUYHHGXTC-AKNGSSGZSA-N,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,"[""DB00254"",""50845""]",[]
67,anagrelide,CIDm00002182,CHEMBL760,ANAGRELIDE,properties.name;properties.synonyms,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,"[""142290"",""DB00261""]",[]
67,anagrelide,CIDm00002182,RXNORM:596724,anagrelide,properties.name,"","",[],[]
68,carmustine,CIDm00002578,CHEMBL513,CARMUSTINE,properties.name;properties.synonyms,DLGOEMSEDOSKAD-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NCCCl,"[""carmustine"",""3423"",""human/EPAR/carmustine-obvius"",""DB00262""]",[]
69,metoprolol,CIDm00004171,CHEMBL13,METOPROLOL,properties.name;properties.synonyms,IUBSYMUCCVWXPE-UHFFFAOYSA-N,COCCc1ccc(OCC(O)CNC(C)C)cc1,"[""6904"",""DB00264""]",[]
70,ropinirole,CIDm00005095,CHEMBL589,ROPINIROLE,properties.name;properties.synonyms,UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCCN(CCC)CCc1cccc2c1CC(=O)N2,"[""DB00268"",""8888""]",[]
71,isradipine,CIDm00003784,CHEMBL1648,ISRADIPINE,properties.name;properties.synonyms;properties.trade_names,HMJIYCCIJYRONP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,"[""isradipine"",""DB00270""]",[]
72,topiramate,CIDm05284627,CHEMBL220492,TOPIRAMATE,properties.name;properties.synonyms;properties.trade_names,KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,"[""63631"",""topiramate"",""DB00273""]",[]
74,amsacrine,CIDm00002179,CHEMBL43,AMSACRINE,properties.name;properties.synonyms,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,"[""2687"",""DB00276""]",[]
75,theophylline,CIDm00002153,CHEMBL190,THEOPHYLLINE,properties.name;properties.synonyms;properties.trade_names,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"[""28177"",""theophylline"",""DB00277""]",[]
76,argatroban,CIDm00092721,CHEMBL1166,ARGATROBAN,properties.name;properties.synonyms;properties.trade_names,KXNPVXPOPUZYGB-IOVMHBDKSA-N,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,"[""argatroban"",""DB00278""]",[]
77,lidocaine,CIDm00003676,CHEMBL79,LIDOCAINE,properties.name;properties.synonyms;properties.trade_names,NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C,"[""lidocaine"",""DB00281"",""6456""]",[]
79,venlafaxine,CIDm00005656,CHEMBL637,VENLAFAXINE,properties.name;properties.synonyms,PNVNVHUZROJLTJ-UHFFFAOYSA-N,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,"[""9943"",""DB00285""]",[]
81,travoprost,CIDm05282226,CHEMBL1200799,TRAVOPROST,properties.name;properties.synonyms;properties.trade_names,MKPLKVHSHYCHOC-AHTXBMBWSA-N,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,"[""DB00287"",""746859"",""travoprost"",""human/EPAR/travatan""]",[]
82,atomoxetine,CIDm00054840,CHEMBL641,ATOMOXETINE,properties.name;properties.synonyms,VHGCDTVCOLNTBX-QGZVFWFLSA-N,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,"[""DB00289"",""127342""]",[]
