matrix_index,drug_name,stitch_id,optimuskg_id,optimuskg_name,matched_field,inchi_key,canonical_smiles,source_ids,accession_numbers
383,hydrocodone,CIDm05284569,CHEMBL1457,HYDROCODONE,properties.name;properties.synonyms,LLPOLZWFYMWNKH-CMKMFDCUSA-N,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,"[""5779"",""DB00956""]",[]
384,carboplatin,CIDm00038904,CHEMBL1351,CARBOPLATIN,properties.name;properties.synonyms;properties.trade_names,"","","[""carboplatin"",""31355""]",[]
384,carboplatin,CIDm00038904,DRUGBANK:DB00958,Carboplatin,properties.name;properties.synonyms,OLESAACUTLOWQZ-UHFFFAOYSA-L,"",[],"[""APRD00466""]"
385,pindolol,CIDm00004828,CHEMBL500,PINDOLOL,properties.name;properties.synonyms;properties.trade_names,JZQKKSLKJUAGIC-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2[nH]ccc12,"[""pindolol"",""DB00960"",""8214""]",[]
386,zaleplon,CIDm00005719,CHEMBL1521,ZALEPLON,properties.name;properties.synonyms;properties.trade_names,HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,"[""human/EPAR/sonata"",""DB00962"",""zaleplon"",""10102""]",[]
387,apraclonidine,CIDm00002216,CHEMBL647,APRACLONIDINE,properties.name;properties.synonyms,IEJXVRYNEISIKR-UHFFFAOYSA-N,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,"[""DB00964"",""2788""]",[]
388,telmisartan,CIDm00065999,CHEMBL1017,TELMISARTAN,properties.name;properties.synonyms;properties.trade_names,RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,"[""DB00966"",""telmisartan"",""9434"",""human/EPAR/micardis""]",[]
388,telmisartan,CIDm00065999,RXNORM:73494,telmisartan,properties.name,"","",[],[]
389,desloratadine,CIDm00124087,CHEMBL1172,DESLORATADINE,properties.name;properties.synonyms;properties.trade_names,JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,"[""DB00967"",""291342"",""human/EPAR/neoclarityn"",""desloratadine""]",[]
389,desloratadine,CIDm00124087,RXNORM:275635,desloratadine,properties.name,"","",[],[]
390,alosetron,CIDm00002099,CHEMBL1110,ALOSETRON,properties.name;properties.synonyms,JSWZEAMFRNKZNL-UHFFFAOYSA-N,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,"[""253342"",""DB00969""]",[]
391,azelastine,CIDm00002267,CHEMBL639,AZELASTINE,properties.name;properties.synonyms,MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,"[""2950"",""DB00972""]",[]
392,ezetimibe,CIDm00150311,CHEMBL1138,EZETIMIBE,properties.name;properties.synonyms;properties.trade_names,OLNTVTPDXPETLC-XPWALMASSA-N,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,"[""ezetimibe"",""DB00973"",""49040""]",[]
393,dipyridamole,CIDm00003108,CHEMBL932,DIPYRIDAMOLE,properties.name;properties.synonyms;properties.trade_names,IZEKFCXSFNUWAM-UHFFFAOYSA-N,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,"[""dipyridamole"",""DB00975"",""4653""]",[]
394,telithromycin,CIDm03002190,CHEMBL1136,TELITHROMYCIN,properties.name;properties.synonyms,LJVAJPDWBABPEJ-PNUFFHFMSA-N,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,"[""human/EPAR/ketek"",""telithromycin"",""DB00976""]",[]
395,lomefloxacin,CIDm00003948,CHEMBL561,LOMEFLOXACIN,properties.name;properties.synonyms,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,"[""116278"",""DB00978""]",[]
396,ramelteon,CIDm00208902,CHEMBL1218,RAMELTEON,properties.name;properties.synonyms;properties.trade_names,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,"[""ramelteon"",""DB00980""]",[]
397,isotretinoin,CIDm05282379,CHEMBL547,ISOTRETINOIN,properties.name;properties.synonyms,SHGAZHPCJJPHSC-XFYACQKRSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,"[""6067"",""DB00982"",""isotretinoin""]",[]
398,formoterol,CIDm03083544,CHEMBL1256786,FORMOTEROL,properties.name;properties.synonyms,BPZSYCZIITTYBL-UHFFFAOYSA-N,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,"[""63082"",""DB00983""]",[]
398,formoterol,CIDm03083544,RXNORM:25255,formoterol,properties.name,"","",[],[]
400,cytarabine,CIDm00006252,CHEMBL803,CYTARABINE,properties.name;properties.synonyms;properties.trade_names,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,"[""28680"",""human/EPAR/depocyte"",""DB00987"",""cytarabine""]",[]
401,rivastigmine,CIDm00077990,CHEMBL636,RIVASTIGMINE,properties.name;properties.synonyms;properties.trade_names,XSVMFMHYUFZWBK-NSHDSACASA-N,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,"[""8874"",""DB00989"",""rivastigmine""]",[]
402,exemestane,CIDm00060198,CHEMBL1200374,EXEMESTANE,properties.name;properties.synonyms;properties.trade_names,BFYIZQONLCFLEV-DAELLWKTSA-N,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,"[""exemestane"",""DB00990"",""4953""]",[]
404,azathioprine,CIDm00002265,CHEMBL1542,AZATHIOPRINE,properties.name;properties.synonyms;properties.trade_names,LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,"[""DB00993"",""human/EPAR/jayempi"",""azathioprine"",""2948""]",[]
405,auranofin,CIDm06918453,CHEMBL1366,AURANOFIN,properties.name;properties.synonyms,"","","[""2922"",""auranofin""]",[]
405,auranofin,CIDm06918453,DRUGBANK:DB00995,Auranofin,properties.name;properties.synonyms,AUJRCFUBUPVWSZ-XTZHGVARSA-M,"",[],"[""APRD00808""]"
406,gabapentin,CIDm00003446,CHEMBL940,GABAPENTIN,properties.name;properties.synonyms;properties.trade_names,UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCC1(CC(=O)O)CCCCC1,"[""42797"",""gabapentin"",""DB00996""]",[]
407,doxorubicin,CIDm00031703,CHEMBL53463,DOXORUBICIN,properties.name;properties.synonyms,AOJJSUZBOXZQNB-TZSSRYMLSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,"[""DB00997"",""28748""]",[]
408,frovatriptan,CIDm00077992,CHEMBL1279,FROVATRIPTAN,properties.name;properties.synonyms,XPSQPHWEGNHMSK-SECBINFHSA-N,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,"[""DB00998""]",[]
409,hydrochlorothiazide,CIDm00003639,CHEMBL435,HYDROCHLOROTHIAZIDE,properties.name;properties.synonyms;properties.trade_names,JZUFKLXOESDKRF-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,"[""DB00999"",""hydrochlorothiazide"",""5778""]",[]
409,hydrochlorothiazide,CIDm00003639,RXNORM:5487,hydrochlorothiazide,properties.name,"","",[],[]
410,salbutamol,CIDm00002083,CHEMBL714,ALBUTEROL,properties.synonyms,NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,"[""albuterol"",""DB01001"",""2549""]",[]
411,levobupivacaine,CIDm00092253,CHEMBL1201193,LEVOBUPIVACAINE,properties.name;properties.synonyms,LEBVLXFERQHONN-INIZCTEOSA-N,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"[""6149"",""DB01002""]",[]
413,ganciclovir,CIDm00003454,CHEMBL182,GANCICLOVIR,properties.name;properties.synonyms;properties.trade_names,IRSCQMHQWWYFCW-UHFFFAOYSA-N,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,"[""ganciclovir"",""DB01004"",""465284"",""human/EPAR/vitrasert-implant""]",[]
414,hydroxycarbamide,CIDm00003657,CHEMBL467,HYDROXYUREA,properties.synonyms,VSNHCAURESNICA-UHFFFAOYSA-N,NC(=O)NO,"[""DB01005"",""human/EPAR/siklos"",""hydroxyurea"",""44423""]",[]
415,letrozole,CIDm00003902,CHEMBL1444,LETROZOLE,properties.name;properties.synonyms;properties.trade_names,HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,"[""DB01006"",""6413"",""letrozole""]",[]
416,busulfan,CIDm00002478,CHEMBL820,BUSULFAN,properties.name;properties.synonyms;properties.trade_names,COVZYZSDYWQREU-UHFFFAOYSA-N,CS(=O)(=O)OCCCCOS(C)(=O)=O,"[""busulfan"",""DB01008"",""human/EPAR/busilvex"",""28901""]",[]
417,metyrapone,CIDm00004174,CHEMBL934,METYRAPONE,properties.name;properties.synonyms,FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C(=O)c1cccnc1)c1cccnc1,"[""metyrapone"",""DB01011"",""44241""]",[]
418,cinacalcet,CIDm00156418,CHEMBL1201284,CINACALCET,properties.name;properties.synonyms,VDHAWDNDOKGFTD-MRXNPFEDSA-N,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,"[""48390"",""DB01012""]",[]
418,cinacalcet,CIDm00156418,RXNORM:407990,cinacalcet,properties.name,"","",[],[]
419,balsalazide,CIDm05362070,CHEMBL1201346,BALSALAZIDE,properties.name;properties.synonyms,IPOKCKJONYRRHP-FMQUCBEESA-N,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,"[""267413"",""DB01014""]",[]
421,minocycline,CIDm26275995,CHEMBL1434,MINOCYCLINE,properties.name;properties.synonyms,DYKFCLLONBREIL-KVUCHLLUSA-N,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,"[""50694"",""DB01017""]",[]
422,guanfacine,CIDm00003519,CHEMBL862,GUANFACINE,properties.name;properties.synonyms,INJOMKTZOLKMBF-UHFFFAOYSA-N,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,"[""DB01018"",""5558""]",[]
425,amlexanox,CIDm00002161,CHEMBL1096,AMLEXANOX,properties.name;properties.synonyms;properties.trade_names,SGRYPYWGNKJSDL-UHFFFAOYSA-N,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,"[""31205"",""DB01025""]",[]
426,irbesartan,CIDm00003749,CHEMBL1513,IRBESARTAN,properties.name;properties.synonyms;properties.trade_names,YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"[""5959"",""irbesartan"",""human/EPAR/karvea"",""DB01029""]",[]
427,topotecan,CIDm00060699,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,properties.synonyms;properties.trade_names,DGHHQBMTXTWTJV-BQAIUKQQSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,"[""topotecan%20hydrochloride"",""human/EPAR/hycamtin""]",[]
427,topotecan,CIDm00060699,CHEMBL84,TOPOTECAN,properties.name;properties.synonyms,UCFGDBYHRUNTLO-QHCPKHFHSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,"[""DB01030"",""63632""]",[]
428,tolterodine,CIDm00060774,CHEMBL1382,TOLTERODINE,properties.name;properties.synonyms,OOGJQPCLVADCPB-HXUWFJFHSA-N,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,"[""9622"",""DB01036""]",[]
429,selegiline,CIDm00026757,CHEMBL972,SELEGILINE,properties.name;properties.synonyms,MEZLKOACVSPNER-GFCCVEGCSA-N,C#CCN(C)[C@H](C)Cc1ccccc1,"[""9086"",""DB01037"",""selegiline""]",[]
430,fenofibrate,CIDm00003339,CHEMBL672,FENOFIBRATE,properties.name;properties.synonyms;properties.trade_names,YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,"[""fenofibrate"",""DB01039"",""5001""]",[]
431,thalidomide,CIDm00005426,CHEMBL468,THALIDOMIDE,properties.name;properties.synonyms,UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,"[""human/EPAR/thalidomide-lipomed"",""thalidomide"",""74947"",""DB01041""]",[]
432,melphalan,CIDm00460612,CHEMBL250892,(R)-MELPHALAN,properties.synonyms,SGDBTWWWUNNDEQ-GFCCVEGCSA-N,N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,[],[]
432,melphalan,CIDm00460612,CHEMBL852,MELPHALAN,properties.name;properties.synonyms,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,"[""28876"",""melphalan"",""DB01042""]",[]
433,memantine,CIDm00004054,CHEMBL807,MEMANTINE,properties.name;properties.synonyms,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(N)(C3)C2,"[""DB01043"",""64312""]",[]
433,memantine,CIDm00004054,RXNORM:6719,memantine,properties.name,"","",[],[]
434,gatifloxacin,CIDm00005379,CHEMBL31,GATIFLOXACIN,properties.name;properties.synonyms;properties.trade_names,XUBOMFCQGDBHNK-UHFFFAOYSA-N,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,"[""DB01044"",""5280"",""gatifloxacin""]",[]
435,lubiprostone,CIDm00157920,CHEMBL1201134,LUBIPROSTONE,properties.name;properties.synonyms,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,"[""lubiprostone"",""DB01046""]",[]
436,fluocinonide,CIDm00009642,CHEMBL1501,FLUOCINONIDE,properties.name;properties.synonyms;properties.trade_names,WJOHZNCJWYWUJD-IUGZLZTKSA-N,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,"[""DB01047"",""fluocinonide""]",[]
437,abacavir,CIDm00065139,CHEMBL1380,ABACAVIR,properties.name;properties.synonyms,MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,"[""DB01048"",""421707""]",[]
437,abacavir,CIDm00065139,RXNORM:190521,abacavir,properties.name,"","",[],[]
438,ibuprofen,CIDm00003672,CHEMBL521,IBUPROFEN,properties.name;properties.synonyms;properties.trade_names,HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)O)cc1,"[""ibuprofen"",""5855"",""DB01050"",""human/EPAR/pedea""]",[]
439,norfloxacin,CIDm00004539,CHEMBL9,NORFLOXACIN,properties.name;properties.synonyms,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,"[""100246"",""DB01059""]",[]
440,amoxicillin,CIDm00033613,CHEMBL1082,AMOXICILLIN,properties.name;properties.synonyms;properties.trade_names,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,"[""amoxicillin"",""DB01060"",""2676""]",[]
441,oxybutynin,CIDm00004634,CHEMBL1231,OXYBUTYNIN,properties.name;properties.synonyms;properties.trade_names,XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,"[""DB01062"",""human/EPAR/kentera-previously-oxybutynin-nicobrand"",""oxybutynin"",""7856""]",[]
442,glipizide,CIDm00003478,CHEMBL1073,GLIPIZIDE,properties.name;properties.synonyms;properties.trade_names,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,"[""DB01067"",""5384"",""glipizide""]",[]
443,clonazepam,CIDm00002802,CHEMBL452,CLONAZEPAM,properties.name;properties.synonyms;properties.trade_names,DGBIGWXXNGSACT-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,"[""3756"",""clonazepam"",""DB01068""]",[]
444,atazanavir,CIDm00148192,CHEMBL1163,ATAZANAVIR,properties.name;properties.synonyms,AXRYRYVKAWYZBR-GASGPIRDSA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"[""DB01072"",""37924""]",[]
445,fludarabine,CIDm00657237,CHEMBL1096882,FLUDARABINE PHOSPHATE,properties.synonyms,GIUYCYHIANZCFB-FJFJXFQQSA-N,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,"[""63599"",""fludarabine%20phosphate""]",[]
445,fludarabine,CIDm00657237,CHEMBL1568,FLUDARABINE,properties.name;properties.synonyms,HBUBKKRHXORPQB-FJFJXFQQSA-N,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"[""DB01073""]",[]
446,atorvastatin,CIDm00060822,CHEMBL1487,ATORVASTATIN,properties.name;properties.synonyms,XUKUURHRXDUEBC-KAYWLYCHSA-N,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,"[""39548"",""DB01076""]",[]
447,tegaserod,CIDm05487301,CHEMBL76370,TEGASEROD,properties.name;properties.synonyms,IKBKZGMPCYNSLU-RGVLZGJSSA-N,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,"[""51043"",""DB01079""]",[]
448,vigabatrin,CIDm00005665,CHEMBL89598,VIGABATRIN,properties.name;properties.synonyms,PJDFLNIOAUIZSL-UHFFFAOYSA-N,C=CC(N)CCC(=O)O,"[""vigabatrin"",""DB01080"",""63638"",""human/EPAR/kigabeq""]",[]
448,vigabatrin,CIDm00005665,RXNORM:14851,vigabatrin,properties.name,"","",[],[]
449,streptomycin,CIDm06419957,CHEMBL372795,STREPTOMYCIN,properties.name;properties.synonyms,UCSJYZPVAKXKNQ-HZYVHMACSA-N,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,"[""17076"",""DB01082""]",[]
450,orlistat,CIDm03034010,CHEMBL175247,ORLISTAT,properties.name;properties.synonyms,AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,"[""orlistat"",""human/EPAR/alli"",""DB01083""]",[]
451,pilocarpine,CIDm00005909,CHEMBL550,PILOCARPINE,properties.name;properties.synonyms,QCHFTSOMWOSFHM-WPRPVWTQSA-N,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,"[""8207"",""DB01085""]",[]
452,iloprost,CIDm06435378,CHEMBL494,ILOPROST,properties.name;properties.synonyms,HIFJCPQKFCZDDL-ACWOEMLNSA-N,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,"[""63916"",""iloprost"",""DB01088""]",[]
453,fluvastatin,CIDm00446155,CHEMBL2220442,FLUVASTATIN,properties.name;properties.synonyms,FJLGEFLZQAZZCD-VAWYXSNFSA-N,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,"[""38562""]",[]
453,fluvastatin,CIDm00446155,CHEMBL350239,CHEMBL350239,properties.synonyms,FJLGEFLZQAZZCD-JUFISIKESA-N,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,"[""5136"",""DB01095""]",[]
454,leflunomide,CIDm00003899,CHEMBL960,LEFLUNOMIDE,properties.name;properties.synonyms;properties.trade_names,VHOGYURTWQBHIL-UHFFFAOYSA-N,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,"[""leflunomide"",""6402"",""DB01097"",""human/EPAR/leflunomide-zentiva""]",[]
455,rosuvastatin,CIDm00446157,CHEMBL1496,ROSUVASTATIN,properties.name;properties.synonyms,BPRHUIZQVSMCRT-VEUZHWNKSA-N,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,"[""DB01098"",""38545""]",[]
456,pimozide,CIDm00016362,CHEMBL1423,PIMOZIDE,properties.name;properties.synonyms;properties.trade_names,YVUQSNJEYSNKRX-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,"[""8212"",""pimozide"",""DB01100""]",[]
457,capecitabine,CIDm00060953,CHEMBL1773,CAPECITABINE,properties.name;properties.synonyms;properties.trade_names,GAGWJHPBXLXJQN-UORFTKCHSA-N,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,"[""31348"",""DB01101"",""capecitabine"",""human/EPAR/xeloda""]",[]
458,sertraline,CIDm00063009,CHEMBL809,SERTRALINE,properties.name;properties.synonyms,VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"[""9123"",""DB01104""]",[]
459,heparin,CIDm00000772,CHEMBL4650299,HEPARIN,properties.name;properties.synonyms,"","",[],[]
459,heparin,CIDm00000772,DRUGBANK:DB01109,Heparin,properties.name,"","",[],"[""APRD00056""]"
460,miconazole,CIDm00004189,CHEMBL91,MICONAZOLE,properties.name;properties.synonyms,BYBLEWFAAKGYCD-UHFFFAOYSA-N,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,"[""DB01110"",""82892""]",[]
461,nifedipine,CIDm00004485,CHEMBL193,NIFEDIPINE,properties.name;properties.synonyms;properties.trade_names,HYIMSNHJOBLJNT-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],"[""DB01115"",""7565"",""nifedipine""]",[]
462,atovaquone,CIDm00074989,CHEMBL1450,ATOVAQUONE,properties.name;properties.synonyms;properties.trade_names,KUCQYCKVKVOKAY-CTYIDZIISA-N,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,"[""575568"",""atovaquone"",""DB01117""]",[]
463,amiodarone,CIDm00002156,CHEMBL1083993,AMIODARONE HYDROCHLORIDE,properties.synonyms,ITPDYQOUSLNIHG-UHFFFAOYSA-N,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,"[""amiodarone%20hydrochloride""]",[]
463,amiodarone,CIDm00002156,CHEMBL633,AMIODARONE,properties.name;properties.synonyms,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"[""DB01118"",""2663""]",[]
464,gliclazide,CIDm00003475,CHEMBL427216,GLICLAZIDE,properties.name;properties.synonyms,BOVGTQGAOIONJV-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,"[""DB01120"",""31654""]",[]
465,bicalutamide,CIDm00002375,CHEMBL409,BICALUTAMIDE,properties.name;properties.synonyms;properties.trade_names,LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,"[""DB01128"",""bicalutamide""]",[]
466,rabeprazole,CIDm00005029,CHEMBL1219,RABEPRAZOLE,properties.name;properties.synonyms,YREYEVIYCVEVJK-UHFFFAOYSA-N,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,"[""DB01129"",""8768""]",[]
467,pioglitazone,CIDm00004829,CHEMBL595,PIOGLITAZONE,properties.name;properties.synonyms,HYAFETHFCAUJAY-UHFFFAOYSA-N,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,"[""DB01132"",""8228""]",[]
467,pioglitazone,CIDm00004829,RXNORM:33738,pioglitazone,properties.name,"","",[],[]
468,carvedilol,CIDm00002585,CHEMBL723,CARVEDILOL,properties.name;properties.synonyms;properties.trade_names,OGHNVEJMJSYVRP-UHFFFAOYSA-N,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,"[""carvedilol"",""DB01136"",""3441""]",[]
469,levofloxacin,CIDm00149096,CHEMBL33,LEVOFLOXACIN ANHYDROUS,properties.synonyms;properties.trade_names,GSDSWSVVBLHKDQ-JTQLQIEISA-N,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,"[""63598"",""DB01137""]",[]
469,levofloxacin,CIDm00149096,CHEMBL5315124,LEVOFLOXACIN,properties.name;properties.synonyms;properties.trade_names,SUIQUYDRLGGZOL-RCWTXCDDSA-N,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,"[""levofloxacin"",""human/EPAR/quinsair""]",[]
