matrix_index,drug_name,stitch_id,stitch_inchikey,optimuskg_id,optimuskg_name,optimuskg_inchikey,was_previous_name_candidate
378,fulvestrant,CIDm00104741,VWUXBMIQPBEWFH-WCCTWKNTSA-N,CHEMBL1358,FULVESTRANT,VWUXBMIQPBEWFH-WCCTWKNTSA-N,true
379,felbamate,CIDm00003331,WKGXYQFOCVYPAC-UHFFFAOYSA-N,CHEMBL1094,FELBAMATE,WKGXYQFOCVYPAC-UHFFFAOYSA-N,true
380,fexofenadine,CIDm00003348,RRJFVPUCXDGFJB-UHFFFAOYSA-N,CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,RRJFVPUCXDGFJB-UHFFFAOYSA-N,false
380,fexofenadine,CIDm00003348,RWTNPBWLLIMQHL-UHFFFAOYSA-N,CHEMBL914,FEXOFENADINE,RWTNPBWLLIMQHL-UHFFFAOYSA-N,true
381,naratriptan,CIDm00004440,AWEZYKMQFAUBTD-UHFFFAOYSA-N,CHEMBL1200601,NARATRIPTAN HYDROCHLORIDE,AWEZYKMQFAUBTD-UHFFFAOYSA-N,true
381,naratriptan,CIDm00004440,AMKVXSZCKVJAGH-UHFFFAOYSA-N,CHEMBL1278,NARATRIPTAN,AMKVXSZCKVJAGH-UHFFFAOYSA-N,true
382,rizatriptan,CIDm00005078,ULFRLSNUDGIQQP-UHFFFAOYSA-N,CHEMBL905,RIZATRIPTAN,ULFRLSNUDGIQQP-UHFFFAOYSA-N,true
385,pindolol,CIDm00004828,JZQKKSLKJUAGIC-UHFFFAOYSA-N,CHEMBL500,PINDOLOL,JZQKKSLKJUAGIC-UHFFFAOYSA-N,true
386,zaleplon,CIDm00005719,HUNXMJYCHXQEGX-UHFFFAOYSA-N,CHEMBL1521,ZALEPLON,HUNXMJYCHXQEGX-UHFFFAOYSA-N,true
387,apraclonidine,CIDm00002216,OTQYGBJVDRBCHC-UHFFFAOYSA-N,CHEMBL1200379,APRACLONIDINE HYDROCHLORIDE,OTQYGBJVDRBCHC-UHFFFAOYSA-N,false
387,apraclonidine,CIDm00002216,IEJXVRYNEISIKR-UHFFFAOYSA-N,CHEMBL647,APRACLONIDINE,IEJXVRYNEISIKR-UHFFFAOYSA-N,true
388,telmisartan,CIDm00065999,RMMXLENWKUUMAY-UHFFFAOYSA-N,CHEMBL1017,TELMISARTAN,RMMXLENWKUUMAY-UHFFFAOYSA-N,true
389,desloratadine,CIDm00124087,JAUOIFJMECXRGI-UHFFFAOYSA-N,CHEMBL1172,DESLORATADINE,JAUOIFJMECXRGI-UHFFFAOYSA-N,true
390,alosetron,CIDm00002099,JSWZEAMFRNKZNL-UHFFFAOYSA-N,CHEMBL1110,ALOSETRON,JSWZEAMFRNKZNL-UHFFFAOYSA-N,true
390,alosetron,CIDm00002099,FNYQZOVOVDSGJH-UHFFFAOYSA-N,CHEMBL1200885,ALOSETRON HYDROCHLORIDE,FNYQZOVOVDSGJH-UHFFFAOYSA-N,false
391,azelastine,CIDm00002267,YEJAJYAHJQIWNU-UHFFFAOYSA-N,CHEMBL1200809,AZELASTINE HYDROCHLORIDE,YEJAJYAHJQIWNU-UHFFFAOYSA-N,false
391,azelastine,CIDm00002267,MBUVEWMHONZEQD-UHFFFAOYSA-N,CHEMBL639,AZELASTINE,MBUVEWMHONZEQD-UHFFFAOYSA-N,true
392,ezetimibe,CIDm00150311,OLNTVTPDXPETLC-XPWALMASSA-N,CHEMBL1138,EZETIMIBE,OLNTVTPDXPETLC-XPWALMASSA-N,true
393,dipyridamole,CIDm00003108,IZEKFCXSFNUWAM-UHFFFAOYSA-N,CHEMBL932,DIPYRIDAMOLE,IZEKFCXSFNUWAM-UHFFFAOYSA-N,true
395,lomefloxacin,CIDm00003948,KXEBLAPZMOQCKO-UHFFFAOYSA-N,CHEMBL1728,LOMEFLOXACIN HYDROCHLORIDE,KXEBLAPZMOQCKO-UHFFFAOYSA-N,false
395,lomefloxacin,CIDm00003948,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CHEMBL561,LOMEFLOXACIN,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,true
396,ramelteon,CIDm00208902,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CHEMBL1218,RAMELTEON,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,true
399,glycopyrronium.bromide,CIDm00003494,VPNYRYCIDCJBOM-UHFFFAOYSA-M,CHEMBL1201027,GLYCOPYRROLATE,VPNYRYCIDCJBOM-UHFFFAOYSA-M,false
399,glycopyrronium.bromide,CIDm00003494,ANGKOCUUWGHLCE-UHFFFAOYSA-N,CHEMBL1201335,GLYCOPYRRONIUM,ANGKOCUUWGHLCE-UHFFFAOYSA-N,false
399,glycopyrronium.bromide,CIDm00003494,UOWOLENSDISMPG-UHFFFAOYSA-M,CHEMBL3707243,GLYCOPYRRONIUM TOSYLATE,UOWOLENSDISMPG-UHFFFAOYSA-M,false
402,exemestane,CIDm00060198,BFYIZQONLCFLEV-DAELLWKTSA-N,CHEMBL1200374,EXEMESTANE,BFYIZQONLCFLEV-DAELLWKTSA-N,true
403,methyl.aminolevulinate,CIDm00157921,YUUAYBAIHCDHHD-UHFFFAOYSA-N,CHEMBL1096562,METHYL AMINOLEVULINATE,YUUAYBAIHCDHHD-UHFFFAOYSA-N,false
403,methyl.aminolevulinate,CIDm00157921,UJYSYPVQHFNBML-UHFFFAOYSA-N,CHEMBL1201093,METHYL AMINOLEVULINATE HYDROCHLORIDE,UJYSYPVQHFNBML-UHFFFAOYSA-N,false
404,azathioprine,CIDm00002265,WISNYKIQFMKSDQ-UHFFFAOYSA-N,CHEMBL1200400,AZATHIOPRINE SODIUM,WISNYKIQFMKSDQ-UHFFFAOYSA-N,false
404,azathioprine,CIDm00002265,LMEKQMALGUDUQG-UHFFFAOYSA-N,CHEMBL1542,AZATHIOPRINE,LMEKQMALGUDUQG-UHFFFAOYSA-N,true
406,gabapentin,CIDm00003446,UGJMXCAKCUNAIE-UHFFFAOYSA-N,CHEMBL940,GABAPENTIN,UGJMXCAKCUNAIE-UHFFFAOYSA-N,true
408,frovatriptan,CIDm00077992,XPSQPHWEGNHMSK-SECBINFHSA-N,CHEMBL1279,FROVATRIPTAN,XPSQPHWEGNHMSK-SECBINFHSA-N,true
408,frovatriptan,CIDm00077992,CUETXFMONOSVJA-KLQYNRQASA-N,CHEMBL2138684,FROVATRIPTAN SUCCINATE,CUETXFMONOSVJA-KLQYNRQASA-N,false
409,hydrochlorothiazide,CIDm00003639,JZUFKLXOESDKRF-UHFFFAOYSA-N,CHEMBL435,HYDROCHLOROTHIAZIDE,JZUFKLXOESDKRF-UHFFFAOYSA-N,true
410,salbutamol,CIDm00002083,NDAUXUAQIAJITI-LBPRGKRZSA-N,CHEMBL1002,LEVOSALBUTAMOL,NDAUXUAQIAJITI-LBPRGKRZSA-N,false
410,salbutamol,CIDm00002083,OWNWYCOLFIFTLK-YDALLXLXSA-N,CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,OWNWYCOLFIFTLK-YDALLXLXSA-N,false
410,salbutamol,CIDm00002083,BNPSSFBOAGDEEL-UHFFFAOYSA-N,CHEMBL1441059,ALBUTEROL SULFATE,BNPSSFBOAGDEEL-UHFFFAOYSA-N,false
410,salbutamol,CIDm00002083,NDAUXUAQIAJITI-UHFFFAOYSA-N,CHEMBL714,ALBUTEROL,NDAUXUAQIAJITI-UHFFFAOYSA-N,true
412,cromoglicic.acid,CIDm00002881,IMZMKUWMOSJXDT-UHFFFAOYSA-N,CHEMBL428880,CROMOLYN,IMZMKUWMOSJXDT-UHFFFAOYSA-N,false
412,cromoglicic.acid,CIDm00002881,VLARUOGDXDTHEH-UHFFFAOYSA-L,CHEMBL74,CROMOLYN SODIUM,VLARUOGDXDTHEH-UHFFFAOYSA-L,false
413,ganciclovir,CIDm00003454,JJICLMJFIKGAAU-UHFFFAOYSA-M,CHEMBL1200850,GANCICLOVIR SODIUM,JJICLMJFIKGAAU-UHFFFAOYSA-M,false
413,ganciclovir,CIDm00003454,IRSCQMHQWWYFCW-UHFFFAOYSA-N,CHEMBL182,GANCICLOVIR,IRSCQMHQWWYFCW-UHFFFAOYSA-N,true
414,hydroxycarbamide,CIDm00003657,VSNHCAURESNICA-UHFFFAOYSA-N,CHEMBL467,HYDROXYUREA,VSNHCAURESNICA-UHFFFAOYSA-N,true
415,letrozole,CIDm00003902,HPJKCIUCZWXJDR-UHFFFAOYSA-N,CHEMBL1444,LETROZOLE,HPJKCIUCZWXJDR-UHFFFAOYSA-N,true
416,busulfan,CIDm00002478,COVZYZSDYWQREU-UHFFFAOYSA-N,CHEMBL820,BUSULFAN,COVZYZSDYWQREU-UHFFFAOYSA-N,true
417,metyrapone,CIDm00004174,FJLBFSROUSIWMA-UHFFFAOYSA-N,CHEMBL934,METYRAPONE,FJLBFSROUSIWMA-UHFFFAOYSA-N,true
418,cinacalcet,CIDm00156418,QANQWUQOEJZMLL-PKLMIRHRSA-N,CHEMBL1200776,CINACALCET HYDROCHLORIDE,QANQWUQOEJZMLL-PKLMIRHRSA-N,false
418,cinacalcet,CIDm00156418,VDHAWDNDOKGFTD-MRXNPFEDSA-N,CHEMBL1201284,CINACALCET,VDHAWDNDOKGFTD-MRXNPFEDSA-N,true
420,sulfamethoxazole.and.trimethoprim,CIDm00358641,WZRJTRPJURQBRM-UHFFFAOYSA-N,CHEMBL58061,CO-TRIMOXAZOLE,WZRJTRPJURQBRM-UHFFFAOYSA-N,false
422,guanfacine,CIDm00003519,DGFYECXYGUIODH-UHFFFAOYSA-N,CHEMBL1200494,GUANFACINE HYDROCHLORIDE,DGFYECXYGUIODH-UHFFFAOYSA-N,false
422,guanfacine,CIDm00003519,INJOMKTZOLKMBF-UHFFFAOYSA-N,CHEMBL862,GUANFACINE,INJOMKTZOLKMBF-UHFFFAOYSA-N,true
423,isosorbide.mononitrate,CIDm00027661,YWXYYJSYQOXTPL-SLPGGIOYSA-N,CHEMBL1311,ISOSORBIDE MONONITRATE,YWXYYJSYQOXTPL-SLPGGIOYSA-N,false
425,amlexanox,CIDm00002161,SGRYPYWGNKJSDL-UHFFFAOYSA-N,CHEMBL1096,AMLEXANOX,SGRYPYWGNKJSDL-UHFFFAOYSA-N,true
426,irbesartan,CIDm00003749,YOSHYTLCDANDAN-UHFFFAOYSA-N,CHEMBL1513,IRBESARTAN,YOSHYTLCDANDAN-UHFFFAOYSA-N,true
430,fenofibrate,CIDm00003339,YMTINGFKWWXKFG-UHFFFAOYSA-N,CHEMBL672,FENOFIBRATE,YMTINGFKWWXKFG-UHFFFAOYSA-N,true
431,thalidomide,CIDm00005426,UEJJHQNACJXSKW-UHFFFAOYSA-N,CHEMBL468,THALIDOMIDE,UEJJHQNACJXSKW-UHFFFAOYSA-N,true
433,memantine,CIDm00004054,LDDHMLJTFXJGPI-UHFFFAOYSA-N,CHEMBL1699,MEMANTINE HYDROCHLORIDE,LDDHMLJTFXJGPI-UHFFFAOYSA-N,false
433,memantine,CIDm00004054,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CHEMBL807,MEMANTINE,BUGYDGFZZOZRHP-UHFFFAOYSA-N,true
434,gatifloxacin,CIDm00005379,XUBOMFCQGDBHNK-UHFFFAOYSA-N,CHEMBL31,GATIFLOXACIN,XUBOMFCQGDBHNK-UHFFFAOYSA-N,true
435,lubiprostone,CIDm00157920,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CHEMBL1201134,LUBIPROSTONE,WGFOBBZOWHGYQH-MXHNKVEKSA-N,true
438,ibuprofen,CIDm00003672,HEFNNWSXXWATRW-JTQLQIEISA-N,CHEMBL175,DEXIBUPROFEN,HEFNNWSXXWATRW-JTQLQIEISA-N,false
438,ibuprofen,CIDm00003672,VTGPMVCGAVZLQI-UHFFFAOYSA-M,CHEMBL3989408,IBUPROFEN SODIUM,VTGPMVCGAVZLQI-UHFFFAOYSA-M,false
438,ibuprofen,CIDm00003672,HEFNNWSXXWATRW-UHFFFAOYSA-N,CHEMBL521,IBUPROFEN,HEFNNWSXXWATRW-UHFFFAOYSA-N,true
439,norfloxacin,CIDm00004539,OGJPXUAPXNRGGI-UHFFFAOYSA-N,CHEMBL9,NORFLOXACIN,OGJPXUAPXNRGGI-UHFFFAOYSA-N,true
441,oxybutynin,CIDm00004634,SWIJYDAEGSIQPZ-UHFFFAOYSA-N,CHEMBL1133,OXYBUTYNIN CHLORIDE,SWIJYDAEGSIQPZ-UHFFFAOYSA-N,false
441,oxybutynin,CIDm00004634,XIQVNETUBQGFHX-UHFFFAOYSA-N,CHEMBL1231,OXYBUTYNIN,XIQVNETUBQGFHX-UHFFFAOYSA-N,true
442,glipizide,CIDm00003478,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,CHEMBL1073,GLIPIZIDE,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,true
443,clonazepam,CIDm00002802,DGBIGWXXNGSACT-UHFFFAOYSA-N,CHEMBL452,CLONAZEPAM,DGBIGWXXNGSACT-UHFFFAOYSA-N,true
444,atazanavir,CIDm00148192,AXRYRYVKAWYZBR-GASGPIRDSA-N,CHEMBL1163,ATAZANAVIR,AXRYRYVKAWYZBR-GASGPIRDSA-N,true
444,atazanavir,CIDm00148192,DQSGVVGOPRWTKI-QVFAWCHISA-N,CHEMBL1200678,ATAZANAVIR SULFATE,DQSGVVGOPRWTKI-QVFAWCHISA-N,false
448,vigabatrin,CIDm00005665,PJDFLNIOAUIZSL-UHFFFAOYSA-N,CHEMBL89598,VIGABATRIN,PJDFLNIOAUIZSL-UHFFFAOYSA-N,true
454,leflunomide,CIDm00003899,VHOGYURTWQBHIL-UHFFFAOYSA-N,CHEMBL960,LEFLUNOMIDE,VHOGYURTWQBHIL-UHFFFAOYSA-N,true
456,pimozide,CIDm00016362,YVUQSNJEYSNKRX-UHFFFAOYSA-N,CHEMBL1423,PIMOZIDE,YVUQSNJEYSNKRX-UHFFFAOYSA-N,true
457,capecitabine,CIDm00060953,GAGWJHPBXLXJQN-UORFTKCHSA-N,CHEMBL1773,CAPECITABINE,GAGWJHPBXLXJQN-UORFTKCHSA-N,true
460,miconazole,CIDm00004189,MCCACAIVAXEFAL-UHFFFAOYSA-N,CHEMBL1559,MICONAZOLE NITRATE,MCCACAIVAXEFAL-UHFFFAOYSA-N,false
460,miconazole,CIDm00004189,BYBLEWFAAKGYCD-UHFFFAOYSA-N,CHEMBL91,MICONAZOLE,BYBLEWFAAKGYCD-UHFFFAOYSA-N,true
461,nifedipine,CIDm00004485,HYIMSNHJOBLJNT-UHFFFAOYSA-N,CHEMBL193,NIFEDIPINE,HYIMSNHJOBLJNT-UHFFFAOYSA-N,true
463,amiodarone,CIDm00002156,ITPDYQOUSLNIHG-UHFFFAOYSA-N,CHEMBL1083993,AMIODARONE HYDROCHLORIDE,ITPDYQOUSLNIHG-UHFFFAOYSA-N,true
463,amiodarone,CIDm00002156,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CHEMBL633,AMIODARONE,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,true
464,gliclazide,CIDm00003475,BOVGTQGAOIONJV-UHFFFAOYSA-N,CHEMBL427216,GLICLAZIDE,BOVGTQGAOIONJV-UHFFFAOYSA-N,true
465,bicalutamide,CIDm00002375,LKJPYSCBVHEWIU-UHFFFAOYSA-N,CHEMBL409,BICALUTAMIDE,LKJPYSCBVHEWIU-UHFFFAOYSA-N,true
465,bicalutamide,CIDm00002375,LKJPYSCBVHEWIU-KRWDZBQOSA-N,CHEMBL63560,(R)-BICALUTAMIDE,LKJPYSCBVHEWIU-KRWDZBQOSA-N,false
466,rabeprazole,CIDm00005029,KRCQSTCYZUOBHN-UHFFFAOYSA-N,CHEMBL1200930,RABEPRAZOLE SODIUM,KRCQSTCYZUOBHN-UHFFFAOYSA-N,false
466,rabeprazole,CIDm00005029,YREYEVIYCVEVJK-UHFFFAOYSA-N,CHEMBL1219,RABEPRAZOLE,YREYEVIYCVEVJK-UHFFFAOYSA-N,true
466,rabeprazole,CIDm00005029,YREYEVIYCVEVJK-RUZDIDTESA-N,CHEMBL1615209,DEXRABEPRAZOLE,YREYEVIYCVEVJK-RUZDIDTESA-N,false
467,pioglitazone,CIDm00004829,GHUUBYQTCDQWRA-UHFFFAOYSA-N,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,GHUUBYQTCDQWRA-UHFFFAOYSA-N,false
467,pioglitazone,CIDm00004829,HYAFETHFCAUJAY-UHFFFAOYSA-N,CHEMBL595,PIOGLITAZONE,HYAFETHFCAUJAY-UHFFFAOYSA-N,true
468,carvedilol,CIDm00002585,XCPXNPBILMXKNX-UHFFFAOYSA-N,CHEMBL1201167,CARVEDILOL PHOSPHATE,XCPXNPBILMXKNX-UHFFFAOYSA-N,false
468,carvedilol,CIDm00002585,OGHNVEJMJSYVRP-UHFFFAOYSA-N,CHEMBL723,CARVEDILOL,OGHNVEJMJSYVRP-UHFFFAOYSA-N,true
471,doxepin,CIDm00003158,ODQWQRRAPPTVAG-BOPFTXTBSA-N,CHEMBL101740,CIDOXEPIN,ODQWQRRAPPTVAG-BOPFTXTBSA-N,false
471,doxepin,CIDm00003158,ODQWQRRAPPTVAG-UHFFFAOYSA-N,CHEMBL1628227,DOXEPIN,ODQWQRRAPPTVAG-UHFFFAOYSA-N,true
471,doxepin,CIDm00003158,MHNSPTUQQIYJOT-UHFFFAOYSA-N,CHEMBL1628234,DOXEPIN HYDROCHLORIDE,MHNSPTUQQIYJOT-UHFFFAOYSA-N,false
472,nefazodone,CIDm00004449,DYCKFEBIOUQECE-UHFFFAOYSA-N,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,DYCKFEBIOUQECE-UHFFFAOYSA-N,false
472,nefazodone,CIDm00004449,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CHEMBL623,NEFAZODONE,VRBKIVRKKCLPHA-UHFFFAOYSA-N,true
475,bupropion,CIDm00000444,WSTCENNATOVXKQ-UHFFFAOYSA-N,CHEMBL1201735,BUPROPION HYDROBROMIDE,WSTCENNATOVXKQ-UHFFFAOYSA-N,false
475,bupropion,CIDm00000444,HEYVINCGKDONRU-UHFFFAOYSA-N,CHEMBL1698,BUPROPION HYDROCHLORIDE,HEYVINCGKDONRU-UHFFFAOYSA-N,false
475,bupropion,CIDm00000444,SNPPWIUOZRMYNY-UHFFFAOYSA-N,CHEMBL894,BUPROPION,SNPPWIUOZRMYNY-UHFFFAOYSA-N,true
476,trimetrexate,CIDm00005582,NOYPYLRCIDNJJB-UHFFFAOYSA-N,CHEMBL119,TRIMETREXATE,NOYPYLRCIDNJJB-UHFFFAOYSA-N,true
477,terazosin,CIDm00005401,NZMOFYDMGFQZLS-UHFFFAOYSA-N,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,NZMOFYDMGFQZLS-UHFFFAOYSA-N,false
477,terazosin,CIDm00005401,VCKUSRYTPJJLNI-UHFFFAOYSA-N,CHEMBL611,TERAZOSIN,VCKUSRYTPJJLNI-UHFFFAOYSA-N,true
478,ofloxacin,CIDm00004583,GSDSWSVVBLHKDQ-JTQLQIEISA-N,CHEMBL33,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ-JTQLQIEISA-N,false
478,ofloxacin,CIDm00004583,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CHEMBL4,OFLOXACIN,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,true
478,ofloxacin,CIDm00004583,GSDSWSVVBLHKDQ-SNVBAGLBSA-N,CHEMBL420937,DEXTROFLOXACINE,GSDSWSVVBLHKDQ-SNVBAGLBSA-N,false
478,ofloxacin,CIDm00004583,SUIQUYDRLGGZOL-RCWTXCDDSA-N,CHEMBL5315124,LEVOFLOXACIN,SUIQUYDRLGGZOL-RCWTXCDDSA-N,false
479,cilostazol,CIDm00002754,RRGUKTPIGVIEKM-UHFFFAOYSA-N,CHEMBL799,CILOSTAZOL,RRGUKTPIGVIEKM-UHFFFAOYSA-N,true
486,ifosfamide,CIDm00003690,HOMGKSMUEGBAAB-UHFFFAOYSA-N,CHEMBL1024,IFOSFAMIDE,HOMGKSMUEGBAAB-UHFFFAOYSA-N,true
487,propafenone,CIDm00004932,XWIHRGFIPXWGEF-UHFFFAOYSA-N,CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,XWIHRGFIPXWGEF-UHFFFAOYSA-N,false
487,propafenone,CIDm00004932,JWHAUXFOSRPERK-SFHVURJKSA-N,CHEMBL1322675,CHEMBL1322675,JWHAUXFOSRPERK-SFHVURJKSA-N,false
487,propafenone,CIDm00004932,JWHAUXFOSRPERK-UHFFFAOYSA-N,CHEMBL631,PROPAFENONE,JWHAUXFOSRPERK-UHFFFAOYSA-N,true
489,ciclopirox,CIDm00002749,SCKYRAXSEDYPSA-UHFFFAOYSA-N,CHEMBL1413,CICLOPIROX,SCKYRAXSEDYPSA-UHFFFAOYSA-N,true
490,desflurane,CIDm00042113,DPYMFVXJLLWWEU-UHFFFAOYSA-N,CHEMBL1200733,DESFLURANE,DPYMFVXJLLWWEU-UHFFFAOYSA-N,true
492,acebutolol,CIDm00001978,KTUFKADDDORSSI-UHFFFAOYSA-N,CHEMBL1200813,ACEBUTOLOL HYDROCHLORIDE,KTUFKADDDORSSI-UHFFFAOYSA-N,false
492,acebutolol,CIDm00001978,GOEMGAFJFRBGGG-UHFFFAOYSA-N,CHEMBL642,ACEBUTOLOL,GOEMGAFJFRBGGG-UHFFFAOYSA-N,true
493,brinzolamide,CIDm00068844,HCRKCZRJWPKOAR-JTQLQIEISA-N,CHEMBL220491,BRINZOLAMIDE,HCRKCZRJWPKOAR-JTQLQIEISA-N,true
494,flecainide,CIDm00003355,RKXNZRPQSOPPRN-UHFFFAOYSA-N,CHEMBL1200822,FLECAINIDE ACETATE,RKXNZRPQSOPPRN-UHFFFAOYSA-N,false
494,flecainide,CIDm00003355,DJBNUMBKLMJRSA-UHFFFAOYSA-N,CHEMBL652,FLECAINIDE,DJBNUMBKLMJRSA-UHFFFAOYSA-N,true
499,mitoxantrone,CIDm00004212,ZAHQPTJLOCWVPG-UHFFFAOYSA-N,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,ZAHQPTJLOCWVPG-UHFFFAOYSA-N,false
499,mitoxantrone,CIDm00004212,KKZJGLLVHKMTCM-UHFFFAOYSA-N,CHEMBL58,MITOXANTRONE,KKZJGLLVHKMTCM-UHFFFAOYSA-N,true
503,estazolam,CIDm00003261,CDCHDCWJMGXXRH-UHFFFAOYSA-N,CHEMBL285674,ESTAZOLAM,CDCHDCWJMGXXRH-UHFFFAOYSA-N,true
505,anastrozole,CIDm00002187,YBBLVLTVTVSKRW-UHFFFAOYSA-N,CHEMBL1399,ANASTROZOLE,YBBLVLTVTVSKRW-UHFFFAOYSA-N,true
506,halofantrine,CIDm00037392,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,CHEMBL1107,HALOFANTRINE,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,true
510,aminophylline,CIDm00009433,FQPFAHBPWDRTLU-UHFFFAOYSA-N,CHEMBL1370561,AMINOPHYLLINE,FQPFAHBPWDRTLU-UHFFFAOYSA-N,true
511,quetiapine,CIDm00005002,ZTHJULTYCAQOIJ-WXXKFALUSA-N,CHEMBL3188993,QUETIAPINE FUMARATE,ZTHJULTYCAQOIJ-WXXKFALUSA-N,false
511,quetiapine,CIDm00005002,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL716,QUETIAPINE,URKOMYMAXPYINW-UHFFFAOYSA-N,true
516,aripiprazole,CIDm00060795,CEUORZQYGODEFX-UHFFFAOYSA-N,CHEMBL1112,ARIPIPRAZOLE,CEUORZQYGODEFX-UHFFFAOYSA-N,true
518,gemfibrozil,CIDm00003463,HEMJJKBWTPKOJG-UHFFFAOYSA-N,CHEMBL457,GEMFIBROZIL,HEMJJKBWTPKOJG-UHFFFAOYSA-N,true
519,clomipramine,CIDm00002801,WIMWMKZEIBHDTH-UHFFFAOYSA-N,CHEMBL1200710,CLOMIPRAMINE HYDROCHLORIDE,WIMWMKZEIBHDTH-UHFFFAOYSA-N,false
519,clomipramine,CIDm00002801,GDLIGKIOYRNHDA-UHFFFAOYSA-N,CHEMBL415,CLOMIPRAMINE,GDLIGKIOYRNHDA-UHFFFAOYSA-N,true
520,bepridil,CIDm00002351,UIEATEWHFDRYRU-UHFFFAOYSA-N,CHEMBL1008,BEPRIDIL,UIEATEWHFDRYRU-UHFFFAOYSA-N,true
520,bepridil,CIDm00002351,UEECHQPWQHYEDE-UHFFFAOYSA-N,CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,UEECHQPWQHYEDE-UHFFFAOYSA-N,false
522,iodixanol,CIDm00003724,NBQNWMBBSKPBAY-UHFFFAOYSA-N,CHEMBL1200507,IODIXANOL,NBQNWMBBSKPBAY-UHFFFAOYSA-N,true
524,dasatinib,CIDm03062316,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL1421,DASATINIB,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,true
525,lisdexamfetamine,CIDm11597697,CETWSOHVEGTIBR-FORAGAHYSA-N,CHEMBL1201178,LISDEXAMFETAMINE DIMESYLATE,CETWSOHVEGTIBR-FORAGAHYSA-N,false
525,lisdexamfetamine,CIDm11597697,VOBHXZCDAVEXEY-JSGCOSHPSA-N,CHEMBL1201222,LISDEXAMFETAMINE,VOBHXZCDAVEXEY-JSGCOSHPSA-N,true
526,lapatinib,CIDm00208908,XNRVGTHNYCNCFF-UHFFFAOYSA-N,CHEMBL1201179,LAPATINIB DITOSYLATE,XNRVGTHNYCNCFF-UHFFFAOYSA-N,true
526,lapatinib,CIDm00208908,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL554,LAPATINIB,BCFGMOOMADDAQU-UHFFFAOYSA-N,true
527,desonide,CIDm00012536,WBGKWQHBNHJJPZ-LECWWXJVSA-N,CHEMBL1201109,DESONIDE,WBGKWQHBNHJJPZ-LECWWXJVSA-N,true
528,sitagliptin,CIDm04369359,GQPYTJVDPQTBQC-KLQYNRQASA-N,CHEMBL1201174,SITAGLIPTIN PHOSPHATE,GQPYTJVDPQTBQC-KLQYNRQASA-N,false
528,sitagliptin,CIDm04369359,MFFMDFFZMYYVKS-SECBINFHSA-N,CHEMBL1422,SITAGLIPTIN,MFFMDFFZMYYVKS-SECBINFHSA-N,true
528,sitagliptin,CIDm04369359,YRKLLQIZVVYDQY-YLGLLLDBSA-N,CHEMBL5315049,SITAGLIPTIN FUMARATE,YRKLLQIZVVYDQY-YLGLLLDBSA-N,false
531,darunavir,CIDm00213039,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CHEMBL1323,DARUNAVIR,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,true
533,paliperidone,CIDm00115237,PMXMIIMHBWHSKN-UHFFFAOYSA-N,CHEMBL1621,PALIPERIDONE,PMXMIIMHBWHSKN-UHFFFAOYSA-N,true
535,varenicline,CIDm00170361,JQSHBVHOMNKWFT-DTORHVGOSA-N,CHEMBL1076903,VARENICLINE,JQSHBVHOMNKWFT-DTORHVGOSA-N,true
535,varenicline,CIDm00170361,TWYFGYXQSYOKLK-UFIFRZAQSA-N,CHEMBL5303393,VARENICLINE TARTRATE,TWYFGYXQSYOKLK-UFIFRZAQSA-N,false
535,varenicline,CIDm00170361,JQSHBVHOMNKWFT-UHFFFAOYSA-N,DRUGBANK:DB01273,Varenicline,JQSHBVHOMNKWFT-UHFFFAOYSA-N,true
536,hydralazine,CIDm00003637,RPTUSVTUFVMDQK-UHFFFAOYSA-N,CHEMBL276832,HYDRALAZINE,RPTUSVTUFVMDQK-UHFFFAOYSA-N,true
