matrix_index,biokorf_drug_id,drug_name,stitch_id,entity_type,optimuskg_ids,optimuskg_node_count,mapping_source,mapping_confidence,kg_mapping_status,requires_manual_review
528,BIOKORF_DRUG_528,sitagliptin,CIDm04369359,drug,"[""CHEMBL1422""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
529,BIOKORF_DRUG_529,decitabine,CIDm00451668,drug,"[""CHEMBL1201129""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
530,BIOKORF_DRUG_530,posaconazole,CIDm00468595,drug,"[""CHEMBL1397"", ""RXNORM:282446""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
531,BIOKORF_DRUG_531,darunavir,CIDm00213039,drug,"[""CHEMBL1323""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
532,BIOKORF_DRUG_532,telbivudine,CIDm00159269,drug,"[""CHEMBL374731""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
533,BIOKORF_DRUG_533,paliperidone,CIDm00115237,drug,"[""CHEMBL1621""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
534,BIOKORF_DRUG_534,sunitinib,CIDm05329102,drug,"[""CHEMBL535""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
535,BIOKORF_DRUG_535,varenicline,CIDm00170361,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
536,BIOKORF_DRUG_536,hydralazine,CIDm00003637,drug,"[""CHEMBL276832""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
537,BIOKORF_DRUG_537,exenatide,CIDm16157882,drug,"[""CHEMBL414357"", ""DRUGBANK:DB01276""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
538,BIOKORF_DRUG_538,nelarabine,CIDm03011155,drug,"[""CHEMBL1201112""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
539,BIOKORF_DRUG_539,corticotropin,CIDm16132265,biologic_or_peptide,"[""CHEMBL1201610"", ""DRUGBANK:DB01285""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
540,BIOKORF_DRUG_540,pirbuterol,CIDm00004845,drug,"[""CHEMBL1094966""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
541,BIOKORF_DRUG_541,insulin.aspart,CIDm16132418,biologic_or_peptide,"[""CHEMBL1201496"", ""DRUGBANK:DB01306""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
542,BIOKORF_DRUG_542,insulin.detemir,CIDm16137271,biologic_or_peptide,"[""CHEMBL2104391"", ""DRUGBANK:DB01307""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
543,BIOKORF_DRUG_543,fosamprenavir,CIDm00131535,drug,"[""CHEMBL1664""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
544,BIOKORF_DRUG_544,fosphenytoin,CIDm00056338,drug,"[""CHEMBL1201336""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
545,BIOKORF_DRUG_545,cilazapril,CIDm00056329,drug,"[""CHEMBL515606""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
546,BIOKORF_DRUG_546,penbutolol,CIDm00037464,drug,"[""CHEMBL1290""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
547,BIOKORF_DRUG_547,iohexol,CIDm00003730,drug,"[""CHEMBL1200455""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
548,BIOKORF_DRUG_548,rasagiline,CIDm03052775,drug,"[""CHEMBL887"", ""RXNORM:134748""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
549,BIOKORF_DRUG_549,sodium.bicarbonate,CIDm00000923,drug,[],0,triage:TRUE_CONFLICT,review_required,review_required,true
550,BIOKORF_DRUG_550,bezafibrate,CIDm00039042,drug,"[""CHEMBL264374""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
551,BIOKORF_DRUG_551,colchicine,CIDm00006167,drug,"[""CHEMBL107""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
552,BIOKORF_DRUG_552,danazol,CIDm00028417,drug,"[""CHEMBL1479""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
553,BIOKORF_DRUG_553,tiotropium.bromide,CIDm00060830,drug,"[""CHEMBL3545181""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
554,BIOKORF_DRUG_554,ciclesonide,CIDm06918155,drug,"[""CHEMBL2040682""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
555,BIOKORF_DRUG_555,cefepime,CIDm05479537,drug,"[""CHEMBL186""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
556,BIOKORF_DRUG_556,colestyramine,CIDm70695640,drug,"[""CHEMBL1201625"", ""DRUGBANK:DB01432""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
557,BIOKORF_DRUG_557,flunitrazepam,CIDm00003380,drug,"[""CHEMBL13280""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
558,BIOKORF_DRUG_558,dihydrocodeine,CIDm05284543,drug,"[""CHEMBL1595""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
559,BIOKORF_DRUG_559,bromazepam,CIDm00002441,drug,"[""CHEMBL277062""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
560,BIOKORF_DRUG_560,ursodeoxycholic.acid,CIDm00031401,drug,"[""CHEMBL1551""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
561,BIOKORF_DRUG_561,quazepam,CIDm00004999,drug,"[""CHEMBL1200472""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
562,BIOKORF_DRUG_562,everolimus,CIDm06442177,drug,"[""CHEMBL1908360"", ""RXNORM:141704""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
563,BIOKORF_DRUG_563,solifenacin,CIDm00154058,drug,"[""CHEMBL1734""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
564,BIOKORF_DRUG_564,tiaprofenic.acid,CIDm00005468,drug,"[""CHEMBL365795""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
565,BIOKORF_DRUG_565,deferasirox,CIDm05493381,drug,"[""CHEMBL550348""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
566,BIOKORF_DRUG_566,valganciclovir,CIDm00064147,drug,"[""CHEMBL1201314""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
567,BIOKORF_DRUG_567,roflumilast,CIDm00449193,drug,"[""CHEMBL193240""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
568,BIOKORF_DRUG_568,fusidic.acid,CIDm03000226,drug,"[""CHEMBL374975""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
569,BIOKORF_DRUG_569,fotemustine,CIDm00104799,drug,"[""CHEMBL549386"", ""DRUGBANK:DB04106""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
570,BIOKORF_DRUG_570,thiotepa,CIDm00005453,drug,"[""CHEMBL671""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
571,BIOKORF_DRUG_571,maraviroc,CIDm03002977,drug,"[""CHEMBL1201187""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
572,BIOKORF_DRUG_572,cyproterone,CIDm05284537,drug,"[""CHEMBL142130""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
573,BIOKORF_DRUG_573,tetrabenazine,CIDm00006018,drug,"[""CHEMBL117785""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
574,BIOKORF_DRUG_574,ixabepilone,CIDm06445540,drug,"[""CHEMBL1201752""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
575,BIOKORF_DRUG_575,febuxostat,CIDm00134018,drug,"[""CHEMBL1164729""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
576,BIOKORF_DRUG_576,dronedarone,CIDm00208898,drug,"[""CHEMBL184412""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
577,BIOKORF_DRUG_577,nebivolol,CIDm00071301,drug,"[""CHEMBL434394""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
578,BIOKORF_DRUG_578,nilotinib,CIDm00644241,drug,"[""CHEMBL255863""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
579,BIOKORF_DRUG_579,lorcaserin,CIDm11658859,drug,"[""CHEMBL360328""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
580,BIOKORF_DRUG_580,vildagliptin,CIDm06918537,drug,"[""CHEMBL142703""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
581,BIOKORF_DRUG_581,milnacipran,CIDm00055480,drug,"[""CHEMBL259209""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
582,BIOKORF_DRUG_582,nesiritide,CIDm25081014,biologic_or_peptide,"[""CHEMBL1201668"", ""DRUGBANK:DB04899""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
583,BIOKORF_DRUG_583,oritavancin,CIDm16136912,drug,"[""CHEMBL1688530""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
584,BIOKORF_DRUG_584,clevidipine,CIDm00153994,drug,"[""CHEMBL1237132""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
585,BIOKORF_DRUG_585,ospemifene,CIDm03036505,drug,"[""CHEMBL2105395""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
586,BIOKORF_DRUG_586,iloperidone,CIDm00071360,drug,"[""CHEMBL14376""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
587,BIOKORF_DRUG_587,retigabine,CIDm00121892,drug,"[""CHEMBL41355""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
588,BIOKORF_DRUG_588,ingenol.mebutate,CIDm06918670,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
589,BIOKORF_DRUG_589,belinostat,CIDm06918638,drug,"[""CHEMBL408513""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
590,BIOKORF_DRUG_590,indacaterol,CIDm06918554,drug,"[""CHEMBL1095777""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
591,BIOKORF_DRUG_591,trabectedin,CIDm00108150,drug,"[""CHEMBL450449""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
592,BIOKORF_DRUG_592,glatiramer.acetate,CIDm03081884,drug,"[""CHEMBL1201507""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
593,BIOKORF_DRUG_593,rotigotine,CIDm00059226,drug,"[""CHEMBL1303""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
594,BIOKORF_DRUG_594,samarium.(153Sm).lexidronam,CIDm00023951,drug,"[""CHEMBL2096660""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
595,BIOKORF_DRUG_595,vandetanib,CIDm03081361,drug,"[""CHEMBL24828""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
596,BIOKORF_DRUG_596,ecallantide,CIDm44201343,biologic_or_peptide,"[""CHEMBL1201837"", ""DRUGBANK:DB05311""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
597,BIOKORF_DRUG_597,romiplostim,CIDm05329098,biologic_or_peptide,"[""CHEMBL1201832"", ""DRUGBANK:DB05332""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
598,BIOKORF_DRUG_598,dexlansoprazole,CIDm09578005,drug,"[""CHEMBL1201863""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
599,BIOKORF_DRUG_599,telaprevir,CIDm03010818,drug,"[""CHEMBL231813""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
600,BIOKORF_DRUG_600,mipomersen,CIDm44564107,drug,"[""CHEMBL2219536""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
601,BIOKORF_DRUG_601,apremilast,CIDm11561674,drug,"[""CHEMBL514800""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
602,BIOKORF_DRUG_602,ustekinumab,CIDm00121749,biologic_or_peptide,"[""CHEMBL1201835"", ""CHEMBL129788"", ""DRUGBANK:DB05679""]",3,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
603,BIOKORF_DRUG_603,abiraterone,CIDm00132971,drug,"[""CHEMBL254328""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
604,BIOKORF_DRUG_604,mianserin,CIDm00004184,drug,"[""CHEMBL6437""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
605,BIOKORF_DRUG_605,acetylcysteine,CIDm00012035,drug,"[""CHEMBL600""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
606,BIOKORF_DRUG_606,romidepsin,CIDm05352062,drug,"[""CHEMBL343448""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
607,BIOKORF_DRUG_607,rufinamide,CIDm00129228,drug,"[""CHEMBL1201754""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
608,BIOKORF_DRUG_608,lasofoxifene,CIDm00216416,drug,"[""CHEMBL328190""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
609,BIOKORF_DRUG_609,tapentadol,CIDm09838021,drug,"[""CHEMBL1201776""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
610,BIOKORF_DRUG_610,silodosin,CIDm05312125,drug,"[""CHEMBL24778""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
611,BIOKORF_DRUG_611,prasugrel,CIDm06918456,drug,"[""CHEMBL1201772""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
612,BIOKORF_DRUG_612,eltrombopag,CIDm25181561,drug,"[""CHEMBL461101""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
613,BIOKORF_DRUG_613,doripenem,CIDm00073303,drug,"[""CHEMBL491571""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
614,BIOKORF_DRUG_614,tolvaptan,CIDm00216237,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
615,BIOKORF_DRUG_615,regadenoson,CIDm00219024,drug,"[""CHEMBL3989695""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
616,BIOKORF_DRUG_616,asenapine,CIDm00163091,drug,"[""CHEMBL3187365""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
617,BIOKORF_DRUG_617,vernakalant,CIDm09930048,drug,"[""CHEMBL2111112""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
618,BIOKORF_DRUG_618,lacosamide,CIDm00219078,drug,"[""CHEMBL58323""]",1,evidence_fusion:resolved_by_unique_structure_candidate,very_high,mapped_single,false
619,BIOKORF_DRUG_619,dalbavancin,CIDm44567678,drug,"[""CHEMBL3301669"", ""DRUGBANK:DB06219""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
620,BIOKORF_DRUG_620,rivaroxaban,CIDm09875401,drug,"[""CHEMBL198362""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
621,BIOKORF_DRUG_621,nalmefene,CIDm05284594,drug,"[""CHEMBL982""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
622,BIOKORF_DRUG_622,avanafil,CIDm09869929,drug,"[""CHEMBL1963681""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
623,BIOKORF_DRUG_623,eflornithine,CIDm00003009,drug,"[""CHEMBL830""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
624,BIOKORF_DRUG_624,droxidopa,CIDm00092974,drug,"[""CHEMBL2103827""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
625,BIOKORF_DRUG_625,sitaxentan,CIDm00216235,drug,"[""CHEMBL282724""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
626,BIOKORF_DRUG_626,ziconotide,CIDm16129690,drug,"[""CHEMBL4594214"", ""DRUGBANK:DB06283""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
627,BIOKORF_DRUG_627,teriparatide,CIDm16129682,drug,"[""CHEMBL525610"", ""DRUGBANK:DB06285""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
628,BIOKORF_DRUG_628,temsirolimus,CIDm06918289,drug,"[""CHEMBL1201182""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
629,BIOKORF_DRUG_629,amisulpride,CIDm00002159,drug,"[""CHEMBL243712""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
630,BIOKORF_DRUG_630,simeprevir,CIDm24873435,drug,"[""CHEMBL501849""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
631,BIOKORF_DRUG_631,dapagliflozin,CIDm09887712,drug,"[""CHEMBL429910""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
632,BIOKORF_DRUG_632,bazedoxifene,CIDm00154256,drug,"[""CHEMBL46740""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
633,BIOKORF_DRUG_633,ambrisentan,CIDm06918493,drug,"[""CHEMBL1111"", ""RXNORM:358274""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
634,BIOKORF_DRUG_634,doxercalciferol,CIDm05281107,drug,"[""CHEMBL1200810""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
635,BIOKORF_DRUG_635,armodafinil,CIDm09690109,drug,"[""CHEMBL1201192""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
636,BIOKORF_DRUG_636,etravirine,CIDm00193962,drug,"[""CHEMBL308954""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
637,BIOKORF_DRUG_637,prucalopride,CIDm03052762,drug,"[""CHEMBL117287""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
638,BIOKORF_DRUG_638,pazopanib,CIDm10113978,drug,"[""CHEMBL477772""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
639,BIOKORF_DRUG_639,ceftaroline.fosamil,CIDm09852981,drug,"[""CHEMBL501122""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
640,BIOKORF_DRUG_640,agomelatine,CIDm00082148,drug,"[""CHEMBL10878""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
641,BIOKORF_DRUG_641,apixaban,CIDm10182969,drug,"[""CHEMBL231779""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
642,BIOKORF_DRUG_642,bosutinib,CIDm05328940,drug,"[""CHEMBL288441""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
643,BIOKORF_DRUG_643,axitinib,CIDm06450551,drug,"[""CHEMBL1289926""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
644,BIOKORF_DRUG_644,fampridine,CIDm00001727,drug,"[""CHEMBL284348""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
645,BIOKORF_DRUG_645,ofatumumab,CIDm06918250,biologic_or_peptide,"[""CHEMBL1201836"", ""DRUGBANK:DB06650""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
646,BIOKORF_DRUG_646,liraglutide,CIDm16134956,drug,"[""CHEMBL4084119"", ""DRUGBANK:DB06655""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
647,BIOKORF_DRUG_647,pasireotide,CIDm70788982,drug,"[""CHEMBL3349607""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
648,BIOKORF_DRUG_648,vilazodone,CIDm06918313,drug,"[""CHEMBL439849""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
649,BIOKORF_DRUG_649,dabigatran.etexilate,CIDm09578572,drug,"[""CHEMBL539697""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
650,BIOKORF_DRUG_650,betahistine,CIDm00002366,drug,"[""CHEMBL24441""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
651,BIOKORF_DRUG_651,degarelix,CIDm16136245,drug,"[""CHEMBL415606""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
652,BIOKORF_DRUG_652,desvenlafaxine,CIDm00125017,drug,"[""CHEMBL1118""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
653,BIOKORF_DRUG_653,dexmethylphenidate,CIDm00154100,drug,"[""CHEMBL827""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
654,BIOKORF_DRUG_654,fesoterodine,CIDm06918558,drug,"[""CHEMBL1201764""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
655,BIOKORF_DRUG_655,gadobutrol,CIDm09916860,drug,"[""CHEMBL2218860""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
656,BIOKORF_DRUG_656,naphazoline,CIDm00004436,drug,"[""CHEMBL761""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
657,BIOKORF_DRUG_657,buserelin,CIDm00050224,biologic_or_peptide,"[""CHEMBL2110824"", ""DRUGBANK:DB06719""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
658,BIOKORF_DRUG_658,betaine,CIDm00000247,drug,"[""CHEMBL95889""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
659,BIOKORF_DRUG_659,bendamustine,CIDm00065628,drug,"[""CHEMBL487253""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
660,BIOKORF_DRUG_660,cabazitaxel,CIDm09854073,drug,"[""CHEMBL1201748""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
661,BIOKORF_DRUG_661,capsaicin,CIDm01548943,drug,"[""CHEMBL294199""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
662,BIOKORF_DRUG_662,dalteparin,CIDm25244225,drug,"[""DRUGBANK:DB06779""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
663,BIOKORF_DRUG_663,ganirelix,CIDm16130965,drug,"[""CHEMBL1251""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
664,BIOKORF_DRUG_664,histrelin,CIDm25077993,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
665,BIOKORF_DRUG_665,lanreotide,CIDm00071348,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
666,BIOKORF_DRUG_666,lanthanum.carbonate,CIDm00168924,drug,"[""CHEMBL2096647"", ""DRUGBANK:DB06792""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
667,BIOKORF_DRUG_667,lodoxamide,CIDm00044563,drug,"[""CHEMBL1201266""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
668,BIOKORF_DRUG_668,methylnaltrexone.bromide,CIDm05361917,drug,"[""CHEMBL1201770""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
669,BIOKORF_DRUG_669,plerixafor,CIDm00065014,drug,"[""CHEMBL18442""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
670,BIOKORF_DRUG_670,raltegravir,CIDm23668479,drug,"[""CHEMBL254316""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
671,BIOKORF_DRUG_671,sodium.phenylbutyrate,CIDm00004775,drug,"[""CHEMBL1746""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
672,BIOKORF_DRUG_672,triptorelin,CIDm25074470,drug,"[""CHEMBL1201334""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
673,BIOKORF_DRUG_673,lurasidone,CIDm00213046,drug,"[""CHEMBL1237021""]",1,evidence_fusion:resolved_by_unique_intersection,very_high,mapped_single,false
674,BIOKORF_DRUG_674,ticagrelor,CIDm09871419,drug,"[""CHEMBL398435""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
675,BIOKORF_DRUG_675,tafluprost,CIDm09868491,drug,"[""CHEMBL1963683""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
676,BIOKORF_DRUG_676,ivacaftor,CIDm16220172,drug,"[""CHEMBL2010601""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
677,BIOKORF_DRUG_677,iodine.ioflupane.(123I),CIDm03086674,drug,"[""CHEMBL3989517""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
678,BIOKORF_DRUG_678,vismodegib,CIDm24776445,drug,"[""CHEMBL473417""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
679,BIOKORF_DRUG_679,rilpivirine,CIDm06451164,drug,"[""CHEMBL175691""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
680,BIOKORF_DRUG_680,crizotinib,CIDm11626560,drug,"[""CHEMBL601719""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
681,BIOKORF_DRUG_681,ulipristal,CIDm13559281,drug,"[""CHEMBL2103846""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
682,BIOKORF_DRUG_682,fingolimod,CIDm00107969,drug,"[""CHEMBL314854""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
683,BIOKORF_DRUG_683,tesamorelin,CIDm44201342,biologic_or_peptide,"[""CHEMBL1237026"", ""DRUGBANK:DB08869""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
684,BIOKORF_DRUG_684,eribulin,CIDm53320414,drug,"[""CHEMBL1683590""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
685,BIOKORF_DRUG_685,boceprevir,CIDm10324367,drug,"[""CHEMBL218394""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
686,BIOKORF_DRUG_686,fidaxomicin,CIDm10034073,drug,"[""CHEMBL1255800""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
687,BIOKORF_DRUG_687,cabozantinib,CIDm25102847,drug,"[""CHEMBL2105717""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
688,BIOKORF_DRUG_688,ruxolitinib,CIDm25126797,drug,"[""CHEMBL1789941""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
689,BIOKORF_DRUG_689,teriflunomide,CIDm54684141,drug,"[""CHEMBL973""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
690,BIOKORF_DRUG_690,vemurafenib,CIDm42611257,drug,"[""CHEMBL1229517""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
691,BIOKORF_DRUG_691,linagliptin,CIDm10096344,drug,"[""CHEMBL237500""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
692,BIOKORF_DRUG_692,perampanel,CIDm09924495,drug,"[""CHEMBL1214124""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
693,BIOKORF_DRUG_693,carfilzomib,CIDm11556711,drug,"[""CHEMBL451887""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
694,BIOKORF_DRUG_694,mirabegron,CIDm09865528,drug,"[""CHEMBL2095212""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
695,BIOKORF_DRUG_695,tofacitinib,CIDm09926791,drug,"[""CHEMBL221959""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
696,BIOKORF_DRUG_696,regorafenib,CIDm11167602,drug,"[""CHEMBL1946170""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
697,BIOKORF_DRUG_697,aclidinium.bromide,CIDm11467166,drug,"[""CHEMBL551466""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
698,BIOKORF_DRUG_698,enzalutamide,CIDm15951529,drug,"[""CHEMBL1082407""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
