matrix_index,side_effect_name,optimuskg_id,optimuskg_name,ontology_namespace,matched_field,properties.code,properties.umls_cui,properties.concept_ids,properties.xrefs,properties.snomed_concept_ids
965,venous thrombosis,meddra:10047249,Venous thrombosis,MEDDRA,properties.name,"","",[],[],[]
966,ventricular arrhythmia,HP_0004308,Ventricular arrhythmia,HPO,properties.name;properties.concept_names;properties.snomed_full_names,http://purl.obolibrary.org/obo/HP_0004308,C0085612,"[""21001574""]","[""SNOMEDCT_US:44103008"",""UMLS:C0085612""]","[""44103008.0""]"
968,ventricular fibrillation,HP_0001663,Ventricular fibrillation,HPO,properties.name;properties.concept_names;properties.snomed_full_names,http://purl.obolibrary.org/obo/HP_0001663,C0042510,"[""21001554""]","[""SNOMEDCT_US:71908006"",""UMLS:C0042510""]","[""71908006.0""]"
969,ventricular tachycardia,HP_0004756,Ventricular tachycardia,HPO,properties.name,"","",[],[],[]
970,vertigo,HP_0002321,Vertigo,HPO,properties.name,http://purl.obolibrary.org/obo/HP_0002321,C0012833,"[""21003059""]","[""SNOMEDCT_US:271789005"",""SNOMEDCT_US:399153001"",""UMLS:C0042571"",""SNOMEDCT_US:399090003"",""SNOMEDCT_US:404640003"",""UMLS:C0012833""]","[""404640003.0""]"
970,vertigo,meddra:10047340,Vertigo,MEDDRA,properties.name,"","",[],[],[]
977,visual impairment,HP_0000505,Visual impairment,HPO,properties.name;properties.exact_synonyms;properties.concept_names;properties.snomed_full_names,http://purl.obolibrary.org/obo/HP_0000505,C3665347,"[""21001241""]","[""ICD10:H53"",""SNOMEDCT_US:397540003"",""SNOMEDCT_US:7973008"",""UMLS:C0042798"",""UMLS:C3665347"",""SNOMEDCT_US:246635007""]","[""397540003.0""]"
978,vomiting,HP_0002013,Vomiting,HPO,properties.name;properties.exact_synonyms;properties.concept_names;properties.snomed_full_names,http://purl.obolibrary.org/obo/HP_0002013,C0042963,"[""21003226""]","[""SNOMEDCT_US:249497008"",""SNOMEDCT_US:300359004"",""SNOMEDCT_US:422400008"",""MEDDRA:10047700"",""UMLS:C0042963""]","[""422400008.0""]"
978,vomiting,meddra:10047700,Vomiting,MEDDRA,properties.name,"","",[],[],[]
986,wheezing,HP_0030828,Wheezing,HPO,properties.name;properties.exact_synonyms;properties.concept_names;properties.snomed_full_names,http://purl.obolibrary.org/obo/HP_0030828,C0043144,"[""21003198""]","[""SNOMEDCT_US:56018004"",""UMLS:C0043144""]","[""56018004.0""]"
