matrix_index,drug_name,optimuskg_id,optimuskg_name,matched_field,inchi_key,canonical_smiles,source_ids,accession_numbers,identity_class
646,liraglutide,CHEMBL4084119,LIRAGLUTIDE,properties.name;properties.synonyms,YSDQQAXHVYUZIW-QCIJIYAXSA-N,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,"[""liraglutide"",""liraglutide%20recombinant"",""human/EPAR/saxenda""]",[],equivalent_by_inchikey
646,liraglutide,DRUGBANK:DB06655,Liraglutide,properties.name;properties.synonyms,YSDQQAXHVYUZIW-QCIJIYAXSA-N,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O)C(O)=O,[],[],equivalent_by_inchikey
657,buserelin,CHEMBL2110824,BUSERELIN,properties.name;properties.synonyms,CUWODFFVMXJOKD-UVLQAERKSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,[],[],insufficient_structure
657,buserelin,DRUGBANK:DB06719,Buserelin,properties.name;properties.synonyms,"","",[],[],insufficient_structure
664,histrelin,CHEMBL1201255,HISTRELIN,properties.name;properties.synonyms,HHXHVIJIIXKSOE-QILQGKCVSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,"[""5739""]",[],mixed_identity
664,histrelin,DRUGBANK:DB06788,Histrelin,properties.name;properties.synonyms,BKEMVGVBBDMHKL-VYFXDUNUSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,[],[],mixed_identity
665,lanreotide,CHEMBL1201185,LANREOTIDE,properties.name;properties.synonyms,PUDHBTGHUJUUFI-SCTWWAJVSA-N,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,[],[],mixed_identity
665,lanreotide,DRUGBANK:DB06791,Lanreotide,properties.name;properties.synonyms,PUDHBTGHUJUUFI-UHFFFAOYSA-N,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)NC(=O)[C@@H](N)CC1=CC=C2C=CC=CC2=C1,[],[],mixed_identity
666,lanthanum.carbonate,CHEMBL2096647,LANTHANUM CARBONATE,properties.name;properties.synonyms,"","","[""lanthanum%20carbonate""]",[],insufficient_structure
666,lanthanum.carbonate,DRUGBANK:DB06792,Lanthanum carbonate,properties.name,NZPIUJUFIFZSPW-UHFFFAOYSA-H,"",[],[],insufficient_structure
673,lurasidone,CHEMBL1237021,LURASIDONE,properties.name;properties.synonyms,PQXKDMSYBGKCJA-CVTJIBDQSA-N,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,"[""70735"",""DB08815""]",[],insufficient_structure
673,lurasidone,RXNORM:1040028,lurasidone,properties.name,"","",[],[],insufficient_structure
683,tesamorelin,CHEMBL1237026,TESAMORELIN,properties.name;properties.synonyms,"","",[],[],insufficient_structure
683,tesamorelin,DRUGBANK:DB08869,Tesamorelin,properties.name;properties.synonyms,"","",[],[],insufficient_structure
699,teduglutide,CHEMBL2104987,TEDUGLUTIDE,properties.name;properties.synonyms,CILIXQOJUNDIDU-ASQIGDHWSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC,"[""72305"",""human/EPAR/revestive""]",[],equivalent_by_inchikey
699,teduglutide,DRUGBANK:DB08900,Teduglutide,properties.name;properties.synonyms,CILIXQOJUNDIDU-ASQIGDHWSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(O)=O,[],[],equivalent_by_inchikey
731,saccharated.iron.oxide,CHEMBL1200823,IRON SUCROSE,properties.synonyms,"","",[],[],insufficient_structure
731,saccharated.iron.oxide,DRUGBANK:DB09146,Iron sucrose,properties.synonyms,FWZTTZUKDVJDCM-CEJAUHOTSA-M,"",[],"[""DB06790""]",insufficient_structure
742,desirudin,CHEMBL1201662,DESIRUDIN,properties.name;properties.synonyms,"","","[""human/EPAR/revasc""]",[],insufficient_structure
742,desirudin,DRUGBANK:DB11095,Desirudin,properties.name;properties.synonyms,"","",[],[],insufficient_structure
744,colestilan,CHEMBL2103800,COLESTILAN CHLORIDE,properties.synonyms,"","","[""human/EPAR/bindren""]",[],insufficient_structure
744,colestilan,DRUGBANK:DB11634,Colestilan chloride,properties.synonyms,"","",[],[],insufficient_structure
748,atracurium,CHEMBL1360,ATRACURIUM,properties.name;properties.synonyms,YXSLJKQTIDHPOT-UHFFFAOYSA-N,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,"[""2914""]",[],equivalent_by_inchikey
748,atracurium,DRUGBANK:DB13295,Atracurium,properties.name,YXSLJKQTIDHPOT-UHFFFAOYSA-N,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1,[],[],equivalent_by_inchikey
749,mifamurtide,CHEMBL2107354,MIFAMURTIDE,properties.name;properties.synonyms,SARBMGXGWXCXFW-GJHVZSAVSA-M,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],"[""human/EPAR/mepact""]",[],mixed_identity
749,mifamurtide,DRUGBANK:DB13615,Mifamurtide,properties.name;properties.synonyms,NGIYLSFJGRLEMI-MHTUOZSYSA-M,"",[],[],mixed_identity
750,fluticasone,CHEMBL1201396,FLUTICASONE,properties.name;properties.synonyms,MGNNYOODZCAHBA-GQKYHHCASA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,"[""5134"",""DB13867""]",[],insufficient_structure
750,fluticasone,CHEMBL1473,FLUTICASONE PROPIONATE,properties.synonyms,WMWTYOKRWGGJOA-CENSZEJFSA-N,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[""DB00588"",""31441"",""fluticasone%20propionate""]",[],insufficient_structure
750,fluticasone,RXNORM:41126,fluticasone,properties.name,"","",[],[],insufficient_structure
756,ceftobiprole.medocaril,CHEMBL1652606,CEFTOBIPROLE MEDOCARIL,properties.name;properties.synonyms,HFTSMHTWUFCYMJ-FDNJTQOMSA-N,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,[],[],mixed_identity
756,ceftobiprole.medocaril,CHEMBL4297101,CEFTOBIPROLE MEDOCARIL,properties.name;properties.synonyms,MFAWUGGPPMTWPU-INRVRKGJSA-M,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1.[Na+],[],[],mixed_identity
756,ceftobiprole.medocaril,DRUGBANK:DB14733,Ceftobiprole medocaril,properties.name;properties.synonyms,HFTSMHTWUFCYMJ-YIOMYIDASA-N,"",[],[],mixed_identity
