matrix_index,side_effect_name,sider_umls_cui,optimuskg_match_count,meddra_match_count,hpo_match_count,canonical_optimuskg_id,alias_optimuskg_ids,mapping_status
867,stevens johnson syndrome,"",0,0,0,"",[],no_sider_umls
868,sticky skin,C0392162,0,0,0,"",[],umls_no_optimuskg_match
869,stomatitis,C0038362,0,0,0,"",[],umls_no_optimuskg_match
870,bladder and urethral symptoms,"",0,0,0,"",[],no_sider_umls
871,wheezing,C0043144,1,0,1,HP_0030828,[],umls_unique_other
872,stupor,C0085628,0,0,0,"",[],umls_no_optimuskg_match
873,subarachnoid haemorrhage,C0038525,0,0,0,"",[],umls_no_optimuskg_match
874,subdural haematoma,C0018946,1,0,1,HP_0100309,[],umls_unique_other
875,sudden death,C0011071,1,0,1,HP_0001699,[],umls_unique_other
876,suicidal ideation,C0424000,0,0,0,"",[],umls_no_optimuskg_match
877,suicide attempt,C0038663,0,0,0,"",[],umls_no_optimuskg_match
878,sunburn,C0038814,0,0,0,"",[],umls_no_optimuskg_match
879,ectopic beats atrial,"",0,0,0,"",[],no_sider_umls
880,supraventricular tachycardia,C0039240,1,0,1,HP_0004755,[],umls_unique_other
881,swelling,C0038999,0,0,0,"",[],umls_no_optimuskg_match
882,swelling face,C0151602,0,0,0,"",[],umls_no_optimuskg_match
883,syncope,C0039070,1,0,1,HP_0001279,[],umls_unique_other
884,systemic lupus erythematosus,C0024141,1,0,1,HP_0002725,[],umls_unique_other
885,tachycardia,C0039231,1,0,1,HP_0001649,[],umls_unique_other
886,respiration stimulated,"",0,0,0,"",[],no_sider_umls
887,tardive dyskinesia,C0686347,0,0,0,"",[],umls_no_optimuskg_match
888,telangiectasia,C0039446,0,0,0,"",[],umls_no_optimuskg_match
889,temperature intolerance,C1112320,0,0,0,"",[],umls_no_optimuskg_match
890,tenderness,C0234233,0,0,0,"",[],umls_no_optimuskg_match
891,tendinous contracture,C0158350,0,0,0,"",[],umls_no_optimuskg_match
892,tendon disorder,C0151936,0,0,0,"",[],umls_no_optimuskg_match
893,tendonitis,C0039503,0,0,0,"",[],umls_no_optimuskg_match
894,tendon sheath inflammation,"",0,0,0,"",[],no_sider_umls
895,tension,C0233494,0,0,0,"",[],umls_no_optimuskg_match
896,tension headache,C0033893,1,0,1,HP_0012228,[],umls_unique_other
897,testicular pain,C0039591,0,0,0,"",[],umls_no_optimuskg_match
898,tetany,C0039621,1,0,1,HP_0001281,[],umls_unique_other
899,therapeutic response unexpected,C0853141,0,0,0,"",[],umls_no_optimuskg_match
900,thinking abnormal,C0233632,0,0,0,"",[],umls_no_optimuskg_match
901,thirst,C0039971,0,0,0,"",[],umls_no_optimuskg_match
902,throat irritation,C0700184,0,0,0,"",[],umls_no_optimuskg_match
903,throat tightness,C0236071,0,0,0,"",[],umls_no_optimuskg_match
904,thrombocytopenia,C0040034,1,0,1,HP_0001873,[],umls_unique_other
905,platelets increase,"",0,0,0,"",[],no_sider_umls
906,thrombophlebitis,C0040046,1,0,1,HP_0004418,[],umls_unique_other
907,thrombosis,C0040053,1,0,1,HP_0001977,[],umls_unique_other
908,thrombotic thrombocytopenic purpura,C0034155,0,0,0,"",[],umls_no_optimuskg_match
909,thyroid disorder,C0040128,1,0,1,HP_0000820,[],umls_unique_other
910,thyroid neoplasm,C0040136,0,0,0,"",[],umls_no_optimuskg_match
911,thyroiditis,C0040147,0,0,0,"",[],umls_no_optimuskg_match
912,tinnitus,C0040264,1,0,1,HP_0000360,[],umls_unique_other
913,tongue discolouration,C0151596,0,0,0,"",[],umls_no_optimuskg_match
914,tongue disorder,C0040409,0,0,0,"",[],umls_no_optimuskg_match
915,tongue oedema,C0151610,0,0,0,"",[],umls_no_optimuskg_match
916,tongue ulceration,C0235351,0,0,0,"",[],umls_no_optimuskg_match
917,tonsillitis,C0040425,1,0,1,HP_0011110,[],umls_unique_other
918,tooth abscess,C0518988,1,0,1,HP_0030757,[],umls_unique_other
919,tooth disorder,C0040435,0,0,0,"",[],umls_no_optimuskg_match
920,tooth infection,C0877046,0,0,0,"",[],umls_no_optimuskg_match
921,toothache,C0040460,0,0,0,"",[],umls_no_optimuskg_match
922,ventricular arrhythmias and cardiac arrest,"",0,0,0,"",[],no_sider_umls
923,torticollis,C0040485,1,0,1,HP_0000473,[],umls_unique_other
924,toxic epidermal necrolysis,C0014518,0,0,0,"",[],umls_no_optimuskg_match
925,toxicity to various agents,C3160741,0,0,0,"",[],umls_no_optimuskg_match
926,tracheitis,C0040584,0,0,0,"",[],umls_no_optimuskg_match
927,trachea bronchus inflammation,"",0,0,0,"",[],no_sider_umls
928,transaminases increased,C0438717,1,0,1,HP_0002910,[],umls_unique_other
929,transient ischaemic attack,C0007787,0,0,0,"",[],umls_no_optimuskg_match
930,tremor,C0040822,1,0,1,HP_0001337,[],umls_unique_other
931,masseter spasms,"",0,0,0,"",[],no_sider_umls
932,inflammation of the interstitial tissue of the kidney,"",0,0,0,"",[],no_sider_umls
933,tumour lysis syndrome,C0041364,0,0,0,"",[],umls_no_optimuskg_match
934,ulcer,C0041582,0,0,0,"",[],umls_no_optimuskg_match
935,ulcerative keratitis,C0010043,0,0,0,"",[],umls_no_optimuskg_match
936,unintended pregnancy,C0041747,0,0,0,"",[],umls_no_optimuskg_match
937,upper respiratory tract infection,C0041912,0,0,0,"",[],umls_no_optimuskg_match
938,upper airway cough syndrome,"",0,0,0,"",[],no_sider_umls
939,urethral disorder,C0041969,0,0,0,"",[],umls_no_optimuskg_match
940,urethritis,C0041976,0,0,0,"",[],umls_no_optimuskg_match
941,urethritis non infective,"",0,0,0,"",[],no_sider_umls
942,urinary hesitation,C0152032,1,0,1,HP_0000019,[],umls_unique_other
943,urinary incontinence,C0042024,1,0,1,HP_0000020,[],umls_unique_other
944,urinary retention,C0080274,1,0,1,HP_0000016,[],umls_unique_other
945,urinary tract disorder,C0042075,0,0,0,"",[],umls_no_optimuskg_match
946,urinary tract infection,C0042029,0,0,0,"",[],umls_no_optimuskg_match
947,urine abnormality,C0235639,0,0,0,"",[],umls_no_optimuskg_match
948,urine analysis abnormal,C0438142,0,0,0,"",[],umls_no_optimuskg_match
949,urine output increased,C1167965,0,0,0,"",[],umls_no_optimuskg_match
950,urticaria,C0042109,0,0,0,"",[],umls_no_optimuskg_match
951,uterine disorder,C0042131,0,0,0,"",[],umls_no_optimuskg_match
952,uterine haemorrhage,C0042134,0,0,0,"",[],umls_no_optimuskg_match
953,uterine smooth muscle tumor,"",0,0,0,"",[],no_sider_umls
954,uterine spasm,C0151998,0,0,0,"",[],umls_no_optimuskg_match
955,uveitis,C0042164,1,0,1,HP_0000554,[],umls_unique_other
956,vaginal discharge,C0227791,0,0,0,"",[],umls_no_optimuskg_match
957,vaginal haemorrhage,C2979982,0,0,0,"",[],umls_no_optimuskg_match
958,vaginal infection,C0404521,0,0,0,"",[],umls_no_optimuskg_match
959,varicose vein,C0042345,1,0,1,HP_0002619,[],umls_unique_other
960,vascular headache,C0042376,0,0,0,"",[],umls_no_optimuskg_match
961,vascular purpura,C1368065,0,0,0,"",[],umls_no_optimuskg_match
962,vasculitis,C0042384,1,0,1,HP_0002633,[],umls_unique_other
963,vasodilation procedure,C1142412,0,0,0,"",[],umls_no_optimuskg_match
964,vasospasm,C0085616,0,0,0,"",[],umls_no_optimuskg_match
965,venous thrombosis,C0042487,1,0,1,HP_0004936,[],umls_unique_other
966,ventricular arrhythmia,C0085612,1,0,1,HP_0004308,[],umls_unique_other
967,premature ventricular contractions,"",0,0,0,"",[],no_sider_umls
968,ventricular fibrillation,C0042510,1,0,1,HP_0001663,[],umls_unique_other
969,ventricular tachycardia,C0042514,0,0,0,"",[],umls_no_optimuskg_match
970,vertigo,C0042571,1,0,1,HP_0002321,[],umls_unique_other
971,vestibular disorder,C0042594,0,0,0,"",[],umls_no_optimuskg_match
972,viral diarrhoea,C0152517,0,0,0,"",[],umls_no_optimuskg_match
973,viral infection,C0042769,0,0,0,"",[],umls_no_optimuskg_match
974,viral upper respiratory tract infection,C0339916,0,0,0,"",[],umls_no_optimuskg_match
975,vision blurred,C0344232,1,0,1,HP_0000622,[],umls_unique_other
976,visual acuity reduced,C0234632,1,0,1,HP_0007663,[],umls_unique_other
977,visual impairment,C3665347,1,0,1,HP_0000505,[],umls_unique_other
978,vomiting,C0042963,1,0,1,HP_0002013,[],umls_unique_other
979,vulva vaginal candidiasis,"",0,0,0,"",[],no_sider_umls
980,vulva vaginal dryness,"",0,0,0,"",[],no_sider_umls
981,vulva vaginal mold infection,"",0,0,0,"",[],no_sider_umls
982,vulva vaginal pruritus,"",0,0,0,"",[],no_sider_umls
983,vulva vagina inflammation,"",0,0,0,"",[],no_sider_umls
984,weight decreased,C0043096,1,0,1,HP_0001824,[],umls_unique_other
985,weight increased,C0043094,1,0,1,HP_0004324,[],umls_unique_other
986,wheezing,C0043144,1,0,1,HP_0030828,[],umls_unique_other
987,white blood cell count decreased,C0750394,0,0,0,"",[],umls_no_optimuskg_match
988,white blood cell count increased,C0750426,0,0,0,"",[],umls_no_optimuskg_match
989,withdrawal syndrome,C0038587,0,0,0,"",[],umls_no_optimuskg_match
990,wound infection,C0043241,0,0,0,"",[],umls_no_optimuskg_match
991,wound secretion,C0406834,0,0,0,"",[],umls_no_optimuskg_match
992,dry eye,C0314719,0,0,0,"",[],umls_no_optimuskg_match
993,yawning,C0043387,0,0,0,"",[],umls_no_optimuskg_match
