matrix_index,drug_name,stitch_id,stitch_found,distinct_stitch_inchikey_count,optimuskg_structure_match_count,optimuskg_structure_match_ids,structure_status
626,ziconotide,CIDm16129690,true,3,2,"[""CHEMBL4594214"",""DRUGBANK:DB06283""]",equivalent_structure_group
627,teriparatide,CIDm16129682,true,4,2,"[""CHEMBL525610"",""DRUGBANK:DB06285""]",equivalent_structure_group
628,temsirolimus,CIDm06918289,false,0,0,[],stitch_not_found
629,amisulpride,CIDm00002159,true,77,1,"[""CHEMBL243712""]",unique_structure_match
630,simeprevir,CIDm24873435,false,0,0,[],stitch_not_found
631,dapagliflozin,CIDm09887712,true,83,1,"[""CHEMBL429910""]",unique_structure_match
632,bazedoxifene,CIDm00154256,true,23,2,"[""CHEMBL2106615"",""CHEMBL46740""]",multiple_structure_matches
633,ambrisentan,CIDm06918493,false,0,0,[],stitch_not_found
634,doxercalciferol,CIDm05281107,false,0,0,[],stitch_not_found
635,armodafinil,CIDm09690109,false,0,0,[],stitch_not_found
636,etravirine,CIDm00193962,true,25,1,"[""CHEMBL308954""]",unique_structure_match
637,prucalopride,CIDm03052762,true,10,2,"[""CHEMBL117287"",""CHEMBL2105748""]",multiple_structure_matches
638,pazopanib,CIDm10113978,true,115,2,"[""CHEMBL1201733"",""CHEMBL477772""]",multiple_structure_matches
639,ceftaroline.fosamil,CIDm09852981,false,0,0,[],stitch_not_found
640,agomelatine,CIDm00082148,true,83,1,"[""CHEMBL10878""]",unique_structure_match
641,apixaban,CIDm10182969,true,184,1,"[""CHEMBL231779""]",unique_structure_match
642,bosutinib,CIDm05328940,true,8,2,"[""CHEMBL2095206"",""CHEMBL288441""]",multiple_structure_matches
643,axitinib,CIDm06450551,false,0,0,[],stitch_not_found
644,fampridine,CIDm00001727,true,9,1,"[""CHEMBL284348""]",unique_structure_match
645,ofatumumab,CIDm06918250,false,0,0,[],stitch_not_found
646,liraglutide,CIDm16134956,true,2,2,"[""CHEMBL4084119"",""DRUGBANK:DB06655""]",equivalent_structure_group
647,pasireotide,CIDm70788982,false,0,0,[],stitch_not_found
648,vilazodone,CIDm06918313,true,20,2,"[""CHEMBL1615374"",""CHEMBL439849""]",multiple_structure_matches
649,dabigatran.etexilate,CIDm09578572,false,0,0,[],stitch_not_found
650,betahistine,CIDm00002366,true,20,2,"[""CHEMBL1446813"",""CHEMBL24441""]",multiple_structure_matches
651,degarelix,CIDm16136245,true,14,2,"[""CHEMBL2028987"",""CHEMBL415606""]",multiple_structure_matches
652,desvenlafaxine,CIDm00125017,true,130,3,"[""CHEMBL1118"",""CHEMBL1201728"",""CHEMBL3989861""]",multiple_structure_matches
653,dexmethylphenidate,CIDm00154100,false,0,0,[],stitch_not_found
654,fesoterodine,CIDm06918558,true,44,2,"[""CHEMBL1201764"",""CHEMBL1201765""]",multiple_structure_matches
655,gadobutrol,CIDm09916860,false,0,0,[],stitch_not_found
656,naphazoline,CIDm00004436,true,17,2,"[""CHEMBL1706"",""CHEMBL761""]",multiple_structure_matches
657,buserelin,CIDm00050224,false,0,0,[],stitch_not_found
658,betaine,CIDm00000247,true,79,3,"[""CHEMBL1182"",""CHEMBL1201130"",""CHEMBL95889""]",multiple_structure_matches
659,bendamustine,CIDm00065628,true,19,2,"[""CHEMBL1201734"",""CHEMBL487253""]",multiple_structure_matches
660,cabazitaxel,CIDm09854073,false,0,0,[],stitch_not_found
661,capsaicin,CIDm01548943,false,0,0,[],stitch_not_found
662,dalteparin,CIDm25244225,false,0,0,[],stitch_not_found
663,ganirelix,CIDm16130965,false,0,0,[],stitch_not_found
664,histrelin,CIDm25077993,true,13,3,"[""CHEMBL1200509"",""CHEMBL1201255"",""DRUGBANK:DB06788""]",multiple_structure_matches
665,lanreotide,CIDm00071348,true,14,3,"[""CHEMBL1201184"",""CHEMBL1201185"",""DRUGBANK:DB06791""]",multiple_structure_matches
666,lanthanum.carbonate,CIDm00168924,true,8,1,"[""DRUGBANK:DB06792""]",unique_structure_match
667,lodoxamide,CIDm00044563,true,2,0,[],stitch_found_no_optimuskg_match
668,methylnaltrexone.bromide,CIDm05361917,true,67,3,"[""CHEMBL1186579"",""CHEMBL1201770"",""DRUGBANK:DB06800""]",multiple_structure_matches
669,plerixafor,CIDm00065014,true,16,1,"[""CHEMBL18442""]",unique_structure_match
670,raltegravir,CIDm23668479,true,49,2,"[""CHEMBL254316"",""CHEMBL518520""]",multiple_structure_matches
671,sodium.phenylbutyrate,CIDm00004775,true,22,2,"[""CHEMBL1469"",""CHEMBL1746""]",multiple_structure_matches
672,triptorelin,CIDm25074470,true,11,1,"[""CHEMBL1201334""]",unique_structure_match
673,lurasidone,CIDm00213046,true,51,2,"[""CHEMBL1237021"",""CHEMBL1615372""]",multiple_structure_matches
674,ticagrelor,CIDm09871419,true,116,1,"[""CHEMBL398435""]",unique_structure_match
675,tafluprost,CIDm09868491,false,0,0,[],stitch_not_found
676,ivacaftor,CIDm16220172,true,34,2,"[""CHEMBL2010601"",""CHEMBL4297603""]",multiple_structure_matches
677,iodine.ioflupane.(123I),CIDm03086674,false,0,0,[],stitch_not_found
678,vismodegib,CIDm24776445,true,3,1,"[""CHEMBL473417""]",unique_structure_match
679,rilpivirine,CIDm06451164,false,0,0,[],stitch_not_found
680,crizotinib,CIDm11626560,false,0,0,[],stitch_not_found
681,ulipristal,CIDm13559281,false,0,0,[],stitch_not_found
682,fingolimod,CIDm00107969,true,29,2,"[""CHEMBL314854"",""CHEMBL544665""]",multiple_structure_matches
683,tesamorelin,CIDm44201342,true,1,0,[],stitch_found_no_optimuskg_match
684,eribulin,CIDm53320414,false,0,0,[],stitch_not_found
685,boceprevir,CIDm10324367,true,104,1,"[""CHEMBL218394""]",unique_structure_match
686,fidaxomicin,CIDm10034073,false,0,0,[],stitch_not_found
687,cabozantinib,CIDm25102847,true,2,1,"[""CHEMBL2105717""]",unique_structure_match
688,ruxolitinib,CIDm25126797,false,0,0,[],stitch_not_found
689,teriflunomide,CIDm54684141,false,0,0,[],stitch_not_found
690,vemurafenib,CIDm42611257,true,26,1,"[""CHEMBL1229517""]",unique_structure_match
691,linagliptin,CIDm10096344,true,23,1,"[""CHEMBL237500""]",unique_structure_match
692,perampanel,CIDm09924495,true,14,1,"[""CHEMBL1214124""]",unique_structure_match
693,carfilzomib,CIDm11556711,true,62,1,"[""CHEMBL451887""]",unique_structure_match
694,mirabegron,CIDm09865528,true,98,1,"[""CHEMBL2095212""]",unique_structure_match
695,tofacitinib,CIDm09926791,false,0,0,[],stitch_not_found
696,regorafenib,CIDm11167602,true,28,1,"[""CHEMBL1946170""]",unique_structure_match
697,aclidinium.bromide,CIDm11467166,false,0,0,[],stitch_not_found
698,enzalutamide,CIDm15951529,true,12,2,"[""CHEMBL1082407"",""CHEMBL4594421""]",multiple_structure_matches
699,teduglutide,CIDm70683012,false,0,0,[],stitch_not_found
700,ponatinib,CIDm24826799,true,32,2,"[""CHEMBL1171837"",""CHEMBL2105708""]",multiple_structure_matches
701,bedaquiline,CIDm05388906,false,0,0,[],stitch_not_found
702,fluticasone.furoate,CIDm09854489,true,22,1,"[""CHEMBL1676""]",unique_structure_match
703,canagliflozin,CIDm24812758,true,22,2,"[""CHEMBL2048484"",""CHEMBL4594217""]",multiple_structure_matches
704,glycerol.phenylbutyrate,CIDm10482134,true,1,1,"[""CHEMBL2105745""]",unique_structure_match
705,pomalidomide,CIDm00134780,true,54,1,"[""CHEMBL43452""]",unique_structure_match
706,trametinib,CIDm11707110,true,6,2,"[""CHEMBL2103875"",""CHEMBL2105741""]",multiple_structure_matches
707,dabrafenib,CIDm44462760,true,7,2,"[""CHEMBL2028663"",""CHEMBL2105729""]",multiple_structure_matches
708,radium.(223Ra).dichloride,CIDm06328144,true,12,2,"[""CHEMBL4297420"",""CHEMBL4300465""]",multiple_structure_matches
709,afatinib,CIDm10184653,false,0,0,[],stitch_not_found
710,dolutegravir,CIDm46216142,true,77,2,"[""CHEMBL1213165"",""CHEMBL1229211""]",multiple_structure_matches
711,riociguat,CIDm11304743,true,35,1,"[""CHEMBL2107834""]",unique_structure_match
712,macitentan,CIDm16004692,true,92,1,"[""CHEMBL2103873""]",unique_structure_match
713,sofosbuvir,CIDm45375808,false,0,0,[],stitch_not_found
714,iopamidol,CIDm00065492,false,0,0,[],stitch_not_found
715,aliskiren,CIDm05493444,false,0,0,[],stitch_not_found
716,vorapaxar,CIDm10077129,false,0,0,[],stitch_not_found
717,suvorexant,CIDm24965990,true,4,1,"[""CHEMBL1083659""]",unique_structure_match
718,empagliflozin,CIDm11949646,true,9,1,"[""CHEMBL2107830""]",unique_structure_match
719,eliglustat,CIDm23652731,false,0,0,[],stitch_not_found
720,ibrutinib,CIDm24821094,false,0,0,[],stitch_not_found
721,cobicistat,CIDm25151504,false,0,0,[],stitch_not_found
722,vortioxetine,CIDm09966051,true,29,2,"[""CHEMBL2104993"",""CHEMBL2107387""]",multiple_structure_matches
723,tasimelteon,CIDm10220503,false,0,0,[],stitch_not_found
724,sodium.oxybate,CIDm00010413,true,41,5,"[""CHEMBL1200682"",""CHEMBL1342"",""CHEMBL4594393"",""CHEMBL4594394"",""CHEMBL4594395""]",multiple_structure_matches
725,umeclidinium.bromide,CIDm11519069,true,19,2,"[""CHEMBL1187833"",""CHEMBL523299""]",multiple_structure_matches
726,olodaterol,CIDm11504294,false,0,0,[],stitch_not_found
727,pinaverium,CIDm00040703,true,19,1,"[""CHEMBL1909324""]",unique_structure_match
728,benzoyl.peroxide,CIDm00007187,true,5,1,"[""CHEMBL1200370""]",unique_structure_match
729,elvitegravir,CIDm05277135,true,20,1,"[""CHEMBL204656""]",unique_structure_match
730,mesna,CIDm00000598,true,18,2,"[""CHEMBL1098319"",""CHEMBL975""]",multiple_structure_matches
731,saccharated.iron.oxide,CIDm06850789,true,4,0,[],stitch_found_no_optimuskg_match
732,florbetapir.(18F),CIDm24822371,true,4,2,"[""CHEMBL1774461"",""CHEMBL1908919""]",multiple_structure_matches
733,flutemetamol.(18F),CIDm15950376,false,0,0,[],stitch_not_found
734,iopromide,CIDm00003736,true,9,1,"[""CHEMBL1725""]",unique_structure_match
735,technetium.(99mTc).tetrofosmin,CIDm00004274,true,1,0,[],stitch_found_no_optimuskg_match
736,technetium.(99mTc).exametazime,CIDm00023957,true,17,0,[],stitch_found_no_optimuskg_match
737,nicorandil,CIDm00047528,true,9,1,"[""CHEMBL284906""]",unique_structure_match
738,sodium.aurothiomalate,CIDm00022318,true,10,1,"[""DRUGBANK:DB09276""]",unique_structure_match
739,sodium.phosphate,CIDm00001003,true,31,2,"[""CHEMBL1187"",""DRUGBANK:DB14523""]",multiple_structure_matches
740,iotrolan,CIDm00003738,true,2,0,[],stitch_found_no_optimuskg_match
741,secretin,CIDm16129665,true,1,0,[],stitch_found_no_optimuskg_match
742,desirudin,CIDm16129703,true,2,0,[],stitch_found_no_optimuskg_match
743,temoporfin,CIDm00060751,true,1,0,[],stitch_found_no_optimuskg_match
744,colestilan,CIDm00065840,true,1,0,[],stitch_found_no_optimuskg_match
745,tropisetron,CIDm00072165,false,0,0,[],stitch_not_found
746,clobetasol,CIDm00032797,true,16,1,"[""CHEMBL1201362""]",unique_structure_match
747,clobetasone,CIDm00071386,false,0,0,[],stitch_not_found
748,atracurium,CIDm00047319,true,29,3,"[""CHEMBL1201248"",""CHEMBL1360"",""DRUGBANK:DB13295""]",multiple_structure_matches
749,mifamurtide,CIDm11672602,false,0,0,[],stitch_not_found
750,fluticasone,CIDm05311101,false,0,0,[],stitch_not_found
751,candesartan,CIDm00002541,true,8,1,"[""CHEMBL1016""]",unique_structure_match
752,mometasone,CIDm00441335,false,0,0,[],stitch_not_found
753,tedizolid,CIDm11234049,true,6,1,"[""CHEMBL1257051""]",unique_structure_match
754,hydroxyprogesterone,CIDm00006238,true,41,1,"[""CHEMBL1062""]",unique_structure_match
755,eslicarbazepine,CIDm09881504,false,0,0,[],stitch_not_found
756,ceftobiprole.medocaril,CIDm12993649,false,0,0,[],stitch_not_found
