matrix_index,drug_name,stitch_id,triage_class,supported_optimuskg_ids,supported_names,candidate_count,evidence_summary,recommended_action,requires_manual_review
535,varenicline,CIDm00170361,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1076903"",""CHEMBL5303393"",""DRUGBANK:DB01273""]","[""VARENICLINE"",""VARENICLINE TARTRATE"",""Varenicline""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1076903"",""DRUGBANK:DB01273""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1076903"",""CHEMBL5303393"",""DRUGBANK:DB01273""],""intersection_ids"":[""CHEMBL1076903"",""DRUGBANK:DB01273""],""candidates"":[{""optimuskg_id"":""CHEMBL1076903"",""name"":""VARENICLINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""JQSHBVHOMNKWFT-DTORHVGOSA-N"",""canonical_smiles"":""c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1"",""source_ids"":[""84500""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""CHEMBL5303393"",""name"":""VARENICLINE TARTRATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""TWYFGYXQSYOKLK-UFIFRZAQSA-N"",""canonical_smiles"":""O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1"",""source_ids"":[""varenicline%20tartrate"",""human/EPAR/champix""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB01273"",""name"":""Varenicline"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""JQSHBVHOMNKWFT-UHFFFAOYSA-N"",""canonical_smiles"":""C1[C@H]2CNC[C@@H]1C1=C2C=C2N=CC=NC2=C1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
537,exenatide,CIDm16157882,SAFE_MULTI_NODE,"[""CHEMBL414357"",""DRUGBANK:DB01276""]","[""EXENATIDE"",""Exenatide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL414357"",""DRUGBANK:DB01276""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL414357"",""name"":""EXENATIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HTQBXNHDCUEHJF-XWLPCZSASA-N"",""canonical_smiles"":""CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O"",""source_ids"":[""exenatide%20synthetic"",""human/EPAR/bydureon""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB01276"",""name"":""Exenatide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HTQBXNHDCUEHJF-XWLPCZSASA-N"",""canonical_smiles"":""CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
539,corticotropin,CIDm16132265,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201610"",""DRUGBANK:DB01285""]","[""CORTICOTROPIN"",""Corticotropin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201610"",""DRUGBANK:DB01285""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201610"",""name"":""CORTICOTROPIN"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms"",""properties.trade_names""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB01285"",""name"":""Corticotropin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""DB09547""],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
541,insulin.aspart,CIDm16132418,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201496"",""DRUGBANK:DB01306""]","[""INSULIN ASPART"",""Insulin aspart""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201496"",""name"":""INSULIN ASPART"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""insulin%20aspart"",""insulin%20aspart%20recombinant""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB01306"",""name"":""Insulin aspart"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
542,insulin.detemir,CIDm16137271,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL2104391"",""DRUGBANK:DB01307""]","[""INSULIN DETEMIR"",""Insulin detemir""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""CHEMBL2104391""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2104391"",""name"":""INSULIN DETEMIR"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""UGOZVNFCFYTPAZ-IOXYNQHNSA-N"",""canonical_smiles"":""CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2)[C@@H](C)O)C(=O)O"",""source_ids"":[""insulin%20detemir%20recombinant"",""human/EPAR/levemir""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB01307"",""name"":""Insulin detemir"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
548,rasagiline,CIDm03052775,SAFE_MULTI_NODE,"[""CHEMBL887"",""RXNORM:134748""]","[""RASAGILINE"",""rasagiline""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL887"",""RXNORM:134748""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL887"",""name"":""RASAGILINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""RUOKEQAAGRXIBM-GFCCVEGCSA-N"",""canonical_smiles"":""C#CCN[C@@H]1CCc2ccccc21"",""source_ids"":[""63620"",""DB01367""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:134748"",""name"":""rasagiline"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
549,sodium.bicarbonate,CIDm00000923,TRUE_CONFLICT,"[""CHEMBL1353"",""DRUGBANK:DB14516""]","[""SODIUM BICARBONATE"",""Sodium cation""]",2,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL1353"",""name_candidate_ids"":[],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""DRUGBANK:DB14516""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1353"",""name"":""SODIUM BICARBONATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""UIIMBOGNXHQVGW-UHFFFAOYSA-M"",""canonical_smiles"":""O=C([O-])O.[Na+]"",""source_ids"":[""32139"",""sodium%20bicarbonate"",""DB01390""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""DRUGBANK:DB14516"",""name"":""Sodium cation"",""type"":"""",""matched_fields"":[],""inchi_key"":""FKNQFGJONOIPTF-UHFFFAOYSA-N"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Manually adjudicate discordant name and structure identities.,true
556,colestyramine,CIDm70695640,SAFE_MULTI_NODE,"[""CHEMBL1201625"",""DRUGBANK:DB01432""]","[""CHOLESTYRAMINE"",""Cholestyramine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201625"",""DRUGBANK:DB01432""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201625"",""name"":""CHOLESTYRAMINE"",""type"":""Small molecule"",""matched_fields"":[""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""cholestyramine""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB01432"",""name"":""Cholestyramine"",""type"":"""",""matched_fields"":[""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
562,everolimus,CIDm06442177,SAFE_MULTI_NODE,"[""CHEMBL1908360"",""RXNORM:141704""]","[""EVEROLIMUS"",""everolimus""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1908360"",""RXNORM:141704""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1908360"",""name"":""EVEROLIMUS"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HKVAMNSJSFKALM-GKUWKFKPSA-N"",""canonical_smiles"":""CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"",""source_ids"":[""DB01590"",""everolimus"",""68478"",""human/EPAR/votubia""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:141704"",""name"":""everolimus"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
569,fotemustine,CIDm00104799,SAFE_MULTI_NODE,"[""CHEMBL549386"",""DRUGBANK:DB04106""]","[""FOTEMUSTINE"",""Fotemustine""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL549386"",""DRUGBANK:DB04106""],""structure_status"":""equivalent_structure_group"",""structure_match_ids"":[""CHEMBL549386"",""DRUGBANK:DB04106""],""intersection_ids"":[""CHEMBL549386"",""DRUGBANK:DB04106""],""candidates"":[{""optimuskg_id"":""CHEMBL549386"",""name"":""FOTEMUSTINE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""YAKWPXVTIGTRJH-UHFFFAOYSA-N"",""canonical_smiles"":""CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB04106"",""name"":""Fotemustine"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""YAKWPXVTIGTRJH-UHFFFAOYSA-N"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""EXPT03300""],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
582,nesiritide,CIDm25081014,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201668"",""DRUGBANK:DB04899""]","[""NESIRITIDE"",""Nesiritide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201668"",""DRUGBANK:DB04899""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201668"",""name"":""NESIRITIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB04899"",""name"":""Nesiritide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HPNRHPKXQZSDFX-OAQDCNSJSA-N"",""canonical_smiles"":""CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC=N1)C(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CO)C(C)C"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
588,ingenol.mebutate,CIDm06918670,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1863513"",""DRUGBANK:DB05013""]","[""INGENOL MEBUTATE"",""Ingenol mebutate""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1863513"",""DRUGBANK:DB05013""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1863513"",""name"":""INGENOL MEBUTATE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""VDJHFHXMUKFKET-WDUFCVPESA-N"",""canonical_smiles"":""C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C"",""source_ids"":[""human/EPAR/picato""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB05013"",""name"":""Ingenol mebutate"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""VDJHFHXMUKFKET-UXMMOKKRSA-N"",""canonical_smiles"":""C\\C=C(\\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
596,ecallantide,CIDm44201343,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201837"",""DRUGBANK:DB05311""]","[""ECALLANTIDE"",""Ecallantide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201837"",""DRUGBANK:DB05311""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201837"",""name"":""ECALLANTIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""ecallantide""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB05311"",""name"":""Ecallantide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
597,romiplostim,CIDm05329098,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201832"",""DRUGBANK:DB05332""]","[""ROMIPLOSTIM"",""Romiplostim""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201832"",""DRUGBANK:DB05332""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201832"",""name"":""ROMIPLOSTIM"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""human/EPAR/nplate"",""romiplostim""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB05332"",""name"":""Romiplostim"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
602,ustekinumab,CIDm00121749,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201835"",""CHEMBL129788"",""DRUGBANK:DB05679""]","[""USTEKINUMAB"",""Ustekinumab"",""WR-99210""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201835"",""DRUGBANK:DB05679""],""structure_status"":""unique_structure_match"",""structure_match_ids"":[""CHEMBL129788""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201835"",""name"":""USTEKINUMAB"",""type"":""Antibody"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""ustekinumab"",""human/EPAR/stelara""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL129788"",""name"":""WR-99210"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""MJZJYWCQPMNPRM-UHFFFAOYSA-N"",""canonical_smiles"":""CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl"",""source_ids"":[""DB08734""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB05679"",""name"":""Ustekinumab"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
614,tolvaptan,CIDm00216237,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL344159"",""DRUGBANK:DB06212""]","[""TOLVAPTAN"",""Tolvaptan""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL344159"",""DRUGBANK:DB06212""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL344159"",""DRUGBANK:DB06212""],""intersection_ids"":[""CHEMBL344159"",""DRUGBANK:DB06212""],""candidates"":[{""optimuskg_id"":""CHEMBL344159"",""name"":""TOLVAPTAN"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""GYHCTFXIZSNGJT-UHFFFAOYSA-N"",""canonical_smiles"":""Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1"",""source_ids"":[""human/EPAR/jinarc"",""tolvaptan""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB06212"",""name"":""Tolvaptan"",""type"":"""",""matched_fields"":[""properties.name""],""inchi_key"":""GYHCTFXIZSNGJT-XMMPIXPASA-N"",""canonical_smiles"":""CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=CC(Cl)=CC=C12"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
