matrix_index,drug_name,stitch_id,name_resolution_status,name_selected_id,name_candidate_ids,structure_status,structure_match_ids,intersection_ids,proposed_optimuskg_id,evidence_class,confidence,final_status
136,progesterone,CIDm00005994,resolved,CHEMBL103,"[""CHEMBL103""]",stitch_not_found,[],[],CHEMBL103,name_only_resolved,high,resolved
137,sorafenib,CIDm00216239,resolved,CHEMBL1336,"[""CHEMBL1336""]",multiple_structure_matches,"[""CHEMBL1200485"",""CHEMBL1336"",""CHEMBL4297490""]","[""CHEMBL1336""]",CHEMBL1336,confirmed_name_structure,very_high,resolved
138,zoledronic.acid,CIDm00068740,resolved,CHEMBL4303669,[],multiple_structure_matches,"[""CHEMBL4303669"",""CHEMBL924""]",[],CHEMBL4303669,confirmed_name_structure,very_high,resolved
139,nisoldipine,CIDm00004499,resolved,CHEMBL1726,"[""CHEMBL1726""]",unique_structure_match,"[""CHEMBL1726""]","[""CHEMBL1726""]",CHEMBL1726,confirmed_name_structure,very_high,resolved
140,eszopiclone,CIDm00969472,resolved,CHEMBL1522,"[""CHEMBL1522""]",stitch_not_found,[],[],CHEMBL1522,name_only_resolved,high,resolved
141,alprazolam,CIDm00002118,resolved,CHEMBL661,"[""CHEMBL661""]",unique_structure_match,"[""CHEMBL661""]","[""CHEMBL661""]",CHEMBL661,confirmed_name_structure,very_high,resolved
142,loxapine,CIDm00003964,resolved,CHEMBL831,"[""CHEMBL831""]",multiple_structure_matches,"[""CHEMBL1201060"",""CHEMBL1201155"",""CHEMBL831""]","[""CHEMBL831""]",CHEMBL831,confirmed_name_structure,very_high,resolved
143,mupirocin,CIDm00446596,resolved,CHEMBL719,"[""CHEMBL3989715"",""CHEMBL719""]",stitch_not_found,[],[],CHEMBL719,supported_canonical_name,high,resolved
144,rosiglitazone,CIDm00077998,resolved,CHEMBL121,"[""CHEMBL121""]",multiple_structure_matches,"[""CHEMBL121"",""CHEMBL843""]","[""CHEMBL121""]",CHEMBL121,confirmed_name_structure,very_high,resolved
145,pramipexole,CIDm00119569,resolved,CHEMBL301265,"[""CHEMBL301265""]",stitch_not_found,[],[],CHEMBL301265,name_only_resolved,high,resolved
146,miglustat,CIDm00051634,resolved,CHEMBL1029,"[""CHEMBL1029""]",multiple_structure_matches,"[""CHEMBL1029"",""CHEMBL1086997""]","[""CHEMBL1029""]",CHEMBL1029,confirmed_name_structure,very_high,resolved
147,methylphenidate,CIDm00004158,resolved,CHEMBL796,"[""CHEMBL796""]",multiple_structure_matches,"[""CHEMBL1722"",""CHEMBL796"",""CHEMBL827"",""CHEMBL904""]","[""CHEMBL796""]",CHEMBL796,confirmed_name_structure,very_high,resolved
148,hyoscyamine,CIDm00003661,resolved,CHEMBL1331216,"[""CHEMBL1331216""]",stitch_found_no_optimuskg_match,[],[],CHEMBL1331216,name_only_resolved,high,resolved
149,zolpidem,CIDm00005732,resolved,CHEMBL911,"[""CHEMBL911""]",multiple_structure_matches,"[""CHEMBL3989820"",""CHEMBL911""]","[""CHEMBL911""]",CHEMBL911,confirmed_name_structure,very_high,resolved
150,famciclovir,CIDm00003324,resolved,CHEMBL880,"[""CHEMBL880""]",unique_structure_match,"[""CHEMBL880""]","[""CHEMBL880""]",CHEMBL880,confirmed_name_structure,very_high,resolved
151,streptozocin,CIDm00029327,resolved,CHEMBL1651906,"[""CHEMBL1603"",""CHEMBL1651906""]",stitch_not_found,[],[],CHEMBL1651906,supported_canonical_name,high,resolved
152,allopurinol,CIDm00002094,ambiguous,"","[""CHEMBL1467"",""RXNORM:519""]",multiple_structure_matches,"[""CHEMBL1200477"",""CHEMBL1467""]","[""CHEMBL1467""]",CHEMBL1467,resolved_by_unique_intersection,very_high,resolved
153,ceftazidime,CIDm05481173,resolved,CHEMBL44354,"[""CHEMBL44354""]",stitch_not_found,[],[],CHEMBL44354,name_only_resolved,high,resolved
154,cerivastatin,CIDm00446156,resolved,CHEMBL1477,"[""CHEMBL1477""]",stitch_not_found,[],[],CHEMBL1477,name_only_resolved,high,resolved
155,trimethoprim,CIDm00005578,resolved,CHEMBL22,"[""CHEMBL22""]",multiple_structure_matches,"[""CHEMBL1201080"",""CHEMBL2110367"",""CHEMBL22""]","[""CHEMBL22""]",CHEMBL22,confirmed_name_structure,very_high,resolved
156,gemcitabine,CIDm00060749,resolved,CHEMBL888,"[""CHEMBL888""]",stitch_not_found,[],[],CHEMBL888,name_only_resolved,high,resolved
157,entecavir,CIDm00153941,resolved,CHEMBL5314362,"[""CHEMBL5314362"",""CHEMBL713""]",multiple_structure_matches,"[""CHEMBL5314362"",""CHEMBL713""]","[""CHEMBL5314362"",""CHEMBL713""]",CHEMBL5314362,confirmed_name_structure,very_high,resolved
158,teniposide,CIDm00452548,resolved,CHEMBL452231,"[""CHEMBL452231""]",stitch_not_found,[],[],CHEMBL452231,name_only_resolved,high,resolved
159,epirubicin,CIDm00041867,resolved,CHEMBL417,"[""CHEMBL417""]",stitch_not_found,[],[],CHEMBL417,name_only_resolved,high,resolved
160,lansoprazole,CIDm00003883,resolved,CHEMBL480,"[""CHEMBL480""]",multiple_structure_matches,"[""CHEMBL1201863"",""CHEMBL480""]","[""CHEMBL480""]",CHEMBL480,confirmed_name_structure,very_high,resolved
161,loratadine,CIDm00003957,resolved,CHEMBL998,"[""CHEMBL998""]",unique_structure_match,"[""CHEMBL998""]","[""CHEMBL998""]",CHEMBL998,confirmed_name_structure,very_high,resolved
162,prazosin,CIDm00004893,resolved,CHEMBL2,"[""CHEMBL2""]",multiple_structure_matches,"[""CHEMBL1558"",""CHEMBL2""]","[""CHEMBL2""]",CHEMBL2,confirmed_name_structure,very_high,resolved
163,imipramine,CIDm00003696,resolved,CHEMBL11,"[""CHEMBL11""]",multiple_structure_matches,"[""CHEMBL11"",""CHEMBL1692""]","[""CHEMBL11""]",CHEMBL11,confirmed_name_structure,very_high,resolved
164,acitretin,CIDm05284513,resolved,CHEMBL1131,"[""CHEMBL1131""]",stitch_not_found,[],[],CHEMBL1131,name_only_resolved,high,resolved
165,verteporfin,CIDm05362420,resolved,CHEMBL5314346,"[""CHEMBL2052016"",""CHEMBL5314346""]",stitch_found_no_optimuskg_match,[],[],CHEMBL5314346,supported_canonical_name,high,resolved
166,nabumetone,CIDm00004409,resolved,CHEMBL1070,"[""CHEMBL1070""]",unique_structure_match,"[""CHEMBL1070""]","[""CHEMBL1070""]",CHEMBL1070,confirmed_name_structure,very_high,resolved
167,ketorolac,CIDm00003826,resolved,CHEMBL469,"[""CHEMBL469""]",unique_structure_match,"[""CHEMBL469""]","[""CHEMBL469""]",CHEMBL469,confirmed_name_structure,very_high,resolved
168,montelukast,CIDm05281040,resolved,CHEMBL787,"[""CHEMBL787""]",stitch_not_found,[],[],CHEMBL787,name_only_resolved,high,resolved
169,fluoxetine,CIDm00003386,resolved,CHEMBL41,"[""CHEMBL1201082"",""CHEMBL153036"",""CHEMBL41""]",multiple_structure_matches,"[""CHEMBL1169388"",""CHEMBL1201082"",""CHEMBL153036"",""CHEMBL41""]","[""CHEMBL1201082"",""CHEMBL153036"",""CHEMBL41""]",CHEMBL41,confirmed_name_structure,very_high,resolved
170,duloxetine,CIDm00060834,resolved,CHEMBL1175,"[""CHEMBL1175""]",multiple_structure_matches,"[""CHEMBL1175"",""CHEMBL1200328""]","[""CHEMBL1175""]",CHEMBL1175,confirmed_name_structure,very_high,resolved
171,rimantadine,CIDm00005071,resolved,CHEMBL959,"[""CHEMBL959""]",multiple_structure_matches,"[""CHEMBL535396"",""CHEMBL959""]","[""CHEMBL959""]",CHEMBL959,confirmed_name_structure,very_high,resolved
172,lenalidomide,CIDm00216326,ambiguous,"","[""CHEMBL848"",""RXNORM:342369""]",unique_structure_match,"[""CHEMBL848""]","[""CHEMBL848""]",CHEMBL848,resolved_by_unique_structure_candidate,very_high,resolved
173,raloxifene,CIDm00005035,resolved,CHEMBL81,"[""CHEMBL81""]",multiple_structure_matches,"[""CHEMBL1116"",""CHEMBL81""]","[""CHEMBL81""]",CHEMBL81,confirmed_name_structure,very_high,resolved
174,celecoxib,CIDm00002662,resolved,CHEMBL118,"[""CHEMBL118""]",unique_structure_match,"[""CHEMBL118""]","[""CHEMBL118""]",CHEMBL118,confirmed_name_structure,very_high,resolved
175,brimonidine,CIDm00002435,resolved,CHEMBL844,"[""CHEMBL844""]",multiple_structure_matches,"[""CHEMBL2062257"",""CHEMBL844""]","[""CHEMBL844""]",CHEMBL844,confirmed_name_structure,very_high,resolved
176,dicloxacillin,CIDm00018381,resolved,CHEMBL893,"[""CHEMBL893""]",stitch_not_found,[],[],CHEMBL893,name_only_resolved,high,resolved
177,nabilone,CIDm00039860,resolved,CHEMBL2218896,"[""CHEMBL2218896"",""CHEMBL947""]",multiple_structure_matches,"[""CHEMBL2218896"",""CHEMBL947""]","[""CHEMBL2218896"",""CHEMBL947""]",CHEMBL2218896,confirmed_name_structure,very_high,resolved
178,sotalol,CIDm00005253,resolved,CHEMBL471,"[""CHEMBL471""]",multiple_structure_matches,"[""CHEMBL1700"",""CHEMBL471""]","[""CHEMBL471""]",CHEMBL471,confirmed_name_structure,very_high,resolved
179,buspirone,CIDm00002477,resolved,CHEMBL49,"[""CHEMBL49""]",multiple_structure_matches,"[""CHEMBL1200399"",""CHEMBL49""]","[""CHEMBL49""]",CHEMBL49,confirmed_name_structure,very_high,resolved
180,fosinopril,CIDm00055891,resolved,CHEMBL3039598,"[""CHEMBL3039598""]",stitch_not_found,[],[],CHEMBL3039598,name_only_resolved,high,resolved
181,entacapone,CIDm05281081,ambiguous,"","[""CHEMBL953"",""RXNORM:60307""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
182,zidovudine,CIDm00035370,resolved,CHEMBL129,"[""CHEMBL129""]",stitch_not_found,[],[],CHEMBL129,name_only_resolved,high,resolved
183,darifenacin,CIDm00444030,resolved,CHEMBL1346,"[""CHEMBL1346""]",stitch_not_found,[],[],CHEMBL1346,name_only_resolved,high,resolved
184,oxycodone,CIDm05284603,resolved,CHEMBL656,"[""CHEMBL656""]",stitch_not_found,[],[],CHEMBL656,name_only_resolved,high,resolved
185,flutamide,CIDm00003397,resolved,CHEMBL806,"[""CHEMBL806""]",unique_structure_match,"[""CHEMBL806""]","[""CHEMBL806""]",CHEMBL806,confirmed_name_structure,very_high,resolved
186,cimetidine,CIDm00002756,resolved,CHEMBL30,"[""CHEMBL30""]",multiple_structure_matches,"[""CHEMBL1201051"",""CHEMBL30""]","[""CHEMBL30""]",CHEMBL30,confirmed_name_structure,very_high,resolved
187,haloperidol,CIDm00003559,resolved,CHEMBL54,"[""CHEMBL54""]",multiple_structure_matches,"[""CHEMBL4297147"",""CHEMBL54""]","[""CHEMBL54""]",CHEMBL54,confirmed_name_structure,very_high,resolved
188,ritonavir,CIDm00392622,ambiguous,"","[""CHEMBL163"",""RXNORM:85762""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
189,nitazoxanide,CIDm00041684,resolved,CHEMBL1401,"[""CHEMBL1401""]",unique_structure_match,"[""CHEMBL1401""]","[""CHEMBL1401""]",CHEMBL1401,confirmed_name_structure,very_high,resolved
190,vancomycin,CIDm00014969,resolved,CHEMBL262777,"[""CHEMBL262777""]",stitch_not_found,[],[],CHEMBL262777,name_only_resolved,high,resolved
191,dextromethorphan,CIDm05360696,resolved,CHEMBL52440,"[""CHEMBL52440""]",stitch_not_found,[],[],CHEMBL52440,name_only_resolved,high,resolved
192,albendazole,CIDm00002082,resolved,CHEMBL1483,"[""CHEMBL1483""]",unique_structure_match,"[""CHEMBL1483""]","[""CHEMBL1483""]",CHEMBL1483,confirmed_name_structure,very_high,resolved
193,trandolapril,CIDm05484727,resolved,CHEMBL1519,"[""CHEMBL1519""]",stitch_not_found,[],[],CHEMBL1519,name_only_resolved,high,resolved
194,caspofungin,CIDm02826718,ambiguous,"","[""CHEMBL1630575"",""DRUGBANK:DB00520""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
195,alitretinoin,CIDm00449171,resolved,CHEMBL705,"[""CHEMBL705""]",stitch_not_found,[],[],CHEMBL705,name_only_resolved,high,resolved
196,metolazone,CIDm00004170,resolved,CHEMBL878,"[""CHEMBL878""]",unique_structure_match,"[""CHEMBL878""]","[""CHEMBL878""]",CHEMBL878,confirmed_name_structure,very_high,resolved
197,oxaliplatin,CIDm00004609,ambiguous,"","[""CHEMBL414804"",""DRUGBANK:DB00526""]",multiple_structure_matches,"[""DRUGBANK:DB00526"",""DRUGBANK:DB00958"",""DRUGBANK:DB12257"",""DRUGBANK:DB13145""]","[""DRUGBANK:DB00526""]",DRUGBANK:DB00526,resolved_by_unique_intersection,very_high,resolved
198,lercanidipine,CIDm00065866,resolved,CHEMBL250270,"[""CHEMBL250270""]",multiple_structure_matches,"[""CHEMBL2106419"",""CHEMBL250270""]","[""CHEMBL250270""]",CHEMBL250270,confirmed_name_structure,very_high,resolved
199,foscarnet,CIDm00003414,resolved,CHEMBL666,"[""CHEMBL666""]",multiple_structure_matches,"[""CHEMBL666"",""CHEMBL754""]","[""CHEMBL666""]",CHEMBL666,confirmed_name_structure,very_high,resolved
200,erlotinib,CIDm00176870,ambiguous,"","[""CHEMBL553"",""RXNORM:337525""]",multiple_structure_matches,"[""CHEMBL1079742"",""CHEMBL553""]","[""CHEMBL553""]",CHEMBL553,resolved_by_unique_intersection,very_high,resolved
201,cyclophosphamide,CIDm00002907,resolved,CHEMBL1200796,"[""CHEMBL1200796"",""CHEMBL88""]",multiple_structure_matches,"[""CHEMBL1200796"",""CHEMBL88""]","[""CHEMBL1200796"",""CHEMBL88""]",CHEMBL1200796,confirmed_name_structure,very_high,resolved
202,rofecoxib,CIDm00005090,resolved,CHEMBL122,"[""CHEMBL122""]",unique_structure_match,"[""CHEMBL122""]","[""CHEMBL122""]",CHEMBL122,confirmed_name_structure,very_high,resolved
203,ciprofloxacin,CIDm00002764,resolved,CHEMBL8,"[""CHEMBL8""]",multiple_structure_matches,"[""CHEMBL1202"",""CHEMBL8""]","[""CHEMBL8""]",CHEMBL8,confirmed_name_structure,very_high,resolved
204,gadoversetamide,CIDm00444013,unmatched,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_unmatched,unresolved,unresolved
205,toremifene,CIDm03005572,resolved,CHEMBL1655,"[""CHEMBL1655""]",stitch_not_found,[],[],CHEMBL1655,name_only_resolved,high,resolved
206,vincristine,CIDm06324671,resolved,CHEMBL90555,"[""CHEMBL499458"",""CHEMBL90555""]",stitch_not_found,[],[],CHEMBL90555,supported_canonical_name,high,resolved
207,benazepril,CIDm05362123,resolved,CHEMBL838,"[""CHEMBL838""]",stitch_not_found,[],[],CHEMBL838,name_only_resolved,high,resolved
208,fluorouracil,CIDm00003385,resolved,CHEMBL185,"[""CHEMBL185""]",unique_structure_match,"[""CHEMBL185""]","[""CHEMBL185""]",CHEMBL185,confirmed_name_structure,very_high,resolved
209,pyridostigmine,CIDm00004991,resolved,CHEMBL1115,"[""CHEMBL1115""]",multiple_structure_matches,"[""CHEMBL1115"",""CHEMBL812""]","[""CHEMBL1115""]",CHEMBL1115,confirmed_name_structure,very_high,resolved
210,azelaic.acid,CIDm00002266,resolved,CHEMBL1238,[],unique_structure_match,"[""CHEMBL1238""]",[],CHEMBL1238,confirmed_name_structure,very_high,resolved
211,zafirlukast,CIDm00005717,resolved,CHEMBL603,"[""CHEMBL603""]",unique_structure_match,"[""CHEMBL603""]","[""CHEMBL603""]",CHEMBL603,confirmed_name_structure,very_high,resolved
212,pentostatin,CIDm00439693,resolved,CHEMBL1580,"[""CHEMBL1580""]",stitch_not_found,[],[],CHEMBL1580,name_only_resolved,high,resolved
213,piroxicam,CIDm23690938,resolved,CHEMBL527,"[""CHEMBL527""]",unique_structure_match,"[""CHEMBL527""]","[""CHEMBL527""]",CHEMBL527,confirmed_name_structure,very_high,resolved
214,lamotrigine,CIDm00003878,resolved,CHEMBL741,"[""CHEMBL741""]",unique_structure_match,"[""CHEMBL741""]","[""CHEMBL741""]",CHEMBL741,confirmed_name_structure,very_high,resolved
215,zanamivir,CIDm00060855,resolved,CHEMBL222813,"[""CHEMBL222813""]",stitch_not_found,[],[],CHEMBL222813,name_only_resolved,high,resolved
216,bosentan,CIDm00104865,ambiguous,"","[""CHEMBL957"",""RXNORM:75207""]",unique_structure_match,"[""CHEMBL957""]","[""CHEMBL957""]",CHEMBL957,resolved_by_unique_structure_candidate,very_high,resolved
217,tigecycline,CIDm54686904,resolved,CHEMBL376140,"[""CHEMBL376140""]",stitch_not_found,[],[],CHEMBL376140,name_only_resolved,high,resolved
218,methotrexate,CIDm00126941,ambiguous,"","[""CHEMBL34259"",""RXNORM:6851""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
219,carbamazepine,CIDm00002554,resolved,CHEMBL108,"[""CHEMBL108""]",unique_structure_match,"[""CHEMBL108""]","[""CHEMBL108""]",CHEMBL108,confirmed_name_structure,very_high,resolved
220,cisatracurium,CIDm00062886,resolved,CHEMBL1201248,"[""CHEMBL1201248""]",stitch_not_found,[],[],CHEMBL1201248,name_only_resolved,high,resolved
221,fondaparinux,CIDm00636380,resolved,CHEMBL1201202,"[""CHEMBL1201202""]",stitch_not_found,[],[],CHEMBL1201202,name_only_resolved,high,resolved
222,propranolol,CIDm00004946,ambiguous,"","[""CHEMBL27"",""RXNORM:8787""]",multiple_structure_matches,"[""CHEMBL1671"",""CHEMBL27"",""CHEMBL275742""]","[""CHEMBL27""]",CHEMBL27,resolved_by_unique_intersection,very_high,resolved
223,clonidine,CIDm00002803,resolved,CHEMBL134,"[""CHEMBL134""]",multiple_structure_matches,"[""CHEMBL134"",""CHEMBL1705""]","[""CHEMBL134""]",CHEMBL134,confirmed_name_structure,very_high,resolved
224,valaciclovir,CIDm00060772,resolved,CHEMBL1349,"[""CHEMBL1349""]",stitch_not_found,[],[],CHEMBL1349,name_only_resolved,high,resolved
225,valdecoxib,CIDm00119607,resolved,CHEMBL865,"[""CHEMBL865""]",unique_structure_match,"[""CHEMBL865""]","[""CHEMBL865""]",CHEMBL865,confirmed_name_structure,very_high,resolved
226,voriconazole,CIDm00071616,resolved,CHEMBL638,"[""CHEMBL638""]",unique_structure_match,"[""CHEMBL638""]","[""CHEMBL638""]",CHEMBL638,confirmed_name_structure,very_high,resolved
227,levocarnitine,CIDm00010917,resolved,CHEMBL1149,"[""CHEMBL1149""]",stitch_not_found,[],[],CHEMBL1149,name_only_resolved,high,resolved
228,enalapril,CIDm05388961,resolved,CHEMBL578,"[""CHEMBL578""]",stitch_not_found,[],[],CHEMBL578,name_only_resolved,high,resolved
229,nizatidine,CIDm03033637,resolved,CHEMBL3183075,"[""CHEMBL3183075""]",stitch_not_found,[],[],CHEMBL3183075,name_only_resolved,high,resolved
230,diclofenac,CIDm00003032,resolved,CHEMBL139,"[""CHEMBL139""]",multiple_structure_matches,"[""CHEMBL1034"",""CHEMBL1200804"",""CHEMBL139""]","[""CHEMBL139""]",CHEMBL139,confirmed_name_structure,very_high,resolved
231,doxazosin,CIDm00003157,resolved,CHEMBL707,"[""CHEMBL707""]",multiple_structure_matches,"[""CHEMBL1200561"",""CHEMBL707""]","[""CHEMBL707""]",CHEMBL707,confirmed_name_structure,very_high,resolved
232,amiloride,CIDm00016230,resolved,CHEMBL945,"[""CHEMBL945""]",multiple_structure_matches,"[""CHEMBL1398126"",""CHEMBL945""]","[""CHEMBL945""]",CHEMBL945,confirmed_name_structure,very_high,resolved
233,gadoteridol,CIDm00060714,ambiguous,"","[""CHEMBL1200593"",""DRUGBANK:DB00597""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
234,labetalol,CIDm00003869,resolved,CHEMBL429,"[""CHEMBL429""]",multiple_structure_matches,"[""CHEMBL1200323"",""CHEMBL1204165"",""CHEMBL27193"",""CHEMBL429""]","[""CHEMBL429""]",CHEMBL429,confirmed_name_structure,very_high,resolved
235,linezolid,CIDm00441401,resolved,CHEMBL126,"[""CHEMBL126""]",stitch_not_found,[],[],CHEMBL126,name_only_resolved,high,resolved
236,ivermectin,CIDm06435110,ambiguous,"","[""CHEMBL1200633"",""DRUGBANK:DB00602""]",equivalent_structure_group,"[""CHEMBL1200633"",""DRUGBANK:DB00602""]","[""CHEMBL1200633"",""DRUGBANK:DB00602""]","",unresolved_ambiguous,review_required,unresolved
237,medroxyprogesterone,CIDm00010631,resolved,CHEMBL717,"[""CHEMBL717""]",stitch_found_no_optimuskg_match,[],[],CHEMBL717,name_only_resolved,high,resolved
238,butorphanol,CIDm05361092,ambiguous,"","[""CHEMBL33986"",""DRUGBANK:DB00611""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
239,bisoprolol,CIDm00002405,resolved,CHEMBL645,"[""CHEMBL645""]",multiple_structure_matches,"[""CHEMBL1472989"",""CHEMBL645""]","[""CHEMBL645""]",CHEMBL645,confirmed_name_structure,very_high,resolved
240,rifabutin,CIDm06323490,resolved,CHEMBL444633,"[""CHEMBL444633""]",stitch_not_found,[],[],CHEMBL444633,name_only_resolved,high,resolved
241,imatinib,CIDm00005291,resolved,CHEMBL941,"[""CHEMBL941""]",multiple_structure_matches,"[""CHEMBL1642"",""CHEMBL941""]","[""CHEMBL941""]",CHEMBL941,confirmed_name_structure,very_high,resolved
242,triamcinolone,CIDm00031307,resolved,CHEMBL1451,"[""CHEMBL1451""]",stitch_not_found,[],[],CHEMBL1451,name_only_resolved,high,resolved
243,testosterone,CIDm00006013,ambiguous,"","[""CHEMBL386630"",""RXNORM:10379""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
244,efavirenz,CIDm00064139,resolved,CHEMBL223228,"[""CHEMBL223228""]",stitch_not_found,[],[],CHEMBL223228,name_only_resolved,high,resolved
245,alendronic.acid,CIDm00002088,resolved,CHEMBL870,[],multiple_structure_matches,"[""CHEMBL675"",""CHEMBL870""]",[],CHEMBL870,confirmed_name_structure,very_high,resolved
246,clofarabine,CIDm00119182,resolved,CHEMBL1750,"[""CHEMBL1750""]",unique_structure_match,"[""CHEMBL1750""]","[""CHEMBL1750""]",CHEMBL1750,confirmed_name_structure,very_high,resolved
247,dexmedetomidine,CIDm05311068,resolved,CHEMBL778,"[""CHEMBL778""]",stitch_not_found,[],[],CHEMBL778,name_only_resolved,high,resolved
248,adenosine,CIDm00060961,resolved,CHEMBL477,"[""CHEMBL477""]",stitch_not_found,[],[],CHEMBL477,name_only_resolved,high,resolved
249,simvastatin,CIDm00054454,resolved,CHEMBL1064,"[""CHEMBL1064""]",unique_structure_match,"[""CHEMBL1064""]","[""CHEMBL1064""]",CHEMBL1064,confirmed_name_structure,very_high,resolved
250,pemetrexed,CIDm00060843,resolved,CHEMBL225072,"[""CHEMBL225072""]",multiple_structure_matches,"[""CHEMBL225072"",""CHEMBL2360464""]","[""CHEMBL225072""]",CHEMBL225072,confirmed_name_structure,very_high,resolved
251,gonadorelin,CIDm00036523,resolved,CHEMBL1007,"[""CHEMBL1007"",""CHEMBL1981292""]",multiple_structure_matches,"[""CHEMBL1007"",""CHEMBL1200511"",""CHEMBL1200516"",""CHEMBL1981292""]","[""CHEMBL1007"",""CHEMBL1981292""]",CHEMBL1007,confirmed_name_structure,very_high,resolved
252,stavudine,CIDm00018283,resolved,CHEMBL991,"[""CHEMBL991""]",stitch_not_found,[],[],CHEMBL991,name_only_resolved,high,resolved
253,calcium.folinate,CIDm00006006,resolved,CHEMBL1201138,[],stitch_not_found,[],[],CHEMBL1201138,name_only_resolved,high,resolved
254,latanoprost,CIDm05311221,resolved,CHEMBL1051,"[""CHEMBL1051""]",stitch_not_found,[],[],CHEMBL1051,name_only_resolved,high,resolved
255,estrone,CIDm03001028,resolved,CHEMBL1405,"[""CHEMBL1405""]",stitch_not_found,[],[],CHEMBL1405,name_only_resolved,high,resolved
256,trazodone,CIDm00005533,resolved,CHEMBL621,"[""CHEMBL621""]",multiple_structure_matches,"[""CHEMBL1200798"",""CHEMBL621""]","[""CHEMBL621""]",CHEMBL621,confirmed_name_structure,very_high,resolved
257,sevelamer,CIDm03085017,ambiguous,"","[""CHEMBL5314349"",""DRUGBANK:DB00658""]",unique_structure_match,"[""DRUGBANK:DB00658""]","[""DRUGBANK:DB00658""]",DRUGBANK:DB00658,resolved_by_unique_structure_candidate,very_high,resolved
258,acamprosate,CIDm00071158,resolved,CHEMBL1201293,"[""CHEMBL1201293""]",multiple_structure_matches,"[""CHEMBL1201293"",""CHEMBL2068724""]","[""CHEMBL1201293""]",CHEMBL1201293,confirmed_name_structure,very_high,resolved
259,verapamil,CIDm00002520,resolved,CHEMBL6966,"[""CHEMBL6966""]",multiple_structure_matches,"[""CHEMBL1280"",""CHEMBL197"",""CHEMBL6966""]","[""CHEMBL6966""]",CHEMBL6966,confirmed_name_structure,very_high,resolved
260,nilutamide,CIDm00004493,resolved,CHEMBL1274,"[""CHEMBL1274""]",unique_structure_match,"[""CHEMBL1274""]","[""CHEMBL1274""]",CHEMBL1274,confirmed_name_structure,very_high,resolved
261,nafarelin,CIDm25077649,ambiguous,"","[""CHEMBL1201309"",""DRUGBANK:DB00666""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
262,sumatriptan,CIDm00005358,resolved,CHEMBL128,"[""CHEMBL128""]",multiple_structure_matches,"[""CHEMBL1201150"",""CHEMBL128""]","[""CHEMBL128""]",CHEMBL128,confirmed_name_structure,very_high,resolved
263,cefixime,CIDm06321411,resolved,CHEMBL1541,"[""CHEMBL1541""]",stitch_not_found,[],[],CHEMBL1541,name_only_resolved,high,resolved
264,aprepitant,CIDm00151165,resolved,CHEMBL1471,"[""CHEMBL1471""]",unique_structure_match,"[""CHEMBL1471""]","[""CHEMBL1471""]",CHEMBL1471,confirmed_name_structure,very_high,resolved
265,galantamine,CIDm00009651,resolved,CHEMBL659,"[""CHEMBL659""]",stitch_not_found,[],[],CHEMBL659,name_only_resolved,high,resolved
266,tamoxifen,CIDm02733525,resolved,CHEMBL83,"[""CHEMBL83""]",stitch_not_found,[],[],CHEMBL83,name_only_resolved,high,resolved
267,losartan,CIDm00003961,resolved,CHEMBL191,"[""CHEMBL191""]",multiple_structure_matches,"[""CHEMBL191"",""CHEMBL995""]","[""CHEMBL191""]",CHEMBL191,confirmed_name_structure,very_high,resolved
268,amphotericin.B,CIDm05280965,resolved,CHEMBL267345,[],stitch_not_found,[],[],CHEMBL267345,name_only_resolved,high,resolved
269,midazolam,CIDm00004192,resolved,CHEMBL655,"[""CHEMBL655""]",multiple_structure_matches,"[""CHEMBL1200420"",""CHEMBL655""]","[""CHEMBL655""]",CHEMBL655,confirmed_name_structure,very_high,resolved
270,tobramycin,CIDm00036294,resolved,CHEMBL1747,"[""CHEMBL1747""]",stitch_not_found,[],[],CHEMBL1747,name_only_resolved,high,resolved
271,trovafloxacin,CIDm00062959,resolved,CHEMBL428,"[""CHEMBL428""]",stitch_found_no_optimuskg_match,[],[],CHEMBL428,name_only_resolved,high,resolved
272,pentosan.polysulfate.sodium,CIDm00037720,resolved,CHEMBL1201516,[],unique_structure_match,"[""CHEMBL4073796""]",[],"",conflicting_evidence,review_required,review_required
273,moexipril,CIDm00055331,resolved,CHEMBL1165,"[""CHEMBL1165""]",unique_structure_match,"[""CHEMBL1201405""]",[],"",conflicting_evidence,review_required,review_required
274,phentolamine,CIDm00005775,resolved,CHEMBL597,"[""CHEMBL597""]",multiple_structure_matches,"[""CHEMBL1200873"",""CHEMBL597""]","[""CHEMBL597""]",CHEMBL597,confirmed_name_structure,very_high,resolved
275,fluorescein,CIDm00016850,resolved,CHEMBL4297067,"[""CHEMBL4297067""]",unique_structure_match,"[""CHEMBL1057""]",[],"",conflicting_evidence,review_required,review_required
